collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author
CAB,67,8,89,5-Nov-40,Memorandum,WP (G) (40) 289,Our Importing Capacity in the Second Year of the War.,Arthur Greenwood
CAB,67,8,90,5-Nov-40,Memorandum,WP (G) (40) 290,Overseas Air Communications.,Archibald H M Sinclair
CAB,67,8,91,6-Nov-40,Memorandum,WP (G) (40) 291,Overseas Air Communications.,William Shepherd Morrison
CAB,67,8,92,5-Nov-40,Memorandum,WP (G) (40) 292,100 Octane Fuel. Completion of the Thornton Plant.,Archibald H M Sinclair
CAB,67,8,93,7-Nov-40,Memorandum,WP (G) (40) 293,South Atlantic Air Mail Routes.,Duff Cooper and Hugh Dalton
CAB,67,8,94,7-Nov-40,Memorandum,WP (G) (40) 294,Overseas Air Communications.,Duff Cooper
CAB,67,8,95,11-Nov-40,Memorandum,WP (G) (40) 295,Supply of Machine Tools.,Ernest Bevin
CAB,67,8,96,13-Nov-40,Memorandum,WP (G) (40) 296,The Manpower required in the Engineering Industry to Support the present Service Programmes.,Arthur Greenwood
CAB,67,8,97,13-Nov-40,Memorandum,WP (G) (40) 297,India and the War. Draft Statement by Governor-General.,L S Amery
CAB,67,8,98,14-Nov-40,Memorandum,WP (G) (40) 298,Skilled Wireless Personnel.,Ernest Bevin
CAB,67,8,99,14-Nov-40,Memorandum,WP (G) (40) 299,Supply of Machine Tools.,Arthur Greenwood
CAB,67,8,100,15-Nov-40,Memorandum,WP (G) (40) 300,The King's Speeches on the forthcoming Prorogation and Opening of Parliament.,Clement R Attlee
CAB,67,8,101,15-Nov-40,Memorandum,WP (G) (40) 301,Christmas Break for Workers on War Production.,Ernest Bevin
CAB,67,8,102,16-Nov-40,Memorandum,WP (G) (40) 302,Home Food Production.,"Robert S Hudson, Ernest Brown, Herbert Morrison"
CAB,67,8,103,16-Nov-40,Memorandum,WP (G) (40) 303,"Home Food Production. Minutes of a Meeting of the Food Policy Committee, held on the 13th November, 1940.",E E Bridges
CAB,67,8,104,20-Nov-40,Memorandum,WP (G) (40) 304,Trade Relations with Eire.,Cranborne
CAB,67,8,105,19-Nov-40,Memorandum,WP (G) (40) 305,"The King's Speech on the Prorogation of Parliament. November, 20th, 1940.",E E Bridges
CAB,67,8,106,19-Nov-40,Memorandum,WP (G) (40) 306,"The King's Speech on the Opening of Parliament. November, 21st, 1940.",E E Bridges
CAB,67,8,107,18-Nov-40,Memorandum,WP (G) (40) 307,Skilled Wireless Personnel.,Beaverbrook
CAB,67,8,108,19-Nov-40,Memorandum,WP (G) (40) 308,Members of the British Union detained under Defence Regulation 18B. Review of their cases by the Advisory Committee appointed in pursuance of that Regulation.,Herbert Morrison
CAB,67,8,109,20-Nov-40,Memorandum,WP (G) (40) 309,Internment of Aliens of Enemy Nationality.,Herbert Morrison
CAB,67,8,110,25-Nov-40,Memorandum,WP (G) (40) 310,Skilled Wireless Personnel.,Oliver Lyttelton
CAB,67,8,111,21-Nov-40,Memorandum,WP (G) (40) 311,Skilled Wireless Personnel.,Hankey
CAB,67,8,112,20-Nov-40,Memorandum,WP (G) (40) 312,Overseas Air Communications.,Kingsley Wood
CAB,67,8,113,22-Nov-40,Memorandum,WP (G) (40) 313,The Man Power required in the Engineering Industry to support the present Service Programmes.,Arthur Greenwood
CAB,67,8,114,25-Nov-40,Memorandum,WP (G) (40) 314,Air Raid Damage. Censorship of Press Reports.,Duff Cooper
CAB,67,8,115,26-Nov-40,Memorandum,WP (G) (40) 315,Time Lost in Air Raids.,E E Bridges
CAB,67,8,116,14-Dec-40,Memorandum,WP (G) (40) 316,Supply of Machine Tools.,Arthur Greenwood
CAB,67,8,117,29-Nov-40,Memorandum,WP (G) (40) 317,Air Raid Damage: Mobile Labour Reserves.,John Anderson
CAB,67,8,118,11-Dec-40,Memorandum,WP (G) (40) 318,Supply from North America.,Beaverbrook
CAB,67,8,119,18-Dec-40,Memorandum,WP (G) (40) 319,Reconstruction of Town and Country.,Robert S Hudson
CAB,67,8,120,3-Dec-40,Memorandum,WP (G) (40) 320,Time Lost in Air Raids.,E E Bridges
CAB,67,8,121,7-Dec-40,Memorandum,WP (G) (40) 321,Reconstruction of Town and Country.,J C W Reith
CAB,67,8,122,9-Dec-40,Memorandum,WP (G) (40) 322,Time Lost in Air Raids.,E E Bridges
CAB,67,8,123,17-Dec-40,Memorandum,WP (G) (40) 323,Committee on Reconstruction of Town and Country.,E E Bridges
CAB,67,8,124,20-Dec-40,Memorandum,WP (G) (40) 324,"Recruitment for Fire, Police and Civil Defence Services.",Herbert Morrison
CAB,67,8,125,18-Dec-40,Memorandum,WP (G) (40) 325,Time Lost in Air Raids.,E E Bridges
CAB,67,8,126,20-Dec-40,Memorandum,WP (G) (40) 326,The Control of Factory and Storage Space.,John Anderson
CAB,67,8,127,15-Dec-40,Memorandum,WP (G) (40) 327,Skilled Radio Personnel. Progress Report by the Chancellor of the Duchy of Lancaster.,Hankey
CAB,67,8,128,23-Dec-40,Memorandum,WP (G) (40) 328,Transport of Coal.,John Anderson
CAB,67,8,129,20-Dec-40,Memorandum,WP (G) (40) 329,"Recruitment for Fire, Police and Civil Defence Services.",Anthony Eden
CAB,67,8,130,21-Dec-40,Memorandum,WP (G) (40) 330,Improved Street Lighting.,Herbert Morrison
CAB,67,8,131,21-Dec-40,Memorandum,WP (G) (40) 331,The Royal Message of Condolence for Civilians.,Herbert Morrison
CAB,67,8,132,21-Dec-40,Memorandum,WP (G) (40) 332,"Recruitment for Fire, Police and Civil Defence Services.",Ernest Bevin
CAB,67,8,133,21-Dec-40,Memorandum,WP (G) (40) 333,Transfer of Responsibility for the Production of Motor Cars and Transport for the Air Ministry to the Ministry of Supply.,Beaverbrook
CAB,67,8,134,22-Dec-40,Memorandum,WP (G) (40) 334,Time Lost in Air Raids.,E E Bridges
CAB,67,8,135,23-Dec-40,Memorandum,WP (G) (40) 335,"Recruitment for Fire, Police and Civil Defence Services.",John Anderson
CAB,67,8,136,27-Dec-40,Memorandum,WP (G) (40) 336,Man-Power for the Armed Forces.,Ernest Bevin
CAB,67,8,137,27-Dec-40,Memorandum,WP (G) (40) 337,The Indian Political Situation.,L S Amery
CAB,67,8,138,30-Dec-40,Memorandum,WP (G) (40) 338,"Organisation of Civil Committees, and the Study of Post-War Problems.",Winston S Churchill
CAB,67,8,139,31-Dec-40,Memorandum,WP (G) (40) 339,Meat Supplies and the Meat Ration.,Woolton
CAB,67,9,1,7-Jan-41,Memorandum,WP (G) (41) 1,War Aims. Draft Statement prepared by Lord Halifax.,E E Bridges
CAB,67,9,2,31-Dec-40,Memorandum,WP (G) (41) 2,Royal Air Force Benevolent Fund.,Beaverbrook
CAB,67,9,3,3-Jan-41,Memorandum,WP (G) (41) 3,Fire Prevention Executive.,E E Bridges
CAB,67,9,4,10-Jan-41,Memorandum,WP (G) (41) 4,Enemy Ships sheltering in Neutral Ports.,Ronald H Cross
CAB,67,9,5,10-Jan-41,Memorandum,WP (G) (41) 5,Replacement of Losses of Merchant Ships.,Ronald H Cross
CAB,67,9,6,13-Jan-41,Memorandum,WP (G) (41) 6,Italian Prisoners of War for Land Reclamation Work.,Robert S Hudson
CAB,67,9,7,15-Jan-41,Memorandum,WP (G) (41) 7,Air Raid Shelter Policy.,Herbert Morrison
CAB,67,9,8,18-Jan-41,Memorandum,WP (G) (41) 8,Labour Policy.,Ernest Bevin
CAB,67,9,9,7-Feb-41,Memorandum,WP (G) (41) 9,Members of Parliament and Offices under the Crown.,John Anderson
CAB,67,9,10,23-Jan-41,Memorandum,WP (G) (41) 10,Dartmouth Scholarships.,A V Alexander
CAB,67,9,11,23-Jan-41,Memorandum,WP (G) (41) 11,Royal Air Force Benevolent Fund.,Beaverbrook
CAB,67,9,12,27-Jan-41,Memorandum,WP (G) (41) 12,Central Statistical Office and Economic Staff.,E E Bridges
CAB,67,9,13,6-Feb-41,Memorandum,WP (G) (41) 13,Reconstruction of Town and Country.,John Anderson
CAB,67,9,14,28-Jan-41,Memorandum,WP (G) (41) 14,Milk Distribution.,Clement R Attlee
CAB,67,9,15,29-Jan-41,Memorandum,WP (G) (41) 15,Ministerial Broadcasts.,E E Bridges
CAB,67,9,16,4-Feb-41,Memorandum,WP (G) (41) 16,Entertainments on Sundays.,Ernest Bevin
CAB,67,9,17,4-Feb-41,Memorandum,WP (G) (41) 17,Lord President's Committee - Functions in the Economic Field.,E E Bridges
CAB,67,9,18,6-Feb-41,Memorandum,WP (G) (41) 18,Sunday Opening of Cinemas and Theatres.,Ernest Brown
CAB,67,9,19,6-Feb-41,Memorandum,WP (G) (41) 19,Sunday Opening of Cinemas and Theatres.,Herbert Morrison
CAB,67,9,20,11-Feb-41,Memorandum,WP (G) (41) 20,Administration of Occupied Enemy Territories in Africa.,David Margesson
CAB,67,9,21,19-Feb-41,Memorandum,WP (G) (41) 21,Administration of Occupied Enemy Territories in Africa.,Clement R Attlee
CAB,67,9,22,12-Feb-41,Memorandum,WP (G) (41) 22,Supply of Men for the Defence Services.,Ernest Bevin
CAB,67,9,23,12-Feb-41,Memorandum,WP (G) (41) 23,House of Commons Disqualification (Temporary Provisions) Bill.,E E Bridges
CAB,67,9,24,21-Feb-41,Memorandum,WP (G) (41) 24,Committee on Reconstruction Problems.,E E Bridges
CAB,67,9,25,25-Feb-41,Memorandum,WP (G) (41) 25,Extension of Summer Time.,Herbert Morrison
CAB,67,9,26,26-Feb-41,Memorandum,WP (G) (41) 26,Spitfire donations and Service Benevolent Funds.,Beaverbrook
CAB,67,9,27,28-Feb-41,Memorandum,WP (G) (41) 27,Concentration of Production in the Consumer-Goods Industries.,John Anderson
CAB,67,9,28,21-Feb-41,Memorandum,WP (G) (41) 28,Allied Seamen. Proposed Legislation to enable the best use to be made of Allied Ships and Allied Seamen in the Allied War Effort.,"A Eden, E Bevin, H Morrison, R Cross"
CAB,67,9,29,1-Mar-41,Memorandum,WP (G) (41) 29,Ministerial Broadcasts.,Duff Cooper
CAB,67,9,30,6-Mar-41,Memorandum,WP (G) (41) 30,Constitutional Changes in Jamaica.,Moyne
CAB,67,9,31,6-Mar-41,Memorandum,WP (G) (41) 31,Proposed Extension of Rationing.,E E Bridges
CAB,67,9,32,8-Mar-41,Memorandum,WP (G) (41) 32,Replacement of British and Allied Tonnage.,Ronald H Cross
CAB,67,9,33,11-Mar-41,Memorandum,WP (G) (41) 33,Civil Precautions against Invasion. Guidance to the Public.,John Anderson
CAB,67,9,34,14-Mar-41,Memorandum,WP (G) (41) 34,Committees.,Winston S Churchill
CAB,67,9,35,26-Mar-41,Memorandum,WP (G) (41) 35,Civil Service Leave.,E E Bridges
CAB,67,9,36,2-Apr-41,Memorandum,WP (G) (41) 36,Repatriation of Baltic Seamen.,R H Cross and R A Butler
CAB,67,9,37,4-Apr-41,Memorandum,WP (G) (41) 37,Supplies from North America.,E E Bridges
CAB,67,9,38,11-Apr-41,Memorandum,WP (G) (41) 38,Political Candidature of Civil Servants.,Clement R Attlee
CAB,67,9,39,11-Apr-41,Memorandum,WP (G) (41) 39,Proposed Establishment of Overseas Civilian Technical Corps of Volunteers from the U.S.A.,Archibald H M Sinclair
CAB,67,9,40,21-Apr-41,Memorandum,WP (G) (41) 40,Invasion: Instructions to the Public.,John Anderson
CAB,67,9,41,22-Apr-41,Memorandum,WP (G) (41) 41,Use of Military Personnel for Non-Military Purposes.,David Margesson
CAB,67,9,42,23-Apr-41,Memorandum,WP (G) (41) 42,Italian Civilians in Ethiopia.,David Margesson
CAB,67,9,43,27-May-41,Memorandum,WP (G) (41) 43,Security.,Winston S Churchill
CAB,67,9,44,5-May-41,Memorandum,WP (G) (41) 44,"Air Raids on London, September-November 1940.",Herbert Morrison
CAB,67,9,45,2-May-41,Memorandum,WP (G) (41) 45,Report by United Kingdom High Commissioner in Canada.,Cranborne
CAB,67,9,46,6-May-41,Memorandum,WP (G) (41) 46,"Provision of men for the Army (General Service). Smoke Screen Units and Civil Defence Duties April to September, 1941.",Ernest Bevin
CAB,67,9,47,8-May-41,Memorandum,WP (G) (41) 47,Skilled Radio Personnel.,Hankey
CAB,67,9,48,9-May-41,Memorandum,WP (G) (41) 48,Report by United Kingdom High Commissioner in Canada.,Cranborne
CAB,67,9,49,14-May-41,Memorandum,WP (G) (41) 49,Administration of Ethiopia.,David Margesson
CAB,67,9,50,19-May-41,Memorandum,WP (G) (41) 50,Whit Holidays in 1941.,Ernest Bevin
CAB,67,9,51,21-May-41,Memorandum,WP (G) (41) 51,Meat Supply.,Ernest Bevin
CAB,67,9,52,24-May-41,Memorandum,WP (G) (41) 52,Reform of the Diplomatic Service.,Anthony Eden
CAB,67,9,53,31-May-41,Memorandum,WP (G) (41) 53,India and the War.,L S Amery
CAB,67,9,54,31-May-41,Memorandum,WP (G) (41) 54,Reform of the Diplomatic Service.,Kingsley Wood
CAB,67,9,55,2-Jun-41,Memorandum,WP (G) (41) 55,Home Defence Committee. Composition and Terms of Reference.,E E Bridges
CAB,67,9,56,3-Jun-41,Memorandum,WP (G) (41) 56,In and Out Movement of Population from Target Areas.,"Herbert Morrison, Ernest Brown, Thomas Johnston"
CAB,67,9,57,4-Jun-41,Memorandum,WP (G) (41) 57,Sinking of the Bismarck. B.B.C. Broadcast.,Duff Cooper
CAB,67,9,58,5-Jun-41,Memorandum,WP (G) (41) 58,Repatriation of Baltic Seamen to the U.S.S.R.,Anthony Eden
CAB,67,9,59,7-Jun-41,Memorandum,WP (G) (41) 59,India and the War.,L S Amery
CAB,67,9,60,21-Jun-41,Memorandum,WP (G) (41) 60,Purchase of Enemy Ships Immobilised in Neutral Ports.,Leathers
CAB,67,9,61,24-Jun-41,Memorandum,WP (G) (41) 61,Sir Ronald Campbell's Final Despatch.,Anthony Eden
CAB,67,9,62,27-Jun-41,Memorandum,WP (G) (41) 62,Horse Racing in War Time.,Herbert Morrison
CAB,67,9,63,2-Jul-41,Memorandum,WP (G) (41) 63,Provision of Man Power for the Army.,Ernest Bevin
CAB,67,9,64,9-Jul-41,Memorandum,WP (G) (41) 64,Arrangements for control of Labour admitted into the United Kingdom from Eire.,Herbert Morrison
CAB,67,9,65,10-Jul-41,Memorandum,WP (G) (41) 65,Letters from M. Reynaud to Marshal Petain.,Anthony Eden
CAB,67,9,66,11-Jul-41,Memorandum,WP (G) (41) 66,Communications with the Minister of State in the Middle East.,E E Bridges
CAB,67,9,67,15-Jul-41,Memorandum,WP (G) (41) 67,Proposal to Postpone Elections to Indian Provincial Legislatures and Burma House of Representatives: Amendment of India and Burma Acts.,L S Amery
CAB,67,9,68,16-Jul-41,Memorandum,WP (G) (41) 68,Requirements of Man-Power for Aerodrome Defence and Recruitment for Women's Services.,John Anderson
CAB,67,9,69,16-Jul-41,Memorandum,WP (G) (41) 69,India and the War.,L S Amery
CAB,67,9,70,17-Jul-41,Memorandum,WP (G) (41) 70,Invitation to Representatives of British Industry to visit the U.S.A.,Clement R Attlee
CAB,67,9,71,24-Jul-41,Memorandum,WP (G) (41) 71,Improved Street Lighting.,Herbert Morrison
CAB,67,9,72,4-Aug-41,Memorandum,WP (G) (41) 72,The Chancellor of the Duchy of Lancaster. Arrangements for Communication.,E E Bridges
CAB,67,9,73,4-Aug-41,Memorandum,WP (G) (41) 73,Bunkering Facilities for Japanese Ships.,A V Alexander and Leathers
CAB,67,9,74,5-Aug-41,Memorandum,WP (G) (41) 74,Civil Service Leave.,Kingsley Wood
CAB,67,9,75,8-Aug-41,Memorandum,WP (G) (41) 75,Transfer of German Prisoners of War to Canada.,David Margesson
CAB,67,9,76,1-Aug-41,Memorandum,WP (G) (41) 76,The Black Out: Ministry of Supply Vehicles and Factories.,Beaverbrook
CAB,67,9,77,15-Aug-41,Memorandum,WP (G) (41) 77,Civil Defence preparations for next Winter.,Herbert Morrison
CAB,67,9,78,25-Aug-41,Memorandum,WP (G) (41) 78,The Black-Out: Ministry of Supply Vehicles and Factories.,Herbert Morrison and Archibald H M Sinclair
CAB,67,9,79,23-Aug-41,Memorandum,WP (G) (41) 79,Transfer of Labour from Aerodrome Construction.,Archibald H M Sinclair
CAB,67,9,80,23-Aug-41,Memorandum,WP (G) (41) 80,Letter from the Prime Minister of New Zealand to the Prime Minister.,E E Bridges
CAB,67,9,81,25-Aug-41,Memorandum,WP (G) (41) 81,"International Labour Conference, New York.",A Eden and E Bevin
CAB,67,9,82,27-Aug-41,Memorandum,WP (G) (41) 82,Ceylon Constitution.,Moyne
CAB,67,9,83,27-Aug-41,Memorandum,WP (G) (41) 83,Conferment of British Nationality (War Powers) Bill.,Herbert Morrison and Anthony Eden
CAB,67,9,84,27-Aug-41,Memorandum,WP (G) (41) 84,Bill to Extend the Duration of the Present Parliament.,Herbert Morrison
CAB,67,9,85,29-Aug-41,Memorandum,WP (G) (41) 85,Interpretation of Point III of Atlantic Declaration in respect of the British Empire.,L S Amery
CAB,67,9,86,28-Aug-41,Memorandum,WP (G) (41) 86,Control of Building Labour.,John Anderson
CAB,67,9,87,30-Aug-41,Memorandum,WP (G) (41) 87,Fire Prevention Executive.,John Anderson
CAB,67,9,88,1-Sep-41,Memorandum,WP (G) (41) 88,Refusal of Firms Engaged on Government Work to Negotiate with Trade Unions.,John Anderson
CAB,67,9,89,2-Sep-41,Memorandum,WP (G) (41) 89,Interpretation of Point III of Atlantic Declaration in respect of the British Empire.,Moyne
CAB,67,9,90,2-Sep-41,Memorandum,WP (G) (41) 90,Recording of Journeys by Motorists holding Supplementary Petrol Rations.,John Anderson
CAB,67,9,91,3-Sep-41,Memorandum,WP (G) (41) 91,Interdepartmental Committee on Black-out Restrictions.,Harcourt Johnstone
CAB,67,9,92,4-Sep-41,Memorandum,WP (G) (41) 92,French North Africa.,Anthony Eden
CAB,67,9,93,11-Sep-41,Memorandum,WP (G) (41) 93,Letter from the Prime Minister of Canada to the Prime Minister.,E E Bridges
CAB,67,9,94,11-Sep-41,Memorandum,WP (G) (41) 94,Swedish Opinion on the War.,Cranborne
CAB,67,9,95,14-Sep-41,Memorandum,WP (G) (41) 95,Copy of Letter from Dr. Weizmann to the Prime Minister.,E E Bridges
CAB,67,9,96,16-Sep-41,Memorandum,WP (G) (41) 96,Man-Power in the Coal Mining Industry.,John Anderson
CAB,67,9,97,17-Sep-41,Memorandum,WP (G) (41) 97,Priority Machinery.,Ernest Bevin
CAB,67,9,98,23-Sep-41,Memorandum,WP (G) (41) 98,Allied Military Conscription.,Anthony Eden
CAB,67,9,99,24-Sep-41,Memorandum,WP (G) (41) 99,Draft International Wheat Agreement.,E E Bridges
CAB,67,9,100,24-Sep-41,Memorandum,WP (G) (41) 100,Draft International Wheat Agreement. Letter from the United States Ambassador to the Secretary of State for Foreign Affairs.,John G Winant
CAB,67,9,101,1-Oct-41,Memorandum,WP (G) (41) 101,Committee on Economic Aspects of Reconstruction Problems.,E E Bridges
CAB,67,9,102,25-Sep-41,Memorandum,WP (G) (41) 102,Report on Visit to Natal.,Cranborne
CAB,67,9,103,29-Sep-41,Memorandum,WP (G) (41) 103,Press Allegations as to Production Muddles.,John Anderson
CAB,67,9,104,30-Sep-41,Memorandum,WP (G) (41) 104,Jewish Policy.,Moyne
CAB,67,9,105,9-Oct-41,Memorandum,WP (G) (41) 105,Recruitment of Jewish Units for General Service in the British Army.,Moyne
CAB,67,9,106,3-Oct-41,Memorandum,WP (G) (41) 106,"Prolongation of Parliament Bill, 1941.",Herbert Morrison
CAB,67,9,107,3-Oct-41,Memorandum,WP (G) (41) 107,Draft International Wheat Agreement.,John Anderson
CAB,67,9,108,6-Oct-41,Memorandum,WP (G) (41) 108,Appointment of Committee to Co-ordinate Man Power Demands on the Overseas Empire.,E E Bridges
CAB,67,9,109,7-Oct-41,Memorandum,WP (G) (41) 109,Report on Visit to Natal.,Winston S Churchill
CAB,67,9,110,13-Oct-41,Memorandum,WP (G) (41) 110,Report on Visit to Natal.,Cranborne
CAB,67,9,111,15-Oct-41,Memorandum,WP (G) (41) 111,Supplies to Russia and the Persian Gulf Area.,Winston S Churchill
CAB,67,9,112,15-Oct-41,Memorandum,WP (G) (41) 112,Application to Members of Parliament of the Regulations Controlling Traffic to Ireland.,Herbert Morrison
CAB,67,9,113,19-Oct-41,Memorandum,WP (G) (41) 113,Recruitment of Jewish Units for General Service in the British Army.,Moyne
CAB,67,9,114,18-Oct-41,Memorandum,WP (G) (41) 114,France. Fulfilment of Pre-War Undertakings by Great Britain.,Anthony Eden
CAB,67,9,115,20-Oct-41,Memorandum,WP (G) (41) 115,Ministry of Supply Labour Needs.,Beaverbrook
CAB,67,9,116,23-Oct-41,Memorandum,WP (G) (41) 116,Invasion Preparations by Civil Departments.,Herbert Morrison
CAB,67,9,117,25-Oct-41,Memorandum,WP (G) (41) 117,Recruitment of Jewish Units for General Service in the British Army.,Moyne
CAB,67,9,118,27-Oct-41,Memorandum,WP (G) (41) 118,Shortage of Female Labour for Munition Factories.,Beaverbrook
CAB,67,9,119,27-Oct-41,Memorandum,WP (G) (41) 119,Ministry of Aircraft Production Labour Needs.,J T C Moore-Brabazon
CAB,67,9,120,27-Oct-41,Memorandum,WP (G) (41) 120,Shell Mex House.,Beaverbrook
CAB,67,9,121,27-Oct-41,Memorandum,WP (G) (41) 121,Uniforms for Royal Ordnance Factories Women Workers.,Beaverbrook
CAB,67,9,122,28-Oct-41,Memorandum,WP (G) (41) 122,Burma: Constitutional Future.,L S Amery
CAB,67,9,123,28-Oct-41,Memorandum,WP (G) (41) 123,Labour for Machine Tool Manufacture.,Beaverbrook
CAB,67,9,124,29-Oct-41,Memorandum,WP (G) (41) 124,Appreciation of the Position in South Africa.,Cranborne
CAB,67,9,125,30-Oct-41,Memorandum,WP (G) (41) 125,Air Service to the Middle East.,Moyne
CAB,67,9,126,4-Nov-41,Memorandum,WP (G) (41) 126,The King's Speeches on the Forthcoming Prorogation and Opening of Parliament.,John Anderson
CAB,67,9,127,7-Nov-41,Memorandum,WP (G) (41) 127,The King's Speeches on the Forthcoming Prorogation and Opening of Parliament.,E E Bridges
CAB,67,9,128,8-Nov-41,Memorandum,WP (G) (41) 128,Technical Colleges and the War Effort.,R A Butler
CAB,67,9,129,12-Nov-41,Memorandum,WP (G) (41) 129,Meeting Arrangements.,E E Bridges
CAB,67,9,130,19-Nov-41,Memorandum,WP (G) (41) 130,Offices or Places of Profit under the Crown. Summary of Recommendations in the Report from the Select Committee.,Secretary
CAB,67,9,131,21-Nov-41,Memorandum,WP (G) (41) 131,Manpower. Employment of Women by Government Departments.,John Anderson
CAB,67,9,132,19-Nov-41,Memorandum,WP (G) (41) 132,"House of Commons Disqualification (Temporary Provisions) Act, 1941.",E E Bridges
CAB,67,9,133,20-Nov-41,Memorandum,WP (G) (41) 133,Evacuation of Government Departments.,Herbert Morrison
CAB,67,9,134,21-Nov-41,Memorandum,WP (G) (41) 134,"The Man-Power Position in Civil Defence: The National Fire Service and other Civil Defence Services, the Police and the Ministry of Health Miscellaneous Services.",Herbert Morrison
CAB,67,9,135,21-Nov-41,Memorandum,WP (G) (41) 135,Replacement of Allied Tonnage.,Leathers
CAB,67,9,136,24-Nov-41,Memorandum,WP (G) (41) 136,Women Labour in Filling Factories.,Beaverbrook and Ernest Bevin
CAB,67,9,137,25-Nov-41,Memorandum,WP (G) (41) 137,Man Power. Scheme of Training for Boys.,John Anderson
CAB,67,9,138,26-Nov-41,Memorandum,WP (G) (41) 138,Visits by Members of Parliament to Ireland.,Herbert Morrison
CAB,67,9,139,26-Nov-41,Memorandum,WP (G) (41) 139,Publication of Documents Illustrating the course of Anglo-German Relations between Locarno and March 1939.,Anthony Eden
CAB,67,9,140,26-Nov-41,Memorandum,WP (G) (41) 140,The Official Histories of the Present War.,R A Butler
CAB,67,9,141,27-Nov-41,Memorandum,WP (G) (41) 141,Building Programmes.,Winston S Churchill
CAB,67,9,142,27-Nov-41,Memorandum,WP (G) (41) 142,The National Service (No. 2) Bill.,E E Bridges
CAB,67,9,143,27-Nov-41,Memorandum,WP (G) (41) 143,National Service (No. 2) Bill.,Herbert Morrison
CAB,67,9,144,27-Nov-41,Memorandum,WP (G) (41) 144,Man-Power. Proposed White Paper on the National Service (No. 2) Bill.,E E Bridges
CAB,67,9,145,10-Dec-41,Memorandum,WP (G) (41) 145,Powers of the House of Commons in the Event of Mr. Speaker's Death.,Clement R Attlee
CAB,67,9,146,3-Dec-41,Memorandum,WP (G) (41) 146,Proposed Call-up of Agricultural Workers.,Beaverbrook
CAB,67,9,147,5-Dec-41,Memorandum,WP (G) (41) 147,Call-up of Agricultural Workers.,John Anderson
CAB,67,9,148,4-Dec-41,Memorandum,WP (G) (41) 148,Oil Pipeline from Avonmouth to the London Area.,Geoffrey Lloyd
CAB,67,9,149,9-Dec-41,Memorandum,WP (G) (41) 149,Wages.,John Anderson
CAB,67,9,150,15-Dec-41,Memorandum,WP (G) (41) 150,Home Guard.,David Margesson
CAB,67,9,151,16-Dec-41,Memorandum,WP (G) (41) 151,Measures for Regulating Resignations from the Home Guard: Reactions on Part-Time Civil Defence Personnel.,Herbert Morrison
CAB,67,9,152,12-Dec-41,Memorandum,WP (G) (41) 152,The Functions of the Chancellor of the Duchy of Lancaster as Resident Minister of Cabinet rank at Singapore for Far Eastern Affairs.,Winston S Churchill
CAB,67,9,153,12-Dec-41,Memorandum,WP (G) (41) 153,Supplies to Russia and the Persian Gulf.,Winston S Churchill
CAB,67,9,154,12-Dec-41,Memorandum,WP (G) (41) 154,The Import Executive. Amendment of Terms of Reference.,E E Bridges
CAB,67,9,155,13-Dec-41,Memorandum,WP (G) (41) 155,The Chancellor of the Duchy of Lancaster. Arrangements for Communication.,E E Bridges
CAB,67,9,156,16-Dec-41,Memorandum,WP (G) (41) 156,Home Guard.,Clement R Attlee
CAB,67,9,157,20-Dec-41,Memorandum,WP (G) (41) 157,Management of New Filling Factories.,Ministry of Supply
CAB,67,9,158,19-Dec-41,Memorandum,WP (G) (41) 158,Discussions in Dublin.,Cranborne
CAB,67,9,159,23-Dec-41,Memorandum,WP (G) (41) 159,Declaration of War with Bulgaria.,John Anderson
CAB,67,9,160,31-Dec-41,Memorandum,WP (G) (41) 160,"Rehabilitation, Training and Employment of Disabled Persons.",Ernest Bevin
