collection,series,piece,item,Covering_date,Type,Former Reference,Attendees,Agenda
CAB,23,31,16,10-Oct-22,Conclusion,CC 63 (22) ,D Lloyd George . A Chamberlain . Birkenhead . E Shortt . W Churchill . L Worthington-Evans . S Baldwin . H Fisher . T Macnamara . Balfour . R Horne . Curzon . Peel . Lee . A Mond . A Griffith-Boscawen . H Greenwood . Crawford &amp; Balcarres . E Grigg.,1. The Situation in the Near East - The Mudania Conference; 2. The Proposed Peace Conference
CAB,23,31,17,13-Oct-22,Conclusion,CC 63A (22) ,D Lloyd George . Balfour . Birkenhead . Curzon . Peel . Lee . R Horne . W Churchill . L Worthington-Evans . S Baldwin . F Guest.,1. Strength of Troops in the Near East; 2. Freedom of the Straits; 3. Supply of Munitions of War to Poland; 4. Supply of War Material to Roumania; 5. Relief of Refugees in the Near East; 6. Armistice Day; 7. The Situation in the Near East - The Prime Minister's Speech
CAB,23,32,1,1-Nov-22,Conclusion,CC 64 (22) ,A Bonar Law . Salisbury . S Baldwin . Devonshire . L Amery . A Griffith-Boscawen . Cave . Curzon . Peel . P Lloyd-Greame . R Sanders . Novar.,1. Cabinet Committees on Unemployment and Home Affairs; 2. Instructions for the Secretary of the Cabinet and Secretaries of Cabinet Committees; 3. Foreign Affairs - The Turkish Peace Conference; 4. Claims by Women's Associations - Proposed Extension of Female Suffrage; 5. Ireland - Cabinet Committee; 6. The Canadian Cattle Embargo
CAB,23,32,2,7-Nov-22,Conclusion,CC 65 (22) ,A Bonar Law . Salisbury . Curzon . P Lloyd-Greame . Cave . Devonshire . M Barlow . E Crowe . R Keyes . S Hoare . Cavan . H Trenchard.,1. The Situation at Constantinople
CAB,23,32,3,10-Nov-22,Conclusion,CC 66 (22) ,A Bonar Law . Salisbury . S Baldwin . Devonshire . L Amery . A Griffith-Boscawen . M Barlow . Cave . Curzon . Derby . P Lloyd-Greame . R Sanders . Novar . S Hoare . Cavan . Beatty . H Trenchard.,1. The Situation at Constantinople; 2. The Turkish Peace Conference
CAB,23,32,4,16-Nov-22,Conclusion,CC 67 (22) ,A Bonar Law . Salisbury . W Bridgeman . Devonshire . Derby . P Lloyd-Greame . R Sanders . Cave . Curzon . Peel . L Amery . E Wood . M Barlow . Novar . S Hoare.,1. The Turkish Peace Conference; 2. Iraq - Mosul; 3. The Situation at Constantinople; 4. The Dominions and the Lausanne Conference; 5. Economic Sections of Turkish Peace Treaty - Communication to High Commissioners of Dominions; 6. Circulation of War Office Telegrams
CAB,23,32,5,29-Nov-22,Conclusion,CC 68 (22) ,A Bonar Law . Salisbury . S Baldwin . Devonshire . Peel . A Griffith-Boscawen . R Sanders . Cave . W Bridgeman . Derby . P Lloyd-Greame . E Wood . M Barlow . Novar . N Chamberlain . J Baird . W Ashley.,"1. Ireland - The Governor-General of the Irish Free State; 2. Ireland - Proposed Honours List; 3. Unemployment - Trade Facilities Act - Export Credits - Land Drainage and Improvement - Lea Conservancy Drainage - Afforestation - Lord St. David's Unemployment Grants Committee - Housing - Office of Works - Post Office Cables - Juvenile Unemployment Centres - Arterial Roads - The Manchester-Liverpool Road - Trade Commissioners - Cabinet Committee on Unemployment to continue - Loans to Poor Law and other Local Authorities - Gravity of Financial Outlook; 4. Trade Facilities and Loans Guarantee Bill - Austrian Loan - Soudan Loan; 5. Unemployment Benefit; 6. Increase of Rent and Mortgage Interest (Restrictions) Act, 1920; 7. Agriculture; 8. Canadian Cattle Embargo; 9. Secrecy of Cabinet Proceedings; 10. The Imperial Economic Conference; 11. Distribution of Foreign Office Telegrams; 12. Relative Rank of Officers in the Navy, Army and Air Force"
CAB,23,32,6,7-Dec-22,Conclusion,CC 69 (22) ,A Bonar Law . Salisbury . S Baldwin . Devonshire . Peel . P Lloyd-Greame . R Sanders . Cave . W Bridgeman . Derby . L Amery . A Griffith-Boscawen . M Barlow . Novar . R McNeill . E Crowe . J Bradbury.,1. Iraq - Mosul; 2. German Reparations - The Forthcoming Conversations; 3. Construction of the two Capital Ships under the Washington Treaty; 4. The Situation in Constantinople; 5. Ireland - Governor-General of the Irish Free State
CAB,23,32,7,11-Dec-22,Conclusion,CC 70 (22) ,A Bonar Law . Salisbury . S Baldwin . Devonshire . Peel . P Lloyd Greame . E Wood . M Barlow . Cave . W Bridgeman . Derby . L Amery . A Griffith-Boscawen . R Sanders . Novar . R McNeill . E Crowe.,1. Reparations; 2. Northern Ireland: Department for Communication with; 3. Construction of two Capital Ships under the Washington Treaty; 4. The Canadian Cattle Embargo - Its Application to Ireland
CAB,23,32,8,19-Dec-22,Conclusion,CC 71 (22) ,A Bonar Law . Cave . W Bridgeman . Derby . L Amery . A Griffith-Boscawen . R Sanders . S Baldwin . Devonshire . Peel . P Lloyd-Greame . E Wood . M Barlow . Novar.,1. The Turkish Peace Conference; 2. National Expenditure; 3. Unemployment; 4. Transport Act - Amendment of - Progress Reports on Railway Development for Unemployment Committee; 5. Rating Reform; 6. Recruitment of the Indian Civil Service - Proposed Royal Commission; 7. Indian Civil Legislation; 8. Empire Cotton-Growing; 9. Ireland - The Connaught Rangers; 10. Cabinet Business
CAB,23,32,9,29-Dec-22,Conclusion,CC 72 (22) ,A Bonar Law . Salisbury . W Bridgeman . Derby . P Lloyd-Greame . E Wood . Cave . Devonshire . Peel . A Griffith-Boscawen . R Sanders . Novar . R McNeill . J Bradbury . E Crowe . J Anderson.,1. Reparations; 2. The Turkish Peace Conference; 3. The Situation at Constantinople; 4. Ireland - The Connaught Rangers; 5. The Report of the Honours Commission; 6. Cabinet Procedure
CAB,23,35,1,13-Nov-19,Conclusion,S 1 ,D Lloyd George . Bonar Law . Balfour.,Russia - Prime Minister's statement to the House of Commons
CAB,23,35,2,3-Dec-19,Conclusion,S 2 ,D Lloyd George . W Churchill . Loucheur . M Hankey . P Mantoux.,Policy in regard to Russia and the Turkish Peace - General relations between France and Great Britain
CAB,23,35,3,12-Dec-19,Conclusion,S 3 ,D Lloyd George . A Bonar Law . A Chamberlain . A Geddes . W Fisher . J Bradbury . Blackett.,1. Intervention in Russia; 2. Reparation; 3. Chairmanship of the Reparation Commission; 4. Coal
CAB,23,35,4,10-Dec-19,Conclusion,S 4 ,D Lloyd George . A Bonar Law . E Montagu . A Balfour . Curzon . W Churchill . H Fisher . P Kerr.,Notes on a discussion as to what line the Prime Minister should take with M. Clemenceau at their meeting the following day
CAB,23,35,5,11-Dec-19,Conclusion,S 5 ,D Lloyd George . A Chamberlain . E Montagu . Curzon . W Churchill . H Fisher . P Kerr.,Gist of an interview between the Prime Minister and M. Clemenceau communicated to the Conference by the Prime Minister
CAB,23,35,6,11-Jan-20,Conclusion,S 6 ,D Lloyd George . A Bonar Law . Curzon . Birkenhead . E Montagu.,Treaty of Peace with Turkey - Question of the expulsion of the Sultan and the Turkish government from Constantinople
CAB,23,35,7,11-Jan-20,Conclusion,S 7 ,D Lloyd George . Bonar Law . Birkenhead . E Geddes . R Horne . M Hankey . J Davidson.,1. Railway Situation; 2. The Employment of Judges to preside over Industrial Courts
CAB,23,35,8,13-Jan-20,Conclusion,S 8 ,D Lloyd George . A Bonar Law . Curzon . Birkenhead . E Montagu . M Hankey.,1. The Turkish Treaty; 2. The Economic Aspects of British Policy concerning Russia
CAB,23,35,9,15-Jan-20,Conclusion,S 9 ,D Lloyd George . A Bonar Law . Curzon . Birkenhead . E Montagu . M Hankey,1. Question of Constantinople; 2. Chatalja; 3. Smyrna; 4. Cilicia; 5. Administrative Control of Turkey; 6. Finance
CAB,23,35,10,16-Jan-20,Conclusion,S 10 ,D Lloyd George . A Bonar Law . Curzon . W Long . Beatty . Birkenhead . W Churchill . H Wilson . M Hankey . P Kerr.,1. Preparations for a Strike; 2. The Caucasus and the Caspian
CAB,23,35,11,18-Jan-20,Conclusion,S 11 ,D Lloyd George . A Bonar Law . Birkenhead . Curzon . W Churchill . W Long . E Montagu . R Horne . Beatty . H Wilson.,1. War rumours in British Press; 2. The Future of the Peace Conference; 3. M. Clemenceau's Proposed Visit to Egypt; 4. Russian Policy - The Caucasus; 5. Proposed Evacuation of Batum; 6. The Industrial Situation in Great Britain; 7. The Plebiscitary Battalions
CAB,23,35,12,18-Jan-20,Conclusion,S 11A ,D Lloyd George . M Nitti . M Trombetti . A Bonar Law . M Hankey . Birkenhead.,Discussion on the general European policy of the Allies
CAB,23,35,13,19-Jan-20,Conclusion,S 12 ,D Lloyd George . Birkenhead . Curzon . W Churchill . W Long . E Montagu . R Horne . Beatty . H Wilson.,1. The Prime Minister's visit to M. Deschanel; 2. Russian Policy - The Caucasus; 3. The Caspian
CAB,23,35,14,14-Feb-20,Conclusion,S 13 ,A Bonar Law . A Geddes . R Horne . E Geddes . W Bridgeman . A Duncan . P Nash . W Hynard.,Coal Situation
CAB,23,35,15,10-Apr-20,Conclusion,S 14 ,D Lloyd George . A Bonar Law . Milner . E Crowe . M Hankey.,Consideration of the reply to the French Note on the occupation of Frankfurt and other German towns
CAB,23,35,16,3-Jul-20,Conclusion,S 15 ,D Lloyd George . Foch . H Wilson . Millerand.,Note of a Conversation between the Prime Minister and Marshall Foch in regard to Poland
CAB,23,35,17,6-Jul-20,Conclusion,S 16 ,D Lloyd George . Curzon . M Patek . M Peter . Abraham . P Kerr.,Polish Policy against the Bolsheviks
CAB,23,35,18,11-Sep-20,Conclusion,S 17 ,D Lloyd George . Crown Prince of Roumania . Boerescu . M Hankey.,Roumania's position vis-à-vis Soviet Russia
CAB,23,35,19,24-Oct-20,Conclusion,S 18 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . Coal Controller . M Hankey . Smillie . F Hodges . Robson . H Smith.,The Coal Strike
CAB,23,35,20,24-Oct-20,Conclusion,S 19 ,D Lloyd George . A Bonar Law . R Horne . E Geddes . Bridgeman . Coal Controller . M Hankey . A Nimmo . E Williams.,The Coal Strike
CAB,23,35,21,25-Oct-20,Conclusion,S 20 ,D Lloyd George . A Bonar Law . R Horne . E Geddes . Bridgeman . A Duncan . M Hankey . T Jones . E Williams . A Nimmo.,Coal Strike
CAB,23,35,22,25-Oct-20,Conclusion,S 21 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . Coal Controller . M Hankey . Smillie . F Hodges . Robson . H Smith.,1. The Emergency Powers Bill; 2. The Coal Situation
CAB,23,35,23,25-Oct-20,Conclusion,S 22 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . Coal Controller . M Hankey . Smillie . F Hodges . Robson . H Smith.,The Coal Strike
CAB,23,35,24,26-Oct-20,Conclusion,S 22A ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . Coal Controller . D Shackleton . M Hankey . T Jones . Smillie . F Hodges . Robson . H Smith . Brace . Hartshorn . Winstone . Barker.,The Coal Strike
CAB,23,35,25,27-Oct-20,Conclusion,S 23 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . D Shackleton . Duncan . M Hankey . T Jones.,The Coal Strike
CAB,23,35,26,27-Oct-20,Conclusion,S 24 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . D Shackleton . Duncan . M Hankey . T Jones . Smillie.,The Coal Strike
CAB,23,35,27,28-Oct-20,Conclusion,S 25 ,D Lloyd George . A Bonar Law . R Horne . Bridgeman . D Shackleton . Duncan . M Hankey . T Jones . Smillie.,The Coal Strike - Decision of the Government
CAB,23,35,28,8-Dec-20,Conclusion,S 26 ,Balfour . Fisher . Ishii . Hayashi.,The Question of Mandates
CAB,23,35,29,18-Feb-21,Conclusion,S 27 ,D Lloyd George . Kalegeropoulos,Interview between the Prime Minister and M. Kalegeropoulos
CAB,23,35,30,28-Jan-21,Conclusion,S 28 ,D Lloyd George . Sforza . M Hankey.,Conversation between the Prime Minister and Count Sforza
CAB,23,35,31,19-Feb-21,Conclusion,S 29 ,M Hankey,Some Impressions of Italy
CAB,23,35,32,12-Mar-21,Conclusion,S 30 ,D Lloyd George . A Bonar Law . E Montagu . Aga Khan . M Chotani . M Ansari . S Hasan Imam . M Kidwai.,The Turkish Settlement
CAB,23,35,33,24-Mar-21,Conclusion,S 31 ,D Lloyd George . P Kerr . A Vaux . Hasan Imam . Chotani . Ansari . Kidwai . A Ghaffar.,Evacuation of Constantinople
CAB,23,35,34,26-Apr-21,Conclusion,S 32 ,Military Committee of Versailles,1. Territories to be occupied; 2. Forces required for the occupation; 3. The carrying out of the operation; 4. Time alloted; 5. Estimation of the cost of occupation and how it is to be paid
CAB,23,35,35,30-May-21,Conclusion,S 33 ,D Lloyd George . H Greenwood . J Craig . M Hankey,1. The Lord Chief Justiceship of Northern Ireland; 2. The Honours List; 3. The Northern Ireland Civil Service; 4. Railways in Ireland; 5. Proposed State Opening of the North of Ireland Parliament by the King; 6. State Visit to Belfast by the Viceroy; 7. Knighthood of St. Patrick
CAB,23,35,36,13-Jul-21,Conclusion,S 34 ,D Lloyd George . A Chamberlain . A Balfour . H Greenwood . J Smuts . Fitzalan . Carson . Cope . M Hankey . E Grigg.,1. Ireland - The Forthcoming Conversations with the Sinn Fein Leaders; 2. Ireland - The Fiscal Question; 3. Greece
CAB,23,35,37,7-Aug-21,Conclusion,S 35 ,D Lloyd George . Briand . Camerlynck.,Upper Silesia - Procedure - Reinforcements
CAB,23,35,38,8-Aug-21,Conclusion,S 36 ,D Lloyd George . M Hankey . Bonomi . Marchese della Torretta . G Brambilla.,"1. Upper Silesia; 2. Anglo-Italian Policy; 3. The Near East, Turkey and Greece"
CAB,23,35,39,4-Jan-22,Conclusion,S 37 ,D Lloyd George . Bonomi . T Jones . Buti.,Interview between the Prime Minister and Signor Bonomi discussing the suggestions put forward after the Conference with M. Briand
CAB,23,35,40,12-Jan-22,Conclusion,S 38 ,D Lloyd George . Curzon . Gounaris . Balthazzis . E Grigg . Vansittart.,Smyrna and the Eastern Frontier in Thrace
CAB,23,35,41,10-Feb-22,Conclusion,S 39 ,D Lloyd George . Curzon . Krassin.,The Genoa Conference
CAB,23,35,42,15-Feb-22,Conclusion,S 40 ,D Lloyd George . Curzon . Allenby . Clayton . Amos . M Hankey . E Grigg.,Egypt
CAB,23,36,1,15-Feb-22,Conclusion,S 41 ,D Lloyd George . Curzon . Allenby . Clayton . Amos . M Hankey . E Grigg.,Egypt
CAB,23,36,2,16-Feb-22,Conclusion,S 42 ,D Lloyd George . Benes . M Hankey.,The Genoa Conference
CAB,23,36,3,17-Feb-22,Conclusion,S 43 ,D Lloyd George . Benes . M Hankey.,The Genoa Conference
CAB,23,36,4,20-Feb-22,Conclusion,S 44 ,D Lloyd George . A Chamberlain . Curzon . E Allenby . M Hankey . E Grigg.,Egypt - Playing the National Anthem in Egypt - Official Calls on the Sultan - Public Holiday on the King's Birthday - Visits to the Races - Diplomatic Visits
CAB,23,36,5,22-Feb-22,Conclusion,S 45 ,D Lloyd George . Chamberlain . Curzon . M Hankey . E Grigg.,1. France; 2. Russian Famine
CAB,23,36,6,20-Feb-22,Conclusion,S 46 ,D Lloyd George . Benes . M Hankey.,The Genoa Conference
CAB,23,36,7,21-Feb-22,Conclusion,S 47 ,D Lloyd George . Chamberlain . Balfour . Beatty . M Hankey.,National Economy
CAB,23,36,8,27-Mar-22,Conclusion,S 48 ,D Lloyd George . M Hankey . E Grigg . Schanzer . Venosta . Giannini.,1. Turkey; 2. Genoa; 3. Arrangements for the Conference; 4. The Organisation of the Genoa Conference; 5. Substitute Delegates; 6. League of Nations; 7. Personnel of Committees; 8. Proposed Preliminary meeting of Convening Powers
CAB,23,36,9,30-Jun-22,Conclusion,S 48 A ,D Lloyd George . Balfour . R Vansittart . M Hankey . E Grigg.,The Conversations with M. Schanzer - The Dodecanese - The Corfu Channel - The Future of the Conversations
CAB,23,36,10,3-Jul-22,Conclusion,S 49 ,D Lloyd George . Balfour . R Vansittart . M Hankey . E Grigg.,Negotiations with Italy: Preamble - The Near East - Palestine Mandate and Article 6 of the Tripartite Agreement - British Support to Italian Claims in the Italian Zone - Oil in Northern Anatolia - The Coenaculum - Tangier - Jubaland - Cyrenaico-Egyptian Frontier - Abyssinia - The Senussi - The Dodecanese
CAB,23,36,11,5-Jul-22,Conclusion,S 50 ,D Lloyd George . Balfour . R Vansittart . M Hankey.,General Procedure in the Conversations with M. Schanzer: The Near East - The Dodecanese and Jubaland - Corfu Channel - The Preamble
CAB,23,36,12,5-Jul-22,Conclusion,S 51 ,Prince of Wales . D Lloyd George . Peel . Winterton . W Malcolm Hailey . M Hankey . E Grigg.,India: Proposed strengthening of the Viceroy's Council - Staff Assistance - Recruitment of the Indian Civil Service - The devopment of India - Disability Pensions for Indian Soldiers - The Position of the Indian Police - Financial Position in India - The British Position in India
CAB,23,36,13,5-Jul-22,Conclusion,S 52 ,D Lloyd George . Chancellor . Churchill . Bonar Law . Taft . Harvey . E Grigg.,The European Situation and the American attitude thereto
CAB,23,36,14,15-Jul-22,Conclusion,S 53 ,D Lloyd George . R Horne . J Bradbury . R Kindersley . B Blackett . O Niemeyer . M Hankey.,German Reparations
CAB,23,36,15,28-Jul-22,Conclusion,S 54 ,D Lloyd George . P Lloyd-Greame . M Hankey . Krassin.,Anglo-Russian Trade
CAB,23,36,16,7-Aug-22,Conclusion,S 55 ,D Lloyd George . A Chamberlain . L Worthington-Evans . B Blackett . R Horne . J Bradbury . F Leith Ross . E Grigg . M Hankey.,German Reparations
CAB,23,36,17,7-Aug-22,Conclusion,S 56 ,D Lloyd George . A Chamberlain . L Worthington-Evans . B Blackett . P Grigg . S Waley . R Horne . J Bradbury . F Leith Ross . R Vansittart . E Grigg . M Hankey.,German Reparations.
CAB,23,36,18,7-Aug-22,Conclusion,S 57 ,D Lloyd George . A Chamberlain . L Worthington-Evans . B Blackett . S Waley . R Horne . J Bradbury . F Leith Ross . P Grigg . M Hankey.,German Reparations
CAB,23,36,19,9-Aug-22,Conclusion,S 58 ,D Lloyd George . A Chamberlain . R Horne . L Worthington Evans . M Hankey . E Grigg.,German Reparations
CAB,23,36,20,9-Aug-22,Conclusion,S 59 ,D Lloyd George . L Worthington Evans . M Hankey.,The Situation at Constantinople
CAB,23,36,21,12-Aug-22,Conclusion,S 60 ,D Lloyd George . A Chamberlain . L Worthington-Evans . J Bradbury . R Horne . B Blackett . F Leith Ross . E Grigg . M Hankey.,German Reparations
CAB,23,36,22,12-Aug-22,Conclusion,S 61 ,D Lloyd George . Theunis . M Hankey.,French attitude towards the German situation
CAB,23,36,23,16-Sep-22,Conclusion,S 62 ,D Lloyd George . A Chamberlain . Roumanian Charge d'Affaires.,Roumanian Situation
CAB,23,36,24,18-Sep-22,Conclusion,S 63 ,A Chamberlain . Roumanian Charge d'Affaires.,Roumanian Situation
CAB,23,36,25,19-Sep-22,Conclusion,S 64 ,D Lloyd George . W Churchill . M Hankey . Roumanian Charge d'Affaires.,Reply of Roumanian Government to message from the Prime Minister
CAB,23,36,26,27-Sep-22,Conclusion,S 65 ,A Chamberlain . W Churchill . Lee . Curzon . L Worthington-Evans . M Hankey.,Questions arising from General Harrington's telegram
CAB,23,36,27,30-Sep-22,Conclusion,S 66 ,E Grigg . Vansittart . Venizelos.,Greek Situation
CAB,23,36,28,1-Oct-22,Conclusion,S 67 ,D Lloyd George . E Grigg . Diamandy.,Statement of Roumania's View
CAB,23,36,29,6-Oct-22,Conclusion,S 68 ,E Crowe . French Ambassador.,The Mudania Conference
CAB,23,37,1,31-Oct-19,Conclusion,Ministerial Conference 1 ,D Lloyd George . A Balfour . A Chamberlain . E Shortt . Curzon . Milner . G Roberts . Inverforth . W Long . W Churchill . C Addison . R Horne . A Geddes . H Fisher . Lee . R Wemyss . J Lamb . H Primrose . Moulton.,1. Arrival of His Imperial Majesty the Shah of Persia; 2. Baltic Policy during the Coming Winter; 3. The Future of Turkey; 4. Industrial Courts Bill; 5. Retail Price of Sugar; 6. Nitrogen Products
CAB,23,37,2,10-Nov-19,Conclusion,Ministerial Conference 2 ,D Lloyd George . A Bonar Law . A Balfour . A Chamberlain . Curzon . W Churchill . A Geddes.,1. League of Nations - British Organisation
CAB,23,37,3,11-Nov-19,Conclusion,Ministerial Conference 3 ,D Lloyd George . A Bonar Law . A Balfour . A Chamberlain . Curzon . W Long . Beatty . Birkenhead . E Montagu . Milner . W Churchill . H Wilson . A Geddes . H Fisher . C Addison.,"1. Acknowledgment of £150,000 worth of War Loan presented to the Government for Cancellation; 2. Ireland; 3. Russian Policy"
CAB,23,37,4,12-Nov-19,Conclusion,Ministerial Conference 4 ,D Lloyd George . A Bonar Law . A Chamberlain . Curzon . W Long . Birkenhead . Beatty . Milner . W Churchill . E Montagu . A Geddes . H Fisher . C Addison.,1. Russian Policy; 2. Baltic Policy during the coming Winter
CAB,23,37,5,14-Nov-19,Conclusion,Ministerial Conference 5 ,D Lloyd George . A Bonar Law . A Balfour . A Chamberlain . French . J Macpherson . J Byrne . T Smith . Birkenhead . W Churchill . W Long . E Shortt . E Montagu . H Fisher . W Edgeworth Johnstone . F Shaw.,1. Ireland - Dublin Metropolitan Police
CAB,23,37,6,17-Nov-19,Conclusion,Ministerial Conference 6 ,Bonar Law . A Chamberlain . A Balfour . H Fisher . R Munro . Lee . Curzon . Birkenhead . J Macpherson . A Geddes . A Mond.,1. Flax Cultivation in Ireland; 2. Sir Hugh Lane's Pictures; 3. Bi-Lateral Agreement between Great Britain and Greece; 4. Supply of Whisky; 5. Irish Education Bill
CAB,23,37,7,18-Nov-19,Conclusion,Ministerial Conference 7 ,D Lloyd George . A Bonar Law . A Balfour . E Shortt . Curzon . Milner . Lee . W Long . E Montagu . W Churchill . E Geddes . A Geddes . H Fisher . G Roberts . H Wilson . Crawford and Balcarres . E Wise . C Harmsworth . L Wilson . D Shackleton . H Greenwood.,1. Electricity Bill; 2. Proposed Permanent Organisation to deal with National Strikes; 3. Citizen Guards; 4. Labour Conference at Washington - Hours of Labour; 5. Negotiations between Poland and Germany; 6. Future of the Supreme Economic Council; 7. Belgium
CAB,23,37,8,19-Nov-19,Conclusion,Ministerial Conference 8 ,D Lloyd George . A Bonar Law . A Balfour . A Chamberlain . E Shortt . Curzon . E Montagu . W Churchill . J Macpherson . W Long . R Munro . E Geddes . C Addison . R Horne . A Geddes . H Fisher . Inverforth . T Clarke . E Talbot . F Guest . J Cadman.,1. Proposed Permanent Organisation to deal with National Strikes; 2. Indian Reforms Bill - Parliamentary Time for; 3. Premium Bonds; 4. Parliamentary Business; 5. Electricity Supply Bill; 6. Petroleum Executive; 7. Anglo-French Agreement regarding Oil Supplies. Export of Oil from South Russia; 8. Retention of National Factories by the Government
CAB,23,37,9,20-Nov-19,Conclusion,Ministerial Conference 9 ,D Lloyd George . Curzon . A Balfour . Milner . E Montagu.,1. Mandates; 2. Cession of African Territory to Italy
CAB,23,37,10,21-Nov-19,Conclusion,Ministerial Conference 10 ,D Lloyd George . A Bonar Law . R Horne . S Baldwin . A Geddes . A Duncan.,1. The Price of Coal
CAB,23,37,11,25-Nov-19,Conclusion,Ministerial Conference 11 ,A Bonar Law . A Chamberlain . W Churchill . E Montagu . W Long . Inverforth . H Trenchard.,1. Agreement with the Appleby Iron Company; 2. Financial Resolutions; 3. Distribution of War Medals; 4. Discharge of Civilian Subordinates of the Royal Air Force; 5. Air Route from Egypt to India; 6. Proposed Gift of Aircraft to Poland
CAB,23,37,12,28-Nov-19,Conclusion,Ministerial Conference 12 ,D Lloyd George . A Bonar Law . A Chamberlain . J Macpherson . A Geddes . G Roberts . F Coller . C McCurdy . N Warren Fisher . G Barstow . A Hall.,1. Motor Cars in Ireland; 2. Meat Supplies; 3. Parliamentary Grants to Officers
CAB,23,37,13,2-Dec-19,Conclusion,Ministerial Conference 13 ,D Lloyd George . A Bonar Law . A Balfour . A Chamberlain . Birkenhead . E Shortt . Curzon . E Montagu . W Long . W Churchill . French . J Macpherson . R Munro . A Geddes . H Fisher . L Wilson.,1. Imprisonment of Sinn Fein Prisoners in England; 2. Return of Ice Breakers and Sealing Steamers to Russia; 3. British Policy in Russia - Instructions to the High Commissioner; 4. Despatch of Food to Murmansk; 5. Interim Guarantee to Belgium
CAB,23,37,14,5-Dec-19,Conclusion,Ministerial Conference 14 ,A Bonar Law . A Balfour . Birkenhead . A Chamberlain . W Churchill . R Horne . E Montagu . H Fisher . A Geddes . E Geddes . J Maclay . N Scorgie . O de B Brook.,1. Bank Holidays at Christmas; 2. Aliens Restriction (Amendment) Bill; 3. Publication of the First Volume of the Naval History of the War; 4. Shipping Situation and Congestion at the Docks; 5. Issue of Official and Parliamentary Papers to the Press
CAB,23,37,15,6-Dec-19,Conclusion,Ministerial Conference 15 ,D Lloyd George . A Bonar Law . A Balfour . Curzon . W Churchill . P Kerr.,1. Germany and the Ratification of Peace
CAB,23,37,16,8-Dec-19,Conclusion,Ministerial Conference 16 ,D Lloyd George . A Bonar Law . A Chamberlain . Curzon . W Churchill . W Long . H Wilson.,1. Germany and the Ratification of Peace; 2. Future of the Peace Conference; 3. Italy and the Adriatic
CAB,23,37,17,9-Dec-19,Conclusion,Ministerial Conference 17 ,D Lloyd George . A Bonar Law . A Chamberlain . W Churchill . J Macpherson . E Geddes . Lee . A Balfour . E Montagu . W Long . R Munro . A Geddes . J Maclay . L Wilson . Inverforth . G Roberts . C McCurdy . Lytton.,1. Meat Supplies; 2. Distinctions granted to the Mercantile Marine; 3. Memorials on Battlefields; 4. Future of Ministry of Munitions - Ministry of Supply; 5. Transfer to the Air Ministry of the Aircraft Production Department of the Ministry of Munitions; 6. Committee to Co-ordinate Technical Experience gained during the War
CAB,23,37,18,5-Jan-20,Conclusion,Ministerial Conference 18 ,D Lloyd George . A Bonar Law . Birkenhead . E Montagu . W Long . A Chamberlain . Curzon . W Churchill . A Geddes . H Wilson . P Kerr.,1. Adriatic; 2. The Turkish Peace Treaty
CAB,23,37,19,23-Jan-20,Conclusion,Ministerial Conference 19 ,D Lloyd George . A Bonar Law . W Churchill . E Montagu . Hardinge . G Barstow . S Chapman . H Carlill.,1. Oil Situation in Mesopotamia; 2. Oil in Persia
CAB,23,37,20,27-Jan-20,Conclusion,Ministerial Conference 20 ,D Lloyd George . A Bonar Law . A Chamberlain . W Churchill . A Geddes . A Balfour . E Shortt . W Long . Lee . S Baldwin . A Duncan . S Waterlow . P Nash . H Wilson . D Shackleton . W Bridgeman.,1. Relief of Austria and Poland; 2. The Coal Industry - Deputation to the Prime Minister from the Miners' Federation - General Position - Financial Position - General Policy; 3. Control of Prices; 4. Future Organisation of the Territorial Force; 5. Our Policy in Russia - Evacuation from South Russia of Non-Bolshevik Elements
CAB,23,37,21,27-Jan-20,Conclusion,Ministerial Conference 21 ,D Lloyd George . A Bonar Law . A Chamberlain . E Shortt . A Balfour . Birkenhead . W Churchill . A Geddes . S Baldwin . D Shackleton . A Duncan . W Bridgeman . S Waterlow.,1. The Coal Industry; 2. Deputation to the Prime Minister from the Miners' Federation; 3. Proposed Ministry of Mines; 4. Stocks; 5. Return of Coal Wagons from France
CAB,23,37,22,2-Feb-20,Conclusion,Ministerial Conference 22 ,D Lloyd George . A Bonar Law . E Shortt . W Long . E Geddes . A Geddes . A Chamberlain . W Churchill . R Munro . R Horne . Lee . G Roberts . C Penney . A Illingworth . Beatty . A Neal . Inverforth . H Wilson . G Macdonogh . H Trenchard . C Macready.,1. Protection; 2. Suggested Permanent Organisation for meeting Strikes; 3. Future of the Supply and Transport Committee
