collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,,
CAB,24,114,44,29-Oct-20,Memorandum,CP 2044,Special Weekly Reports on Unemployment. No. 3.,T J Macnamara,,
CAB,24,114,45,2-Nov-20,Memorandum,CP 2045,League of Nations. Protection of Minorities in Bulgaria.,Council of the League of Nations,,
CAB,24,114,46,2-Nov-20,Memorandum,CP 2046,League of Nations. Protection of Minorities in Austria.,Council of the League of Nations,,
CAB,24,114,47,2-Nov-20,Memorandum,CP 2047,League of Nations. The Guarantee of the League of Nations in Respect of Minorities Clauses of Certain Treaties,Council of the League of Nations,,
CAB,24,114,48,2-Nov-20,Memorandum,CP 2048,League of Nations. Armenia.,Council of the League of Nations,,
CAB,24,114,49,2-Nov-20,Memorandum,CP 2049,"Decontrol of Sugar. Memorandum by the Chairman, Royal Commission on the Sugar Supply.",H W Primrose,,
CAB,24,114,50,3-Nov-20,Memorandum,CP 2050,Committee on Ireland. Second Chambers.,Committee on Ireland,,
CAB,24,114,51,28-Oct-20,Memorandum,CP 2051,Afghanistan. Telegram No 182 from Viceroy Army Department to S/S for India.,Viceroy,,
CAB,24,114,52,1-Nov-20,Memorandum,CP 2052,"Afghanistan. Telegram from Viceroy, Foreign and Political Department.",Viceroy,,
CAB,24,114,53,30-Oct-20,Memorandum,CP 2053,Admiralty. Weekly Intelligence Summary. No. 17.,Admiralty,,
CAB,24,114,54,26-Oct-20,Memorandum,CP 2054,"Political situation in Mesopotamia: Telegrams from High Commissioner Baghdad, Mesopotamia and Viceroy.",Secretary of State for India,,
CAB,24,114,55,2-Nov-20,Memorandum,CP 2055,Isle of Man (Customs) Bill.,Stanley Baldwin,,
CAB,24,114,56,3-Nov-20,Memorandum,CP 2056,Contracts for the Supply of Goods to Soviet Russia.,Robert S Horne,,
CAB,24,114,57,1-Nov-20,Memorandum,CP 2057,"International Labour Office Organisation. Genoa Seaman's Conference, July, 1920.","C A Montague Barlow, C Hipwood",,
CAB,24,114,58,2-Nov-20,Memorandum,CP 2058,Evacuation of Temporary Government Office Buildings.,Alfred Mond,,
CAB,24,114,59,1-Nov-20,Memorandum,CP 2059,Grievances of Indians in Kenya.,Edwin S Montagu,,
CAB,24,114,60,3-Nov-20,Memorandum,CP 2060,Afghanistan. Telegram No 3029 from S/S to Viceroy Foreign Department.,Secretary of State for India,,
CAB,24,114,61,30-Oct-20,Memorandum,CP 2061,India. Telegrams from Viceroy Home Department to Secretary of State for India.,Viceroy,,
CAB,24,114,62,23-Oct-20,Memorandum,CP 2062,Proposed Meeting of the Imperial Cabinet in 1921,Colonial Office,,
CAB,24,114,63,6-Nov-20,Memorandum,CP 2062A,Proposed Meeting of the Imperial Cabinet in 1921.,Milner,,
CAB,24,114,64,2-Nov-20,Memorandum,CP 2063,Publication of the Jutland Documents.,Winston S Churchill,,
CAB,24,114,65,5-Nov-20,Memorandum,CP 2064,Memorial Services (November 11th) Committee.,Maurice P A Hankey,,
CAB,24,114,66,5-Nov-20,Memorandum,CP 2065,The Official History of the Mesopotamian Campaign.,Maurice P A Hankey,,
CAB,24,114,67,4-Nov-20,Memorandum,CP 2066,Local Government Employees and Trade Unions L.G.34,Christopher Addison,,
CAB,24,114,68,4-Nov-20,Memorandum,CP 2067,Report of Revolutionary Organisations in the United Kingdom. No. 79.,Home Secretary,,
CAB,24,114,69,29-Oct-20,Memorandum,CP 2068,League of Nations. The Economic Weapon of the League (Blockade). Opinion of the Law Officers of the Crown.,"Gordon Hewart, Ernest M Pollock",,
CAB,24,114,70,3-Nov-20,Memorandum,CP 2069,Present position of Meshed Force.,Edwin S Montagu,,
CAB,24,114,71,5-Nov-20,Memorandum,CP 2070,Dentists Bill.,Christopher Addison,,
CAB,24,114,72,6-Nov-20,Memorandum,CP 2071,Ministry of Labour. Weekly Report.,Ministry of Labour,,
CAB,24,114,73,1-Nov-20,Memorandum,CP 2072,The Lord Roberts Memorial. Recommendations of Sir A. Mond's Committee.,Alfred Mond,,
CAB,24,114,74,4-Nov-20,Memorandum,CP 2073,The Assyrian and Armenian Refugees in Mesopotamia.,Edwin S Montagu,,
CAB,24,114,75,8-Nov-20,Memorandum,CP 2074,Interest in the Electrical Generating Industry.,Maurice P A Hankey,,
CAB,24,114,76,3-Nov-20,Memorandum,CP 2075,The Assembly of the League of Nations. Report on the question of the Prime Minister attending the first Session.,Secretary,,
CAB,24,114,77,5-Nov-20,Memorandum,CP 2076,Special Weekly Report on Unemployment. No. 4.,T J Macnamara,,
CAB,24,114,78,9-Nov-20,Memorandum,CP 2077,"Enquiry into the Classes of Ex-Service Men receiving Out-of-Work Donation at 15th September, 1920.",T J Macnamara,,
CAB,24,114,79,4-Nov-20,Memorandum,CP 2078,India - Telegram No 260 from Viceroy to Secretary of State for India.,Viceroy,,
CAB,24,114,80,6-Nov-20,Memorandum,CP 2079,Admiralty. Weekly Intelligence Summary. No. 10.,Admiralty,,
CAB,24,114,81,9-Nov-20,Memorandum,CP 2080,Economic aspects of the Report of Lord Milner's special mission to Egypt.,Robert S Horne,,
CAB,24,114,82,5-Nov-20,Memorandum,CP 2081,Imperial Wireless Communications.,Edwin S Montagu,,
CAB,24,114,83,9-Nov-20,Memorandum,CP 2082,Assyrian and Armenian Refugees in Mesopotamia.,Winston S Churchill,,
CAB,24,114,84,10-Nov-20,Memorandum,CP 2083,Wireless Telegraphy &amp, Visual Signalling Bill.,Herbert A L Fisher,
CAB,24,114,85,10-Nov-20,Memorandum,CP 2084,Ireland.,Edwin S Montagu,,
CAB,24,114,86,12-Nov-20,Memorandum,CP 2085,Report of the House of Lords.,Maurice P A Hankey,,
CAB,24,114,87,30-Nov-20,Memorandum,CP 2086,Draft Trade Agreement between His Britannic Majesty's Government and the Russian Soviet Government.,Robert S Horne,,
CAB,24,114,88,14-Nov-20,Memorandum,CP 2087,Archbishop Mannix.,Walter H Long,,
CAB,24,114,89,11-Nov-20,Memorandum,CP 2088,Commercial Trade in the Black Sea.,Maurice P A Hankey,,
CAB,24,114,90,11-Nov-20,Memorandum,CP 2089,Report of Revolutionary Organisations in the United Kingdom. No. 80.,Home Secretary,,
CAB,24,114,91,10-Nov-20,Memorandum,CP 2090,India - Telegram No 317 from Viceroy Army Department to S/S for India.,Viceroy,,
CAB,24,114,92,1920,Memorandum,CP 2091,Archbishop Mannix. Copy of letter from Chairman of the Labour Party to the Prime Minister,William Adamson,,
CAB,24,114,93,13-Nov-20,Memorandum,CP 2092,Ministry of Labour. Weekly Report.,Ministry of Labour,,
CAB,24,114,94,13-Nov-20,Memorandum,CP 2093,Trade in the Black Sea.,Walter H Long,,
CAB,24,114,95,15-Nov-20,Memorandum,CP 2094,Treaty of Versailles (Article 213). Right to Investigation in Germany.,Maurice P A Hankey,,
CAB,24,114,96,15-Nov-20,Memorandum,CP 2095,Unemployment at Woolwich.,Laming Worthington-Evans,,
CAB,24,114,97,13-Nov-20,Memorandum,CP 2096,General Wrangel's Submarines.,Maurice P A Hankey,,
CAB,24,114,98,15-Nov-20,Memorandum,CP 2097,Workers' Control in Factories in Italy.,T J Macnamara,,
CAB,24,114,99,15-Nov-20,Memorandum,CP 2098,"Alleged Incident Concerning the ""Ancona"".",Maurice P A Hankey,,
CAB,24,114,100,14-Nov-20,Memorandum,CP 2099,Russian Trade Negotiations.,Curzon of Kedleston,,
CAB,24,114,101,12-Nov-20,Memorandum,CP 2100,Bolshevik Propaganda.,Walter H Long,,
CAB,24,115,1,16-Nov-20,Memorandum,CP 2101,Assyrian and Armenian Refugees in Mesopotamia.,Edwin S Montagu,,
CAB,24,115,2,12-Nov-20,Memorandum,CP 2102,India. Telegram No 231 from Viceroy Army Department to S/S for India.,Viceroy,,
CAB,24,115,3,8-Nov-20,Memorandum,CP 2103,"India. Telegram from Viceroy, Home Dept to Secretary of State.",Viceroy,,
CAB,24,115,4,13-Nov-20,Memorandum,CP 2104,Weekly Intelligence Summary. No 19.,Admiralty,,
CAB,24,115,5,15-Nov-20,Memorandum,CP 2105,Evacuation of Refugees from the Crimea.,Maurice P A Hankey,,
CAB,24,115,6,17-Nov-20,Memorandum,CP 2106,Reparation. Ships to be built in Germany.,J Maclay,,
CAB,24,115,7,16-Nov-20,Memorandum,CP 2107,"Alleged incident concerning the ""Ancona"".",Maurice P A Hankey,,
CAB,24,115,8,17-Nov-20,Memorandum,CP 2108,The Future of the Supreme Economic Council.,Austen Chamberlain,,
CAB,24,115,9,17-Nov-20,Memorandum,CP 2109,Proposal to supersede the Supreme Council by the Council of the League of Nations.,Foreign Office,,
CAB,24,115,10,15-Nov-20,Memorandum,CP 2110,The Anglo-French Petroleum Agreement and Mesopotamia.,Frederick Kellaway,,
CAB,24,115,11,12-Nov-20,Memorandum,CP 2111,Special Weekly Report on Unemployment. No. 5.,T J Macnamara,,
CAB,24,115,12,8-Nov-20,Memorandum,CP 2112,Sunday Evening Hours for Public Houses and Clubs. Majority and Minority Reports of Sir W. Joynson-Hicks' Parliamentary Committee.,W Joynson-Hicks,,
CAB,24,115,13,22-Nov-20,Memorandum,CP 2113,International Labour.,T J Macnamara,,
CAB,24,115,14,17-Nov-20,Memorandum,CP 2114,Committee of Home Affairs. Postage on Letters of Soldiers and Sailors Serving Abroad.,Albert H Illingworth,,
CAB,24,115,15,17-Nov-20,Memorandum,CP 2115,"International Labour Organisation. Part XIII, Treaty of Versailles.",T J Macnamara,,
CAB,24,115,16,19-Nov-20,Memorandum,CP 2116,Report on Revolutionary Organisations in the United Kingdom. No. 81.,Home Secretary,,
CAB,24,115,17,17-Nov-20,Memorandum,CP 2117,Unemployment.,Walter H Long,,
CAB,24,115,18,14-Nov-20,Memorandum,CP 2118,India - Telegram from Viceroy Home Department.,Viceroy,,
CAB,24,115,19,16-Nov-20,Memorandum,CP 2119,India - Telegram No 370 from Viceroy Army Dept to S/S for India.,Viceroy,,
CAB,24,115,20,15-Nov-20,Memorandum,CP 2120,The Case of Egypt.,Herbert A L Fisher,,
CAB,24,115,21,19-Nov-20,Memorandum,CP 2121,Railway Concessions to Troops in the United Kingdom.,Winston S Churchill,,
CAB,24,115,22,22-Nov-20,Memorandum,CP 2122,Roads Bill.,Eric Geddes,,
CAB,24,115,23,1-Nov-20,Memorandum,CP 2123,Electricity Supply Bill.,Eric Geddes,,
CAB,24,115,24,20-Nov-20,Memorandum,CP 2124,The Two Shift System in Factories and Workshops.,Edward Shortt,,
CAB,24,115,25,20-Nov-20,Memorandum,CP 2125,Ministry of Labour. Weekly Report.,Ministry of Labour,,
CAB,24,115,26,18-Nov-20,Memorandum,CP 2126,Evacuation of Russian Refugees from the Crimea.,Maurice P A Hankey,,
CAB,24,115,27,17-Nov-20,Memorandum,CP 2127,India - Telegram No 377 from Viceroy Army Dept to S/S for India.,Viceroy,,
CAB,24,115,28,Nov-20,Memorandum,CP 2128,Concentration of Government Land Valuation.,"Winston S Churchill, Inverforth",,
CAB,24,115,29,20-Nov-20,Memorandum,CP 2129,Execution by Germany of the Air Clauses of the Treaty of Versailles.,Air Ministry,,
CAB,24,115,30,19-Nov-20,Memorandum,CP 2130,Railway Revenue &amp, Expenditure.,Eric Geddes,
CAB,24,115,31,19-Nov-20,Memorandum,CP 2131,Special Weekly Report on Unemployment. No. 6.,T J Macnamara,,
CAB,24,115,32,21-Oct-20,Memorandum,CP 2132,"Despatch No. 38 (Emigration), dated Simla, 21st October 1920, from Government of India to the Secretary of State for India.",Government of India,,
CAB,24,115,33,2-Nov-20,Memorandum,CP 2133,Arterial Roads in London for the Relief of the Unemployed.,Eric Geddes,,
CAB,24,115,34,20-Nov-20,Memorandum,CP 2134,Weekly Intelligence Summary. No. 20.,Admiralty,,
CAB,24,115,35,19-Nov-20,Memorandum,CP 2135,"India - Telegram No 396 from Viceroy, to S/S for India.",Viceroy,,
CAB,24,115,36,18-Nov-20,Memorandum,CP 2136,Mesopotamian Affairs.,Edwin S Montagu,,
CAB,24,115,37,22-Nov-20,Memorandum,CP 2137,Police Pensions Bill.,Edward Shortt,,
CAB,24,115,38,24-Nov-20,Memorandum,CP 2138,Russian Trade Agreement.,"Curzon of Kedleston, Winston S Churchill, E S Montagu",,
CAB,24,115,39,23-Nov-20,Memorandum,CP 2139,Financial Position of Austria.,Austen Chamberlain,,
CAB,24,115,40,9-Nov-20,Memorandum,CP 2140,League of Nations. Application of the Austrian Republic for Admission to the League.,Mayr,,
CAB,24,115,41,7-Oct-20,Memorandum,CP 2141,League of Nations. Allocation of the Expenses of the League of Nations.,Council of the League of Nations,,
CAB,24,115,42,24-Nov-20,Memorandum,CP 2142,League of Nations. Revised Provisional Agenda for the 1st Session of the Assembly.,Eric Drummond,,
CAB,24,115,43,27-Oct-20,Memorandum,CP 2143,League of Nations. Draft Amendments to the Covenant. Amedments to the Norwegian proposals (Assembly document No. 12) submitted by the Swedish Government.,Eric Drummond,,
CAB,24,115,44,24-Nov-20,Memorandum,CP 2144,League of Nations. Dispute between Lithuania &amp, Poland.,Eric Drummond,
CAB,24,115,45,25-Nov-20,Memorandum,CP 2145,Cabinet Committee on Unemployment. Second Interim Report.,Laming Worthington-Evans,,
CAB,24,115,46,4-Nov-20,Memorandum,CP 2146,League of Nations. Admission of Bulgaria to the League of Nations.,A Stamboluski,,
CAB,24,115,47,8-Nov-20,Memorandum,CP 2147,"Refugees in Mesopotamia. Telegrams between S/S for India and High Commissioner, Mesopotamia.",Edwin S Montagu,,
CAB,24,115,48,23-Nov-20,Memorandum,CP 2148,Proposed Imperial Power Conference.,Robert S Horne,,
CAB,24,115,49,25-Nov-20,Memorandum,CP 2149,League of Nations. Provisional Rules of Procedure for the Assembly of the League of Nations. Revised Text.,Eric Drummond,,
CAB,24,115,50,12-Nov-20,Memorandum,CP 2150,League of Nations. Permanent Mandates Commission.,Eric Drummond,,
CAB,24,115,51,25-Nov-20,Memorandum,CP 2151,League of Nations. Dispute between Lithuania and Poland.,Eric Drummond,,
CAB,24,115,52,25-Nov-20,Memorandum,CP 2152,League of Nations. Modifications made to the Rules of Procedure of the Council according to the Proposals of M. Bourgeois and M. Tittoni.,Eric Drummond,,
CAB,24,115,53,22-Nov-20,Memorandum,CP 2153,Situation in the East.,Edwin S Montagu,,
CAB,24,115,54,21-Nov-20,Memorandum,CP 2154,Liquor Control (Temporary Provisions) Bill. Report of a Special Committee of the Central Control Board (Liquor Traffic).,Central Control Board (Liquor Traffic),,
CAB,24,115,55,24-Nov-20,Memorandum,CP 2155,Sugar and Wheat Committee. Interim Recommendations.,Laming Worthington-Evans,,
CAB,24,115,56,24-Nov-20,Memorandum,CP 2156,Railway Concessions to Troops in the United Kingdom.,Austen Chamberlain,,
CAB,24,115,57,24-Nov-20,Memorandum,CP 2157,Reparation. (1) The Brussels Meeting. (2) The Condition of Austria.,Treasury,,
CAB,24,115,58,18-Nov-20,Memorandum,CP 2158,The Status of Egypt. Telegram from the Prime Minister of Australia.,William Hughes,,
CAB,24,115,59,24-Nov-20,Memorandum,CP 2159,Decontrol of Bacon.,Charles A McCurdy,,
CAB,24,115,60,24-Nov-20,Memorandum,CP 2160,Afghanistan. Telegram No 1348 S from Viceroy Foreign and Political Dept.,Viceroy,,
CAB,24,115,61,22-Nov-20,Memorandum,CP 2161,The Two Shift System in Factories and Workshops.,Walter H Long,,
CAB,24,115,62,24-Nov-20,Memorandum,CP 2162,Second Interim Report of Unemployment Committee.,Alfred Mond,,
CAB,24,115,63,25-Nov-20,Memorandum,CP 2163,Committee of Home Affairs. Electricity (Supply) (No.2) Bill.,Maurice P A Hankey,,
CAB,24,115,64,23-Nov-20,Memorandum,CP 2164,India - Telegam No 1347 S from Viceroy Foreign and Political Dept.,Viceroy,,
CAB,24,115,65,25-Nov-20,Memorandum,CP 2165,Conditions in Thrace.,Winston S Churchill,,
CAB,24,115,66,25-Nov-20,Memorandum,CP 2166,Draft Russian Trade Agreement.,Robert S Horne,,
CAB,24,115,67,25-Nov-20,Memorandum,CP 2167,Protection of the Houses of Parliament and Government Offices.,Edward Shortt,,
CAB,24,115,68,25-Nov-20,Memorandum,CP 2168,Amendment of the Fair Wages Resolution in Reference to Government Contracts.,Winston S Churchill,,
CAB,24,115,69,25-Nov-20,Memorandum,CP 2169,Report on Revolutionary Organisations in the United Kingdom. No. 82.,Home Secretary,,
CAB,24,115,70,24-Nov-20,Memorandum,CP 2170,The League of Nations. The International Labour Office and National Finance.,Austen Chamberlain,,
CAB,24,115,71,1-Dec-20,Memorandum,CP 2170A,The League of Nations. The International Labour Office and National Finance.,Austen Chamberlain,,
CAB,24,115,72,26-Nov-20,Memorandum,CP 2171,Russian Trade Agreement. Draft of Proposed Accompanying Letter.,Robert S Horne,,
CAB,24,115,73,25-Nov-20,Memorandum,CP 2172,Proposed Church of Scotland Bill.,Robert Munro,,
CAB,24,115,74,29-Nov-20,Memorandum,CP 2173,League of Nations. Draft Amendments to the Covenant of the League of Nations. Revised Norwegian Proposals.,League of Nations,,
CAB,24,115,75,27-Oct-20,Memorandum,CP 2174,League of Nations. Third Budget of the League of Nations.,Council of the League of Nations,,
CAB,24,115,76,19-May-20,Memorandum,CP 2175,League of Nations. Staff of the Secretariat.,Arthur J Balfour,,
CAB,24,115,77,22-Nov-20,Memorandum,CP 2176,Naval Policy and Construction.,Walter H Long,,
CAB,24,115,78,1-Dec-20,Memorandum,CP 2177,"League of Nations. Report of the Permanent Advisory Commission for Military, Naval and Air Questions to the Council of the League of Nations.","Permanent Advisory Commission for Military, Naval and Air Questions",,
CAB,24,115,79,24-Nov-20,Memorandum,CP 2178,Afghanistan. Telegram No 1349 S from Viceroy Foreign and Political Dept.,Viceroy,,
CAB,24,115,80,22-Nov-20,Memorandum,CP 2179,"India - Telegram No 836 F.R. from Viceroy Foreign and Political Dept, to S/S for India.",Viceroy,,
CAB,24,115,81,25-Nov-20,Memorandum,CP 2180,India - Telegram No 221 from Viceroy Army Dept to S/S for India.,Viceroy,,
CAB,24,115,82,26-Nov-20,Memorandum,CP 2181,Housing and Unemployment.,Christopher Addison,,
CAB,24,115,83,27-Nov-20,Memorandum,CP 2182,Ministry of Labour. Weekly Report.,T J Macnamara,,
CAB,24,115,84,27-Nov-20,Memorandum,CP 2183,Protection of the Houses of Parliament and Government Offices. 2nd Report of the Emergency Committee.,Edward Shortt,,
CAB,24,115,85,27-Nov-20,Memorandum,CP 2184,Wireless Telegraphy. Licences for Communications with Foreign Countries.,Milner,,
CAB,24,115,86,22-Nov-20,Memorandum,CP 2185,Restoration of buildings in Serai to Turkish Government.,"High Commissioner, Baghdad",,
CAB,24,115,87,25-Nov-20,Memorandum,CP 2186,Dissolution of Parliament. Telegram from Governor-General of the Union of South Africa,Arthur Frederick,,
CAB,24,115,88,28-Nov-20,Memorandum,CP 2187,Report of Revolutionary Organisations in the United Kingdom.,Home Office,,
CAB,24,115,89,27-Oct-20,Memorandum,CP 2188,Permanent Court of International Justice.,Council of the League of Nations,,
CAB,24,115,90,27-Oct-20,Memorandum,CP 2189,Permanent Court of International Justice.,Council of the League of Nations,,
CAB,24,115,91,27-Nov-20,Memorandum,CP 2190,Workers' Share in Management of Industry (in Certain Foreign Countries).,T J Macnamara,,
CAB,24,115,92,29-Nov-20,Memorandum,CP 2191,Position of Dye-Making Industry.,Robert S Horne,,
CAB,24,115,93,Oct-20,Memorandum,CP 2192,A Monthly Review of Revolutionary Movements in British Dominions Overseas and Foreign Countries. No. 24.,Home Secretary,,
CAB,24,115,94,30-Nov-20,Memorandum,CP 2193,The Greek Situation.,Maurice P A Hankey,,
CAB,24,115,95,18-Nov-20,Memorandum,CP 2194,The Imposition of additional taxation in India in the forthcoming year. Telegram from the Government of India.,Edwin S Montagu,,
CAB,24,115,96,26-Nov-20,Memorandum,CP 2195,Special Weekly Report on Unemployment. No. 7.,T J Macnamara,,
CAB,24,115,97,30-Nov-20,Memorandum,CP 2196,Building of Railway Rolling Stock at Woolwich and Gretna.,Eric Geddes,,
CAB,24,115,98,30-Nov-20,Memorandum,CP 2197,"Mandates A. Syria, Palestine and Mesopotamia.",Curzon of Kedleston,,
CAB,24,115,99,26-Nov-20,Memorandum,CP 2198,Armenian Situation. Telegram from President of the Council of the League of Nations.,Hymans,,
CAB,24,115,100,26-Nov-20,Memorandum,CP 2199,Afghanistan. Telegram No 1362 S from Viceroy Foreign &amp, Political Dept.,Viceroy,
CAB,24,115,101,30-Nov-20,Memorandum,CP 2200,Malta Financial Questions. Suggested Appointment of Arbitrator.,Milner,,
CAB,24,116,1,27-Nov-20,Memorandum,CP 2201,Weekly Intelligence Summary. (W.I.S.) No. 21.,Admiralty,,
CAB,24,116,2,30-Nov-20,Memorandum,CP 2202,Unemployment Committee. Third Interim Report.,Laming Worthington-Evans,,
CAB,24,116,3,30-Nov-20,Memorandum,CP 2203,Mesopotamian Mandate.,Winston S Churchill,,
CAB,24,116,4,26-Nov-20,Memorandum,CP 2204,The Status of Egypt.,Edwin S Montagu,,
CAB,24,116,5,29-Nov-20,Memorandum,CP 2205,Brussels Reparation Conference.,Austen Chamberlain,,
CAB,24,116,6,30-Nov-20,Memorandum,CP 2206,Upper Silesia. Plebiscite Commission.,D Lloyd George,,
CAB,24,116,7,29-Nov-20,Memorandum,CP 2208,The Debate in the House of Lords on the Irish Bill.,Edwin S Montagu,,
CAB,24,116,8,2-Nov-20,Memorandum,CP 2209,India. Telegram from Viceroy Foreign &amp, Political Department.,Viceroy,
CAB,24,116,9,29-Nov-20,Memorandum,CP 2210,The Turkish Peace.,Edwin S Montagu,,
CAB,24,116,10,30-Nov-20,Memorandum,CP 2211,Imperial Wireless Communications.,Air Ministry,,
CAB,24,116,11,21-Nov-20,Memorandum,CP 2212,League of Nations. Dispute between Lithuania and Poland.,Council of the League of Nations,,
CAB,24,116,12,1-Dec-20,Memorandum,CP 2213,Mandates.,Hymans,,
CAB,24,116,13,30-Nov-20,Memorandum,CP 2214,Our American Debt.,Austen Chamberlain,,
CAB,24,116,14,3-Dec-20,Memorandum,CP 2214A,Our American Debt.,Austen Chamberlain,,
CAB,24,116,15,23-Nov-20,Memorandum,CP 2215,"India. Telegram from Viceroy, Home Department to S/S for India.",Viceroy,,
CAB,24,116,16,2-Dec-20,Memorandum,CP 2216,Sugar and Wheat Committee.,Laming Worthington-Evans,,
CAB,24,116,17,2-Dec-20,Memorandum,CP 2217,Situation in Mesopotamia.,Winston S Churchill,,
CAB,24,116,18,1-Dec-20,Memorandum,CP 2218,Sale of Australasian Meat.,Charles A McCurdy,,
CAB,24,116,19,2-Dec-20,Memorandum,CP 2219,The Electrical Power Engineers' Dispute.,T J Macnamara,,
CAB,24,116,20,27-Nov-20,Memorandum,CP 2220,India. Telegram from Viceroy Home Department to Secretary of State.,Viceroy,,
CAB,24,116,21,1-Dec-20,Memorandum,CP 2221,Egyptian Cotton Control Scheme.,Curzon of Kedleston,,
CAB,24,116,22,2-Dec-20,Memorandum,CP 2222,Report on Revolutionary Organisations in the United Kingdom.,Home Office,,
CAB,24,116,23,1-Dec-20,Memorandum,CP 2223,Concentration of Government Land Valuation.,Austen Chamberlain,,
CAB,24,116,24,3-Dec-20,Memorandum,CP 2224,The Navy and Army Canteen Board and Private Trading.,Winston S Churchill,,
CAB,24,116,25,Nov-20,Memorandum,CP 2225,Civil Aviation. Proposed Subsidy to Aerial Transport Companies.,Winston S Churchill,,
CAB,24,116,26,2-Dec-20,Memorandum,CP 2226,Armenia.,Hymans,,
CAB,24,116,27,2-Dec-20,Memorandum,CP 2227,Armenia.,D Lloyd George,,
CAB,24,116,28,3-Dec-20,Memorandum,CP 2228,League of Nations. Dispute between Poland and Lithuania.,Council of the League of Nations,,
CAB,24,116,29,30-Nov-20,Memorandum,CP 2229,International Labour Organisation.,T J Macnamara,,
CAB,24,116,30,2-Dec-20,Memorandum,CP 2230,Proposals of the Government of India for a new constitution for Burma.,Edwin S Montagu,,
CAB,24,116,31,3-Dec-20,Memorandum,CP 2231,Sunday evening hours for Public Houses and Clubs.,Central Control Board (Liquor Traffic),,
CAB,24,116,32,Dec-20,Memorandum,CP 2232,Army Supplementary Estimate for 1920-21.,Winston S Churchill,,
CAB,24,116,33,4-Dec-20,Memorandum,CP 2233,Unemployment.,T J Macnamara,,
CAB,24,116,34,4-Dec-20,Memorandum,CP 2234,Ministry of Labour. Weekly Report.,Ministry of Labour,,
CAB,24,116,35,2-Dec-20,Memorandum,CP 2235,India. Telegram No 222 from Viceroy Army Dept to S/S for India.,Viceroy,,
CAB,24,116,36,4-Dec-20,Memorandum,CP 2236,Irish Railways.,Eric Geddes,,
CAB,24,116,37,4-Dec-20,Memorandum,CP 2237,Payment of Debts by Soviet Russia.,Winston S Churchill,,
CAB,24,116,38,4-Dec-20,Memorandum,CP 2238,"Conclusions of a series of conversations between representatives of the British, French, and Italian Governments held at 10 Downing Street, S.W., from November 26th to December 4th, 1920 (inclusive).",Secretary,,
CAB,24,116,39,13-Nov-20,Memorandum,CP 2239,League of Nations. Request of Bulgaria for Admission to Membership of the League of Nations.,Eric Drummond,,
CAB,24,116,40,6-Dec-20,Memorandum,CP 2240,Unemployment in the United Kingdom.,T J Macnamara,,
CAB,24,116,41,6-Dec-20,Memorandum,CP 2241,League of Nations. Report of the Special Commission on Typhus Fever in Poland.,Council of the League of Nations,,
CAB,24,116,42,23-Nov-20,Memorandum,CP 2242,League of Nations. International Abolitionist Federation.,Eric Drummond,,
CAB,24,116,43,25-Nov-20,Memorandum,CP 2243,Land Settlement Committee. Final Report on the Land Settlement of Ex-Service Men in Scotland,Land Settlement Committee,,
CAB,24,116,44,29-Nov-20,Memorandum,CP 2244,League of Nations. Eupen and Malmedy.,Council of the League of Nations,,
CAB,24,116,45,29-Nov-20,Memorandum,CP 2245,"India. Telegram No 451 from Viceroy, Army Department to S/S India.",Viceroy,,
CAB,24,116,46,1-Dec-20,Memorandum,CP 2246,Afghanistan. Telegram No 1378S from Viceroy Foreign and Political Dept.,Viceroy,,
CAB,24,116,47,6-Dec-20,Memorandum,CP 2247,Agriculture Bill.,Austen Chamberlain,,
CAB,24,116,48,3-Dec-20,Memorandum,CP 2248,Special Weekly Report on Unemployment. No. 8.,T J Macnamara,,
CAB,24,116,49,6-Dec-20,Memorandum,CP 2249,Permanent Court of International Justice.,Foreign Office,,
CAB,24,116,50,7-Dec-20,Memorandum,CP 2250,Decontrol of Bacon.,Milner,,
CAB,24,116,51,7-Dec-20,Memorandum,CP 2251,International Labour Office Organisation.,Edward Shortt,,
CAB,24,116,52,7-Dec-20,Memorandum,CP 2252,Interpretation of Article 405 of the Treaty of Versailles.,Edward Shortt,,
CAB,24,116,53,7-Dec-20,Memorandum,CP 2253,Expenditure of the International Labour Office.,Edward Shortt,,
CAB,24,116,54,7-Dec-20,Memorandum,CP 2254,The Co-operative Movement.,Home Office,,
CAB,24,116,55,4-Dec-20,Memorandum,CP 2255,Weekly Intelligence Summary. (W.I.S.) No. 22.,Admiralty,,
CAB,24,116,56,7-Dec-20,Memorandum,CP 2256,"Mechanical Transport, Armoured Cars and other Forms of Protection for Troops in Ireland.",Winston S Churchill,,
CAB,24,116,57,2-Dec-20,Memorandum,CP 2257,"India. Telegram from Viceroy, Education Dept to S/S for India.",Viceroy,,
CAB,24,116,58,20-Nov-20,Memorandum,CP 2258,League of Nations. International Health Organisation.,British Delegation,,
CAB,24,116,59,8-Dec-20,Memorandum,CP 2259,Cession to Poland of Territory on the Right Bank of the Vistula.,Secretary-General of the League of Nations,,
CAB,24,116,60,10-Dec-20,Memorandum,CP 2260,"League of Nations. Guarantee of the League of Nations with regard to the Stipulations contained in Chapters I and II of the Treaty between the United States of America, the British Empire, France, Italy and Japan on the one side, and Czecho-Slovakia on the other, signed at Saint Germain-en-Laye.",Secretary-General of the League of Nations,,
