collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,39,27,21-Jul-43,Memorandum,WP (43) 327,Morale and the War against Japan and the Two-Stage Ending and Demobilisation.,Winston S Churchill,
CAB,66,39,28,21-Jul-43,Memorandum,WP (43) 328,General de Gaulle.,Anthony Eden,
CAB,66,39,29,22-Jul-43,Memorandum,WP (43) 329,Discussion with the United States Government of Article 7 of the Mutual Aid Agreement.,"Anthony Eden, Kingsley Wood, Hugh Dalton",
CAB,66,39,30,22-Jul-43,Memorandum,WP (43) 330,"Weekly Resume (No. 203) of the Naval, Military and Air Situation from 0700 15th July, to 0700 22nd July, 1943.",Chiefs of Staff,
CAB,66,39,31,24-Jul-43,Memorandum,WP (43) 331,Reciprocal Aid to U.S.A.,Kingsley Wood,
CAB,66,39,32,23-Jul-43,Memorandum,WP (43) 332,Man-Power.,Winston S Churchill,
CAB,66,39,33,23-Jul-43,Memorandum,WP (43) 333,Civil Air Transport.,Cranborne,
CAB,66,39,34,23-Jul-43,Memorandum,WP (43) 334,Commercial Policy.,Hugh Dalton,
CAB,66,39,35,22-Jul-43,Memorandum,WP (43) 335,"Summary of Naval Air Operations, February, March, April 1943.",A V Alexander,
CAB,66,39,36,23-Jul-43,Memorandum,WP (43) 336,Select Committee on National Expenditure.,John Anderson and Kingsley Wood,
CAB,66,39,37,26-Jul-43,Memorandum,WP (43) 337,Palestine.,Winston S Churchill,
CAB,66,39,38,26-Jul-43,Memorandum,WP (43) 338,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours Sunday, 18th July, 1943.",Archibald H M Sinclair,
CAB,66,39,39,26-Jul-43,Memorandum,WP (43) 339,Thoughts on the Fall of Mussolini.,Winston S Churchill,
CAB,66,39,40,26-Jul-43,Memorandum,WP (43) 340,Draft Instrument of Surrender for Italy.,Anthony Eden,
CAB,66,39,41,7-Aug-43,Memorandum,WP (43) 341,Relations with General de Gaulle.,E E Bridges,
CAB,66,39,42,28-Jul-43,Memorandum,WP (43) 342,Certificated Marine Engineers.,Winston S Churchill,
CAB,66,39,43,28-Jul-43,Memorandum,WP (43) 343,"Report for the Month of June 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,39,44,29-Jul-43,Memorandum,WP (43) 344,"Weekly Resume (No. 204) of the Naval, Military and Air Situation from 0700 22nd July, to 0700 29th July, 1943.",Chiefs of Staff,
CAB,66,39,45,30-Jul-43,Memorandum,WP (43) 345,India's Requirements of Imported Food Grains. Report by the Shipping Committee.,Harcourt Johnstone,
CAB,66,39,46,5-Aug-43,Memorandum,WP (43) 346,Supplies of Nitrates to Egypt. Report by the Shipping Committee.,Harcourt Johnstone,
CAB,66,39,47,31-Jul-43,Memorandum,WP (43) 347,The Regency Act.,Herbert Morrison and Simon,
CAB,66,39,48,30-Jul-43,Memorandum,WP (43) 348,Shackling of Prisoners of War.,Winston S Churchill,
CAB,66,39,49,31-Jul-43,Memorandum,WP (43) 349,India's Requirements of Imported Food Grains.,L S Amery,
CAB,66,39,50,4-Aug-43,Memorandum,WP (43) 350,Ministerial Committee on Armistice Terms and Civil Administration.,Winston S Churchill,
CAB,66,40,1,31-Jul-43,Memorandum,WP (43) 351,Post-Hostilities Planning Sub-Committee.,E E Bridges,
CAB,66,40,2,31-Jul-43,Memorandum,WP (43) 352,Inquiry into the Use of Man-Power by the Royal Air Force.,Winston S Churchill,
CAB,66,40,3,31-Jul-43,Memorandum,WP (43) 353,The Fall of Mussolini.,Winston S Churchill,
CAB,66,40,4,2-Aug-43,Memorandum,WP (43) 354,Statistics relating to Bomber Command Operations during the First Six Months of 1943.,Winston S Churchill,
CAB,66,40,5,1-Aug-43,Memorandum,WP (43) 355,Efficiency of German and Italian U-Boats operating outside the Mediterranean.,Winston S Churchill,
CAB,66,40,6,2-Aug-43,Memorandum,WP (43) 356,Expeditionary Force Messages. Memorandum by the Deputy Chairman of the Imperial Communications Committee.,H F C Crookshank,
CAB,66,40,7,3-Aug-43,Memorandum,WP (43) 357,Italy: Instruments of Surrender.,Winston S Churchill,
CAB,66,40,8,3-Aug-43,Memorandum,WP (43) 358,Uncensored Letters to the Wehrmacht.,E E Bridges,
CAB,66,40,9,3-Aug-43,Memorandum,WP (43) 359,Conviction of D. F. Springhall of Espionage.,Herbert Morrison,
CAB,66,40,10,5-Aug-43,Memorandum,WP (43) 360,"Weekly Resume (No. 205) of the Naval, Military and Air Situation from 0700 29th July, to 0700 5th August, 1943.",Chiefs of Staff,
CAB,66,40,11,6-Aug-49,Memorandum,WP (43) 361,India. Proposed Directive to the Viceroy empowering him to co-ordinate on behalf of His Majesty's Government the activities of Political Warfare Organisations operating from India.,L S Amery,
CAB,66,40,12,9-Aug-43,Memorandum,WP (43) 362,"Trade Disputes and Trade Union Act, 1927.",E E Bridges,
CAB,66,40,13,11-Aug-43,Memorandum,WP (43) 363,Report of Committee on Blackout Restrictions in Industrial Establishments.,Herbert Morrison,
CAB,66,40,14,9-Aug-43,Memorandum,WP (43) 364,The Bombing of Rome. Extract from the Ministry of Information Home Intelligence Weekly Report.,E E Bridges,
CAB,66,40,15,9-Aug-43,Memorandum,WP (43) 365,Morale in Germany.,Anthony Eden,
CAB,66,40,16,9-Aug-43,Memorandum,WP (43) 366,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 1st August, 1943.",Archibald H M Sinclair,
CAB,66,40,17,4-Aug-43,Memorandum,WP (43) 367,Committee on Indian Financial Questions.,E E Bridges,
CAB,66,40,18,14-Aug-43,Memorandum,WP (43) 368,Relations with Canada.,Clement R Attlee,
CAB,66,40,19,12-Aug-43,Memorandum,WP (43) 369,"Weekly Resume (No. 206) of the Naval, Military and Air Situation from 0700 5th August, to 0700 12th August, 1943.",Chiefs of Staff,
CAB,66,40,20,13-Aug-43,Memorandum,WP (43) 370,Committee on Public Relations Branches.,E E Bridges,
CAB,66,40,21,16-Aug-43,Memorandum,WP (43) 371,United Nations Plan. Judicial and Arbitral Machinery.,Anthony Eden,
CAB,66,40,22,17-Aug-43,Memorandum,WP (43) 372,Missions to Foreign Countries and International Conferences.,Richard Law,
CAB,66,40,23,18-Aug-43,Memorandum,WP (43) 373,Man-Power for Industry.,John Anderson,
CAB,66,40,24,19-Aug-43,Memorandum,WP (43) 374,"Weekly Resume (No. 207) of the Naval, Military and Air Situation from 0700 12th August, to 0700 19th August, 1943.",Chiefs of Staff,
CAB,66,40,25,20-Aug-43,Memorandum,WP (43) 375,Expeditionary Force Messages.,Harry Crookshank,
CAB,66,40,26,24-Aug-43,Memorandum,WP (43) 376,Sixth Report of the Shipping Committee.,Harcourt Johnstone,
CAB,66,40,27,24-Aug-43,Memorandum,WP (43) 377,Yemeni encroachment in the Aden Protectorate.,Oliver Stanley,
CAB,66,40,28,26-Aug-43,Memorandum,WP (43) 378,Minimum Age for Military Service in an Overseas Theatre of War.,P J Grigg,
CAB,66,40,29,24-Aug-43,Memorandum,WP (43) 379,"Summary of Operations of Bomber Command for Fortnight ending 1200 Hours, Sunday, 15th August, 1943.",Archibald H M Sinclair,
CAB,66,40,30,25-Aug-43,Memorandum,WP (43) 380,Anglo-Canadian discussions at Quebec.,E E Bridges,
CAB,66,40,31,27-Aug-43,Memorandum,WP (43) 381,"Report for the month of July 1943 for the Dominions. India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,40,32,26-Aug-43,Memorandum,WP (43) 382,"Weekly Resume (No. 208) of the Naval, Military and Air Situation from 0700 19th August, to 0700 26th August, 1943.",Chiefs of Staff,
CAB,66,40,33,27-Aug-43,Memorandum,WP (43) 383,Monetary Clearing Union.,Kingsley Wood,
CAB,66,40,34,31-Aug-43,Memorandum,WP (43) 384,Conversations with the United States Government on Article VII of the Mutual Aid Agreement.,Anthony Eden,
CAB,66,40,35,31-Aug-43,Memorandum,WP (43) 385,Postal Communication with India.,Harry Crookshank,
CAB,66,40,36,2-Sep-43,Memorandum,WP (43) 386,"Weekly Resume (No. 209) of the Naval, Military and Air Situation from 0700 26th August, to 0700 2nd September, 1943.",Chiefs of Staff,
CAB,66,40,37,2-Sep-43,Memorandum,WP (43) 387,Ireland.,Anthony Eden,
CAB,66,40,38,2-Sep-43,Memorandum,WP (43) 388,An Expansionist Economy.,L S Amery,
CAB,66,40,39,4-Sep-43,Memorandum,WP (43) 389,Four-Power Declaration.,Anthony Eden,
CAB,66,40,40,7-Sep-43,Memorandum,WP (43) 390,Kenya-Ethiopia Frontier Troubles.,Oliver Stanley,
CAB,66,40,41,9-Sep-43,Memorandum,WP (43) 391,"Weekly Resume (No. 210) of the Naval, Military and Air Situation from 0700 2nd September, to 0700 9th September, 1943.",Chiefs of Staff,
CAB,66,40,42,10-Sep-43,Memorandum,WP (43) 392,Employment of Italian Prisoners of War in the United Kingdom.,John Anderson,
CAB,66,40,43,10-Sep-43,Memorandum,WP (43) 393,Indian Food Situation.,L S Amery,
CAB,66,40,44,14-Sep-43,Memorandum,WP (43) 394,Anglo-Canadian discussions at Quebec.,E E Bridges,
CAB,66,40,45,14-Sep-43,Memorandum,WP (43) 395,Position of Italian Prisoners of War after Armistice.,P J Grigg,
CAB,66,40,46,14-Sep-43,Memorandum,WP (43) 396,Morale in Germany.,Anthony Eden,
CAB,66,40,47,14-Sep-43,Memorandum,WP (43) 397,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 29th August, 1943.",Archibald H M Sinclair,
CAB,66,40,48,20-Sep-43,Memorandum,WP (43) 398,Prime Minister's Speech at Harvard.,Winston S Churchill,
CAB,66,40,49,18-Sep-43,Memorandum,WP (43) 399,Political Affairs in Canada.,Clement R Attlee,
CAB,66,40,50,16-Sep-43,Memorandum,WP (43) 400,Compulsory Labour for Civilian Purposes in East Africa.,Cranborne,
CAB,66,41,1,16-Sep-43,Memorandum,WP (43) 401,Food Problems Likely to arise in Liberated Europe.,Selborne,
CAB,66,41,2,16-Sep-43,Memorandum,WP (43) 402,Ireland.,Clement R Attlee,
CAB,66,41,3,16-Sep-43,Memorandum,WP (43) 403,"Weekly Resume (No. 211) of the Naval, Military and Air Situation from 0700 9th September, to 0700 16th September, 1943.",Chiefs of Staff,
CAB,66,41,4,17-Sep-43,Memorandum,WP (43) 404,Proposed Meeting with Dominion Prime Ministers.,Clement R Attlee,
CAB,66,41,5,20-Sep-43,Memorandum,WP (43) 405,Internal Transportation in India.,L S Amery,
CAB,66,41,6,20-Sep-43,Memorandum,WP (43) 406,Post-War Civil Air Transport.,Cranborne,
CAB,66,41,7,17-Sep-43,Memorandum,WP (43) 407,Economic Situation in India.,Chiefs of Staff,
CAB,66,41,8,21-Sep-43,Memorandum,WP (43) 408,Ireland.,Anthony Eden,
CAB,66,41,9,21-Sep-43,Memorandum,WP (43) 409,Ireland.,Herbert Morrison,
CAB,66,41,10,13-Sep-43,Memorandum,WP (43) 410,"Summary of Naval Air Operations, May-June-July 1943.",First Lord of the Admiralty,
CAB,66,41,11,22-Sep-43,Memorandum,WP (43) 411,Economic Situation in India.,L S Amery,
CAB,66,41,12,22-Sep-43,Memorandum,WP (43) 412,Proposed Four-Power Declaration.,Clement R Attlee,
CAB,66,41,13,22-Sep-43,Memorandum,WP (43) 413,Military Occupation of Germany.,Chiefs of Staff,
CAB,66,41,14,22-Sep-43,Memorandum,WP (43) 414,The Reorganisation of Command in India and South-East Asia.,Winston S Churchill,
CAB,66,41,15,22-Sep-43,Memorandum,WP (43) 415,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday 12th September, 1943.",Archibald H M Sinclair,
CAB,66,41,16,23-Sep-43,Memorandum,WP (43) 416,"Weekly Resume (No. 212) of the Naval, Military and Air Situation from 0700 16th September, to 0700 23rd September, 1943.",Chiefs of Staff,
CAB,66,41,17,23-Sep-43,Memorandum,WP (43) 417,"Report for the Month of August 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,41,18,23-Sep-43,Memorandum,WP (43) 418,Aircraft Capacity for Troops' Mails.,Duff Cooper and Harry Crookshank,
CAB,66,41,19,27-Sep-43,Memorandum,WP (43) 419,Aircraft Capacity for Troops' Mails.,Archibald H M Sinclair,
CAB,66,41,20,27-Sep-43,Memorandum,WP (43) 420,Policy towards Turkey.,Anthony Eden,
CAB,66,41,21,27-Sep-43,Memorandum,WP (43) 421,Germany.,Anthony Eden,
CAB,66,41,22,28-Sep-43,Memorandum,WP (43) 422,Post-War Agricultural Policy.,"Robert S Hudson, Thomas Johnston, Herbert Morrison",
CAB,66,41,23,28-Sep-43,Memorandum,WP (43) 423,"Proposed Anglo-Soviet Agreement regarding the Conclusion of Treaties with the Lesser European Allies and its bearing upon relations between the U.S.S.R., Czechoslovakia and Poland.",Anthony Eden,
CAB,66,41,24,30-Sep-43,Memorandum,WP (43) 424,Germany.,Cranborne,
CAB,66,41,25,30-Sep-43,Memorandum,WP (43) 425,Man-Power Requirements of the Royal Air Force for 1944.,Archibald H M Sinclair,
CAB,66,41,26,30-Sep-43,Memorandum,WP (43) 426,"Weekly Resume (No. 213) of the Naval, Military and Air Situation from 0700 23rd September, to 0700 30th September, 1943.",Chiefs of Staff,
CAB,66,41,27,1-Oct-43,Memorandum,WP (43) 427,Committee on India.,E E Bridges,
CAB,66,41,28,2-Oct-43,Memorandum,WP (43) 428,Currency Talks at Washington: Exchange Stability.,John Anderson,
CAB,66,41,29,4-Oct-43,Memorandum,WP (43) 429,Armoured Training Areas for U.S. Forces in Southern Command.,P J Grigg,
CAB,66,41,30,5-Oct-43,Memorandum,WP (43) 430,The Prime Minister's meeting with Dominions Representatives in Washington.,E E Bridges,
CAB,66,41,31,4-Oct-43,Memorandum,WP (43) 431,Armoured Training Areas for United States Forces in Southern Command.,Robert S Hudson,
CAB,66,41,32,4-Oct-43,Memorandum,WP (43) 432,Post-War Agricultural Policy.,Woolton,
CAB,66,41,33,4-Oct-43,Memorandum,WP (43) 433,France.,Anthony Eden,
CAB,66,41,34,4-Oct-43,Memorandum,WP (43) 434,Foreign Secretaries' Conference at Moscow.,Anthony Eden,
CAB,66,41,35,4-Oct-43,Memorandum,WP (43) 435,Indian Policy.,L S Amery,
CAB,66,41,36,4-Oct-43,Memorandum,WP (43) 436,Indian Policy.,Clement R Attlee,
CAB,66,41,37,6-Oct-43,Memorandum,WP (43) 437,Disposal of Surplus Goods and Factories.,W A Jowitt,
CAB,66,41,38,5-Oct-43,Memorandum,WP (43) 438,Western Frontiers of the U.S.S.R.,Anthony Eden,
CAB,66,41,39,5-Oct-43,Memorandum,WP (43) 439,Resistance in Poland.,Anthony Eden,
CAB,66,41,40,5-Oct-43,Memorandum,WP (43) 440,Electoral Reform. Report of the Committee on Electoral Machinery.,Herbert Morrison,
CAB,66,41,41,5-Oct-43,Memorandum,WP (43) 441,Indian Policy.,L S Amery,
CAB,66,41,42,6-Oct-43,Memorandum,WP (43) 442,Indian Policy.,Winston S Churchill,
CAB,66,41,43,6-Oct-43,Memorandum,WP (43) 443,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 26th September, 1943.",Archibald H M Sinclair,
CAB,66,41,44,6-Oct-43,Memorandum,WP (43) 444,Scope and Functions of the Politico-Military Commission.,Anthony Eden,
CAB,66,41,45,6-Oct-43,Memorandum,WP (43) 445,Indian Policy.,Winston S Churchill,
CAB,66,41,46,7-Oct-43,Memorandum,WP (43) 446,Examination of the Present System of Control in the Coalmining Industry and Future Policy.,Gwilym Lloyd-George,
CAB,66,41,47,11-Oct-43,Memorandum,WP (43) 447,Notes by the Prime Minister for Foreign Secretary at the Forthcoming Meeting.,Winston S Churchill,
CAB,66,41,48,6-Oct-43,Memorandum,WP (43) 448,Man-Power requirements for the Navy and Admiralty Industries for 1944.,A V Alexander,
CAB,66,41,49,7-Oct-43,Memorandum,WP (43) 449,"Weekly Resume (No. 214) of the Naval, Military and Air Situation from 0700 30th September, to 0700 7th October, 1943.",Chiefs of Staff,
CAB,66,41,50,8-Oct-43,Memorandum,WP (43) 450,India. Directive to the Viceroy Designate.,Winston S Churchill,
CAB,66,42,1,11-Oct-43,Memorandum,WP (43) 451,"Draft Statement by the Minister of Fuel and Power for the Coal Debate, 12th October, 1943.",John Anderson,
CAB,66,42,2,8-Oct-43,Memorandum,WP (43) 452,Electoral Reform.,Herbert Morrison,
CAB,66,42,3,13-Oct-43,Memorandum,WP (43) 453,Government Building Programme. Proposals for Period October-December 1943.,Oliver Lyttelton,
CAB,66,42,4,14-Oct-43,Memorandum,WP (43) 454,"Redistribution of Man-Power 1st April to 31st August, 1943.",Ernest Bevin,
CAB,66,42,5,13-Oct-43,Memorandum,WP (43) 455,Agricultural Prices and Post-War Policy.,Robert S Hudson and Thomas Johnston,
CAB,66,42,6,13-Oct-43,Memorandum,WP (43) 456,Ireland.,Cranborne,
CAB,66,42,7,13-Oct-43,Memorandum,WP (43) 457,Widows' War Pensions and Gratuities.,A V Alexander,
CAB,66,42,8,13-Oct-43,Memorandum,WP (43) 458,Post-War Agricultural Policy.,"Secretary of State for Air and Secretary, Department of Overseas Trade",
CAB,66,42,9,14-Oct-43,Memorandum,WP (43) 459,"Weekly Resume (No. 215) of the Naval, Military and Air Situation from 0700 7th October, to 0700 14th October, 1943.",Chiefs of Staff,
CAB,66,42,10,18-Oct-43,Memorandum,WP (43) 460,"Organisation of Allied Naval, Army and Air Contingents. Twenty-Sixth Report for the Quarter ending September 30, 1943.",War Cabinet Offices,
CAB,66,42,11,18-Oct-43,Memorandum,WP (43) 461,United Nations Relief and Rehabilitation Administration. Instructions to United Kingdom Representatives.,"Oliver Lyttelton, Hugh Dalton, Richard K Law",
CAB,66,42,12,18-Oct-43,Memorandum,WP (43) 462,British Commonwealth Conversations on Civil Air Transport.,E E Bridges,
CAB,66,42,13,18-Oct-43,Memorandum,WP (43) 463,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 10th October, 1943.",Archibald H M Sinclair,
CAB,66,42,14,20-Oct-43,Memorandum,WP (43) 464,Manpower Requirements for the Army for 1944.,P J Grigg,
CAB,66,42,15,20-Oct-43,Memorandum,WP (43) 465,Reconstruction Plans.,Cherwell,
CAB,66,42,16,19-Oct-43,Memorandum,WP (43) 466,Unemployment Insurance.,Clement R Attlee,
CAB,66,42,17,19-Oct-43,Memorandum,WP (43) 467,War - Transition - Peace.,Winston S Churchill,
CAB,66,42,18,21-Oct-43,Memorandum,WP (43) 468,Third Protocol Supplies to the U.S.S.R.,Oliver Lyttelton,
CAB,66,42,19,20-Oct-43,Memorandum,WP (43) 469,Storage in Port Areas.,Leathers,
CAB,66,42,20,15-Oct-43,Memorandum,WP (43) 470,Post-War Reconstruction - Third Quarterly Survey.,W A Jowitt,
CAB,66,42,21,21-Oct-43,Memorandum,WP (43) 471,Conditions of British Prisoners of War in Siam.,P J Grigg,
CAB,66,42,22,22-Oct-43,Memorandum,WP (43) 472,Man Power.,Ernest Bevin,
CAB,66,42,23,21-Oct-43,Memorandum,WP (43) 473,"Weekly Resume (No. 216) of the Naval, Military and Air Situation from 0700 14th October, to 0700 21st October, 1943",Chiefs of Staff,
CAB,66,42,24,24-Oct-43,Memorandum,WP (43) 474,Post-War Agricultural Policy.,Clement R Attlee,
CAB,66,42,25,25-Oct-43,Memorandum,WP (43) 475,"Report on the implementation of the Second Soviet Protocol, with comparisons between the Second and Third Protocols.",Oliver Lyttelton,
CAB,66,42,26,27-Oct-43,Memorandum,WP (43) 476,Plans for the Transition Period.,Winston S Churchill,
CAB,66,42,27,25-Oct-43,Memorandum,WP (43) 477,Reciprocal Aid to United States.,John Anderson,
CAB,66,42,28,25-Oct-43,Memorandum,WP (43) 478,Reciprocal Aid to United States.,Richard K Law,
CAB,66,42,29,25-Oct-43,Memorandum,WP (43) 479,Probabilities of a German Collapse. Report by the Joint Intelligence Sub-Commiittee.,E E Bridges,
CAB,66,42,30,25-Oct-43,Memorandum,WP (43) 480,"Report for the Month of September 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,42,31,26-Oct-43,Memorandum,WP (43) 481,British Commonwealth Conversations on Civil Air Transport.,Beaverbrook,
CAB,66,42,32,21-Oct-43,Memorandum,WP (43) 482,London Airfield for Transport Services.,Archibald H M Sinclair,
CAB,66,42,33,26-Oct-43,Memorandum,WP (43) 483,Widows' War Pensions and Gratuities.,Walter Womersley,
CAB,66,42,34,27-Oct-43,Memorandum,WP (43) 484,Publicity concerning Japanese treatment of British Prisoners of War and Civilian Internees.,Richard K Law,
CAB,66,42,35,29-Oct-43,Memorandum,WP (43) 485,Land Utilisation in Rural Areas.,W A Jowitt,
CAB,66,42,36,28-Oct-48,Memorandum,WP (43) 486,"Weekly Resume (No. 217) of the Naval, Military and Air situation from 0700 21st October, to 0700 28th October, 1943.",Chiefs of Staff,
CAB,66,42,37,4-Nov-43,Memorandum,WP (43) 487,Ethiopia.,Moyne,
CAB,66,42,38,29-Oct-43,Memorandum,WP (43) 488,East Africa. Compulsory Labour for Civilian Purposes.,Oliver Stanley,
CAB,66,42,39,30-Oct-43,Memorandum,WP (43) 489,Building Labour for Housing Work.,Ernest Brown,
CAB,66,42,40,1-Nov-43,Memorandum,WP (43) 490,Man-Power.,Winston S Churchill,
CAB,66,42,41,1-Nov-43,Memorandum,WP (43) 491,Suez Canal.,Richard K Law,
CAB,66,42,42,1-Nov-43,Memorandum,WP (43) 492,Committee of Inquiry into Detention Barracks.,E E Bridges,
CAB,66,42,43,1-Nov-43,Memorandum,WP (43) 493,Canadian Gift of Wheat to India.,L S Amery,
CAB,66,42,44,22-Nov-43,Memorandum,WP (43) 494,Report of the Demobilisation Committee.,W A Jowitt,
CAB,66,42,45,26-Nov-43,Memorandum,WP (43) 495,"Report for the Month of October 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,42,46,9-Nov-43,Memorandum,WP (43) 496,The Punishment of War Criminals.,Winston S Churchill,
CAB,66,42,47,2-Nov-43,Memorandum,WP (43) 497,Building Labour for Housing Work.,Thomas Johnston,
CAB,66,42,48,2-Nov-43,Memorandum,WP (43) 498,London Airfield for Transport Services.,Ernest Brown,
CAB,66,42,49,2-Nov-43,Memorandum,WP (43) 499,Widows' War Pensions and Gratuities.,John Anderson,
CAB,66,42,50,3-Nov-43,Memorandum,WP (43) 500,Ireland - Suggested Reply to the State Department.,Cranborne,
CAB,66,43,1,3-Nov-43,Memorandum,WP (43) 501,Ireland - Analysis of differences between the Drafts of proposed United States Communication to the Eire Government.,Cranborne,
CAB,66,43,2,2-Nov-43,Memorandum,WP (43) 502,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 24th October, 1943.",Archibald H M Sinclair,
CAB,66,43,3,5-Nov-43,Memorandum,WP (43) 503,Rebuilding of Stalingrad.,Oliver Lyttelton,
CAB,66,43,4,4-Nov-43,Memorandum,WP (43) 504,Shipment of Foodgrains to India.,L S Amery,
CAB,66,43,5,4-Nov-43,Memorandum,WP (43) 505,"Weekly Resume (No. 218) of the Naval, Military and Air Situation from 0700 28th October, to 0700 4th November, 1943.",Chiefs of Staff,
CAB,66,43,6,5-Nov-43,Memorandum,WP (43) 506,World Food Supplies.,Woolton,
CAB,66,43,7,8-Nov-43,Memorandum,WP (43) 507,Newfoundland.,Cranborne,
CAB,66,43,8,8-Nov-43,Memorandum,WP (43) 508,Supplementary Pensions and Unemployment Assistance.,Clement R Attlee,
CAB,66,43,9,9-Nov-43,Memorandum,WP (43) 509,The King's Speeches on the forthcoming Prorogation and Opening of Parliament.,Clement R Attlee,
CAB,66,43,10,16-Nov-43,Memorandum,WP (43) 510,Palestine Gendarmerie.,Oliver Stanley,
CAB,66,43,11,11-Nov-43,Memorandum,WP (43) 511,"Redistribution of Man-Power 1st April to 30th September, 1943.",Ernest Bevin,
CAB,66,43,12,9-Nov-43,Memorandum,WP (43) 512,Supplementary Pensions and Unemployment Assistance.,John Anderson,
CAB,66,43,13,16-Nov-43,Memorandum,WP (43) 513,The King's Speeches on the forthcoming Prorogation and Opening of Parliament.,E E Bridges,
CAB,66,43,14,11-Nov-43,Memorandum,WP (43) 514,Anglo-American Organisation for Civil Affairs in Liberated and Conquered Areas.,Clement R Attlee,
CAB,66,43,15,11-Nov-43,Memorandum,WP (43) 515,"Weekly Resume (No. 219) of the Naval, Military and Air Situation from 0700 4th November, to 0700 11th November, 1943.",Chiefs of Staff,
CAB,66,43,16,12-Nov-43,Memorandum,WP (43) 516,Air Raid Censorship.,Herbert Morrison and Brendan Bracken,
CAB,66,43,17,12-Nov-43,Memorandum,WP (43) 517,London Airfield for Transport Services.,Clement R Attlee,
CAB,66,43,18,14-Nov-43,Memorandum,WP (43) 518,Policy towards Greece.,Anthony Eden,
CAB,66,43,19,15-Nov-43,Memorandum,WP (43) 519,Civil Affairs Organisation.,Clement R Attlee,
CAB,66,43,20,16-Nov-43,Memorandum,WP (43) 520,The German Long-Range Rocket and Civil Defence Strengths.,Herbert Morrison,
CAB,66,43,21,16-Nov-43,Memorandum,WP (43) 521,Policy towards Greece.,Selborne,
CAB,66,43,22,17-Nov-43,Memorandum,WP (43) 522,Greece.,Anthony Eden,
CAB,66,43,23,18-Nov-43,Memorandum,WP (43) 523,Newfoundland.,Beaverbrook,
CAB,66,43,24,17-Nov-43,Memorandum,WP (43) 524,"Summary of Operations of Bomber Command for fortnight ending 1200 hours, Sunday, 7th November, 1943.",Archibald H M Sinclair,
CAB,66,43,25,18-Nov-43,Memorandum,WP (43) 525,"Weekly Resume (No. 220) of the Naval, Military and Air Situation from 0700 11th November, to 0700 18th November, 1943.",Chiefs of Staff,
CAB,66,43,26,21-Nov-43,Memorandum,WP (43) 526,Policy towards Greece.,Anthony Eden,
CAB,66,43,27,22-Nov-43,Memorandum,WP (43) 527,Morale in Germany.,Anthony Eden,
CAB,66,43,28,22-Nov-43,Memorandum,WP (43) 528,Possible Lines of a Polish-Soviet Settlement.,Anthony Eden,
CAB,66,43,29,22-Nov-43,Memorandum,WP (43) 529,Relief Estimates for Food and other Requirements.,Richard K Law,
CAB,66,43,30,24-Nov-43,Memorandum,WP (43) 530,London Airfield for Transport Services.,Thomas Johnston,
CAB,66,43,31,23-Nov-43,Memorandum,WP (43) 531,Man-Power for the Coal-Mining Industry.,Clement R Attlee,
CAB,66,43,32,22-Nov-43,Memorandum,WP (43) 532,Design and Construction of Post-War Civil Aircraft.,Archibald H M Sinclair and R Stafford Cripps,
CAB,66,43,33,24-Nov-43,Memorandum,WP (43) 533,"Red Army Day, 1944.",Brendan Bracken,
CAB,66,43,34,25-Nov-43,Memorandum,WP (43) 534,Man-Power for the Navy in 1944.,A V Alexander,
CAB,66,43,35,25-Nov-43,Memorandum,WP (43) 535,Civil Defence and Man-Power.,Herbert Morrison,
CAB,66,43,36,25-Nov-43,Memorandum,WP (43) 536,"Weekly Resume (No. 221) of the Naval, Military and Air Situation from 0700 18th November, to 0700 25th November, 1943.",Chiefs of Staff,
CAB,66,43,37,3-Dec-43,Memorandum,WP (43) 537,Post-War Civil Aviation.,Beaverbrook,
CAB,66,43,38,26-Nov-43,Memorandum,WP (43) 538,Office of the Minister of Reconstruction.,Winston S Churchill,
CAB,66,43,39,27-Nov-43,Memorandum,WP (43) 539,Man-Power Policy for 1944.,John Anderson,
CAB,66,43,40,26-Nov-43,Memorandum,WP (43) 540,Educational Reconstruction.,R A Butler,
