collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author
CAB,68,7,7,20-Aug-40,Memorandum,WP (R) (40) 187,"Analysis of Shipping Employment - 31st July, 1940.",Ministry of Shipping
CAB,68,7,8,2-Sep-40,Memorandum,WP (R) (40) 188,"Food Situation of the United Kingdom. Eleventh Report submitted by the Minister of Food for the month of July, 1940.",Woolton
CAB,68,7,9,3-Sep-40,Memorandum,WP (R) (40) 189,"Oil Position. Monthly Report for August, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,7,10,Sep-40,Memorandum,WP (R) (40) 190,"Economic Warfare. Monthly Report submitted by the Minister of Economic Warfare covering the period July 15th - August 31st, 1940.",Hugh Dalton
CAB,68,7,11,7-Sep-40,Memorandum,WP (R) (40) 191,"Civil Defence Report No. 21. Twenty-first Report submitted by the Minister of Home Security, covering the period from Midnight 4th August, 1940, to Midnight 1st September, 1940.",John Anderson
CAB,68,7,12,16-Sep-40,Memorandum,WP (R) (40) 192,"Coal Position. Twenty-second Report submitted by the Secretary for Mines covering the month of August, 1940.",David R Grenfell
CAB,68,7,13,24-Sep-40,Memorandum,WP (R) (40) 193,"Analysis of Shipping Employment - 31st August, 1940.",Ronald H Cross
CAB,68,7,14,2-Oct-40,Memorandum,WP (R) (40) 194,"Food Situation of the United Kingdom. Twelfth Report submitted by the Minister of Food for the month of August, 1940.",Woolton
CAB,68,7,15,26-Sep-40,Memorandum,WP (R) (40) 195,"Reports for Month of August 1940 for the Dominions, India, Burma, and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,7,16,10-Oct-40,Memorandum,WP (R) (40) 196,"Civil Defence Report No. 22. Twenty-second Report submitted by the Minister of Home Security, covering the period from Midnight 1st September, 1940, to Midnight 29th September, 1940.",Herbert Morrison
CAB,68,7,17,Oct-40,Memorandum,WP (R) (40) 197,"Economic Warfare. Monthly Report submitted by the Minister of Economic Warfare covering the period September 1st - September 31st, 1940.",Hugh Dalton
CAB,68,7,18,15-Oct-40,Memorandum,WP (R) (40) 198,"Oil Position. Monthly report for September, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,7,19,16-Oct-40,Memorandum,WP (R) (40) 199,"Reports for the Month of September 1940 for India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,7,20,21-Oct-40,Memorandum,WP (R) (40) 200,"Coal Position. Twenty-third Report submitted by the Secretary for Mines covering the month of September, 1940.",David R Grenfell
CAB,68,7,21,31-Oct-40,Memorandum,WP (R) (40) 201,"Food Situation of the United Kingdom. Thirteenth Report submitted by the Minister of Food for the month of September, 1940.",Woolton
CAB,68,7,22,30-Oct-40,Memorandum,WP (R) (40) 202,"Analysis of Shipping Employment - 30th September, 1940.",Ronald H Cross
CAB,68,7,23,Oct-40,Memorandum,WP (R) (40) 203,"Economic Warfare. Monthly Report submitted by the Minister of Economic Warfare covering the period Oct. 1st - Oct. 31st, 1940.",Hugh Dalton
CAB,68,7,24,16-Nov-40,Memorandum,WP (R) (40) 204,"Reports for the Month of October 1940 for India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,7,25,19-Nov-40,Memorandum,WP (R) (40) 205,"Coal Position. Twenty-fourth Report submitted by the Secretary for Mines covering the month of October, 1940.",David R Grenfell
CAB,68,7,26,15-Nov-40,Memorandum,WP (R) (40) 206,"Oil Position. Monthly report for October, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,7,27,27-Nov-40,Memorandum,WP (R) (40) 207,"Analysis of Shipping Employment - 31st October, 1940.",Ronald H Cross
CAB,68,7,28,3-Dec-40,Memorandum,WP (R) (40) 208,"Food Situation of the United Kingdom. Fourteenth Report submitted by the Minister of Food for the month of October, 1940.",Woolton
CAB,68,7,29,11-Dec-40,Memorandum,WP (R) (40) 209,"Reports for the Month of November 1940 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,7,30,12-Dec-40,Memorandum,WP (R) (40) 210,"Coal Position. Twenty-fifth Report submitted by the Secretary for Mines covering the month of November, 1940.",David R Grenfell
CAB,68,7,31,20-Dec-40,Memorandum,WP (R) (40) 211,"Oil Position. Monthly Report for November, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,7,32,26-Dec-40,Memorandum,WP (R) (40) 212,"Economic Warfare. Report for the month of November, 1940.",Hugh Dalton
CAB,68,7,33,30-Dec-40,Memorandum,WP (R) (40) 213,"Food situation in the United Kingdom. Report for November, 1940.",Woolton
CAB,68,8,1,1-Jan-41,Memorandum,WP (R) (41) 1,"Analysis of Shipping Employment - 30th November, 1940.",Ronald H Cross
CAB,68,8,2,15-Jan-41,Memorandum,WP (R) (41) 2,Notifications of Infectious Diseases.,Malcolm MacDonald
CAB,68,8,3,17-Jan-41,Memorandum,WP (R) (41) 3,"Analysis of Shipping Employment - 31st December, 1940.",Ronald H Cross
CAB,68,8,4,16-Jan-41,Memorandum,WP (R) (41) 4,"Reports for the Month of December 1940 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,5,21-Jan-41,Memorandum,WP (R) (41) 5,"Economic Warfare. Report for December, 1940.",Hugh Dalton
CAB,68,8,6,21-Jan-41,Memorandum,WP (R) (41) 6,"Coal Position. Twenty-sixth Report submitted by the Secretary for Mines covering the month of December, 1940.",David R Grenfell
CAB,68,8,7,18-Jan-41,Memorandum,WP (R) (41) 7,"Oil Position. Monthly Report for December, 1940, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,8,28-Jan-41,Memorandum,WP (R) (41) 8,Food Situation of the United Kingdom. Monthly Report for December 1940.,Woolton
CAB,68,8,9,12-Feb-41,Memorandum,WP (R) (41) 9,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,10,13-Feb-41,Memorandum,WP (R) (41) 10,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,8,11,13-Feb-41,Memorandum,WP (R) (40) 11,"Economic Warfare. Report for January, 1941.",Hugh Dalton
CAB,68,8,12,18-Feb-41,Memorandum,WP (R) (41) 12,"Oil Position. Monthly Report for January, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,13,17-Feb-41,Memorandum,WP (R) (41) 13,"Reports for the Month of January, 1941, for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,14,24-Feb-41,Memorandum,WP (R) (41) 14,"Analysis of Shipping Employment - 31st January, 1941.",Ronald H Cross
CAB,68,8,15,26-Feb-41,Memorandum,WP (R) (41) 15,"The Coal Position. Monthly Report by the Secretary for Mines covering January, 1941.",David R Grenfell
CAB,68,8,16,3-Mar-41,Memorandum,WP (R) (41) 16,Food situation of the United Kingdom. Monthly Report for January 1941.,Woolton
CAB,68,8,17,10-Mar-41,Memorandum,WP (R) (41) 17,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,18,14-Mar-41,Memorandum,WP (R) (41) 18,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,8,19,14-Mar-41,Memorandum,WP (R) (41) 19,"Economic Warfare. Report for February, 1941.",Hugh Dalton
CAB,68,8,20,18-Mar-41,Memorandum,WP (R) (41) 20,"The Coal Position. Monthly Report by the Secretary for Mines covering February, 1941.",David R Grenfell
CAB,68,8,21,19-Mar-41,Memorandum,WP (R) (41) 21,"Reports for the Month of February 1941 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,22,24-Mar-41,Memorandum,WP (R) (41) 22,"Oil Position. Monthly Report for February, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,23,29-Mar-41,Memorandum,WP (R) (41) 23,Analysis of Shipping Employment - 28th February.,Ronald H Cross
CAB,68,8,24,31-Mar-41,Memorandum,WP (R) (41) 24,Food Situation in the United Kingdom. Monthly Report for February 1941.,Woolton
CAB,68,8,25,9-Apr-41,Memorandum,WP (R) (41) 25,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,8,26,9-Apr-41,Memorandum,WP (R) (41) 26,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,27,14-Apr-41,Memorandum,WP (R) (41) 27,"Economic Warfare. Report for March, 1941.",Hugh Dalton
CAB,68,8,28,18-Apr-41,Memorandum,WP (R) (41) 28,"Reports for the Month of March 1941 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,29,25-Apr-41,Memorandum,WP (R) (41) 29,"The Coal Position. Monthly Report by the Secretary for Mines covering March, 1941.",David R Grenfell
CAB,68,8,30,22-Apr-41,Memorandum,WP (R) (41) 30,"Oil Position. Monthly Report for March, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,31,29-Apr-41,Memorandum,WP (R) (41) 31,Food Situation in the United Kingdom. Monthly Report for March 1941.,Woolton
CAB,68,8,32,30-Apr-41,Memorandum,WP (R) (41) 32,"Analysis of Shipping Employment - 31st March, 1941.",Ronald H Cross
CAB,68,8,33,8-May-41,Memorandum,WP (R) (41) 33,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,34,8-May-41,Memorandum,WP (R) (41) 34,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,8,35,13-May-41,Memorandum,WP (R) (41) 35,"The Coal Position. Monthly Report by the Secretary for Mines covering April, 1941.",David R Grenfell
CAB,68,8,36,13-May-41,Memorandum,WP (R) (41) 36,"Oil Position. Monthly Report for April, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,37,19-May-41,Memorandum,WP (R) (41) 37,"Economic Warfare. Report for April, 1941.",Hugh Dalton
CAB,68,8,38,23-May-41,Memorandum,WP (R) (41) 38,"Reports for the Month of April 1941 for the Dominions, India, Burma and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,39,31-May-41,Memorandum,WP (R) (41) 39,"Food Situation in the United Kingdom. Monthly Report for April, 1941.",Woolton
CAB,68,8,40,7-Jun-41,Memorandum,WP (R) (41) 40,"The Coal Position. Monthly Report by the Secretary for Mines covering May, 1941.",David R Grenfell
CAB,68,8,41,17-Jun-41,Memorandum,WP (R) (41) 41,"Economic Warfare. Report for May, 1941.",Hugh Dalton
CAB,68,8,42,17-Jun-41,Memorandum,WP (R) (41) 42,"Oil Position. Monthly Report for May, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,43,23-Jun-41,Memorandum,WP (R) (41) 43,"Reports for Month of May 1941 for the Dominions, India, Burma, and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,44,30-Jun-41,Memorandum,WP (R) (41) 44,"Food Situation in the United Kingdom. Monthly Report for May, 1941.",Woolton
CAB,68,8,45,11-Jul-41,Memorandum,WP (R) (41) 45,"Oil Position. Monthly Report for June, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,46,17-Jul-41,Memorandum,WP (R) (41) 46,"Economic Warfare. Report for June, 1941.",Hugh Dalton
CAB,68,8,47,19-Jul-41,Memorandum,WP (R) (41) 47,"The Coal Position. Monthly Report by the Secretary for Mines covering June,1941.",David R Grenfell
CAB,68,8,48,21-Jul-41,Memorandum,WP (R) (41) 48,"Reports for the Month of June 1941 for the Dominions. India, Burma, and the Colonies, Protectorates and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,49,28-Jul-41,Memorandum,WP (R) (41) 49,"Food Situation in the United Kingdom. Monthly Report for June, 1941.",Woolton
CAB,68,8,50,8-Aug-41,Memorandum,WP (R) (41) 50,"The Coal Position. Monthly Report by the Secretary for Mines covering July, 1941.",David R Grenfell
CAB,68,8,51,9-Aug-41,Memorandum,WP (R) (41) 51,"Oil Position. Monthly Report for July, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,52,21-Aug-41,Memorandum,WP (R) (41) 52,"Economic Warfare. Report for July, 1941.",Hugh Dalton
CAB,68,8,53,21-Aug-41,Memorandum,WP (R) (41) 53,"Reports for the Month of July 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,54,3-Sep-41,Memorandum,WP (R) (41) 54,"Food Situation in the United Kingdom. Monthly Report for July, 1941.",Woolton
CAB,68,8,55,9-Sep-41,Memorandum,WP (R) (41) 55,Coal. Report by the Secretary for Mines for August.,David R Grenfell
CAB,68,8,56,15-Sep-41,Memorandum,WP (R) (41) 56,"Oil Position. Monthly Report for August, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,57,19-Sep-41,Memorandum,WP (R) (41) 57,"Economic Warfare. Report for August, 1941.",Hugh Dalton
CAB,68,8,58,Sep-41,Memorandum,WP (R) (41) 58,"Reports for the Month of August 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,59,2-Oct-41,Memorandum,WP (R) (41) 59,"Food Situation in the United Kingdom. Monthly Report for August, 1941.",Woolton
CAB,68,8,60,13-Oct-41,Memorandum,WP (R) (41) 60,"Oil Position. Monthly Report for September, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,61,20-Oct-41,Memorandum,WP (R) (41) 61,"Coal. Monthly Report by the Mines Department September, 1941.",David R Grenfell
CAB,68,8,62,20-Oct-41,Memorandum,WP (R) (41) 62,"Reports for the Month of September 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,63,22-Oct-41,Memorandum,WP (R) (41) 63,"Economic Warfare. Report for September, 1941.",Hugh Dalton
CAB,68,8,64,28-Oct-41,Memorandum,WP (R) (41) 64,"Food Situation in the United Kingdom. Monthly Report for September, 1941.",Woolton
CAB,68,8,65,12-Nov-41,Memorandum,WP (R) (41) 65,Notifications of Infectious Disease in Scotland.,Thomas Johnston
CAB,68,8,66,14-Nov-41,Memorandum,WP (R) (41) 66,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,67,18-Nov-41,Memorandum,WP (R) (41) 67,"Economic Warfare. Report for October, 1941.",Hugh Dalton
CAB,68,8,68,15-Nov-41,Memorandum,WP (R) (41) 68,"Oil Position. Monthly Report for October, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,69,21-Nov-41,Memorandum,WP (R) (41) 69,"Reports for the Month of October 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,70,29-Nov-41,Memorandum,WP (R) (41) 70,"Food Situation in the United Kingdom. Monthly Report for October, 1941.",Woolton
CAB,68,8,71,10-Dec-41,Memorandum,WP (R) (41) 71,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,8,72,16-Dec-41,Memorandum,WP (R) (41) 72,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,8,73,16-Dec-41,Memorandum,WP (R) (41) 73,"Oil Position. Monthly Report for November, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,8,74,20-Dec-41,Memorandum,WP (R) (41) 74,"Economic Warfare. Report for November, 1941.",Hugh Dalton
CAB,68,8,75,24-Dec-41,Memorandum,WP (R) (41) 75,"Reports for the Month of November 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,8,76,31-Dec-41,Memorandum,WP (R) (41) 76,"Food Situation in the United Kingdom. Monthly Report for November, 1941.",Woolton
CAB,68,9,1,6-Jan-42,Memorandum,WP (R) (42) 1,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,2,7-Jan-42,Memorandum,WP (R) (42) 2,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,3,14-Jan-42,Memorandum,WP (R) (42) 3,"Economic Warfare. Report for the month of December, 1941.",Hugh Dalton
CAB,68,9,4,15-Jan-42,Memorandum,WP (R) (42) 4,"Oil Position. Monthly Report for December, 1941, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,9,5,24-Jan-42,Memorandum,WP (R) (42) 5,"Reports for the Month of December 1941 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,6,29-Jan-42,Memorandum,WP (R) (42) 6,Food Situation in the United Kingdom. Monthly Report for December 1941.,Woolton
CAB,68,9,7,3-Feb-42,Memorandum,WP (R) (42) 7,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,8,4-Feb-42,Memorandum,WP (R) (42) 8,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,9,12-Feb-42,Memorandum,WP (R) (42) 9,"Economic Warfare. Report for the month of January, 1942.",Hugh Dalton
CAB,68,9,10,23-Feb-42,Memorandum,WP (R) (42) 10,"Reports for the Month of January 1942 for the Dominions, India, Burma, and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,11,27-Feb-42,Memorandum,WP (R) (42) 11,"Oil Position. Monthly Report for 4 weeks ending 29th January, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,9,12,3-Mar-42,Memorandum,WP (R) (42) 12,Food Situation in the United Kingdom. Monthly Report for January 1942.,Woolton
CAB,68,9,13,5-Mar-42,Memorandum,WP (R) (42) 13,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,14,5-Mar-42,Memorandum,WP (R) (42) 14,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,15,13-Mar-42,Memorandum,WP (R) (42) 15,"Economic Warfare. Report for the month of February, 1942.",Selborne
CAB,68,9,16,12-Mar-42,Memorandum,WP (R) (42) 16,"Oil Position. Monthly Report for 4 weeks ending 26th February, submitted by the Secretary for Petroleum.",Geoffrey Lloyd
CAB,68,9,17,25-Mar-42,Memorandum,WP (R) (42) 17,"Report for the Month of February 1942 for the Dominions, India, Burma and the Colonies, and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,18,27-Mar-42,Memorandum,WP (R) (42) 18,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,19,2-Apr-42,Memorandum,WP (R) (42) 19,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,20,16-Apr-42,Memorandum,WP (R) (42) 20,"Economic Warfare. Report for the month of March, 1942.",Selborne
CAB,68,9,21,24-Apr-42,Memorandum,WP (R) (42) 21,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,22,25-Apr-42,Memorandum,WP (R) (42) 22,"Report for the Month of March 1942 for the Dominions. India, Burma and theColonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,23,28-Apr-42,Memorandum,WP (R) (42) 23,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,24,13-May-42,Memorandum,WP (R) (42) 24,"Economic Warfare. Report for the month of April, 1942.",Selborne
CAB,68,9,25,27-May-42,Memorandum,WP (R) (42) 25,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,26,26-May-42,Memorandum,WP (R) (42) 26,"Report for the Month of April, 1942 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,27,27-May-42,Memorandum,WP (R) (42) 27,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,28,12-Jun-42,Memorandum,WP (R) (42) 28,"Economic Warfare. Report for the month of May, 1942.",Selborne
CAB,68,9,29,23-Jun-42,Memorandum,WP (R) (42) 29,"Report for the Month of May 1942 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,30,23-Jun-42,Memorandum,WP (R) (42) 30,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,31,23-Jun-42,Memorandum,WP (R) (42) 31,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,32,13-Jul-42,Memorandum,WP (R) (42) 32,"Economic Warfare. Report for the month of June, 1942.",Selborne
CAB,68,9,33,22-Jul-42,Memorandum,WP (R) (42) 33,"Report for the Month of June 1942 for the Dominions, India, Burma, and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,34,28-Jul-42,Memorandum,WP (R) (42) 34,Notifications of Infectious Diseases.,Ernest Brown
CAB,68,9,35,29-Jul-42,Memorandum,WP (R) (42) 35,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,36,8-Aug-42,Memorandum,WP (R) (42) 36,"Economic Warfare. Report for the month of July, 1942.",Selborne
CAB,68,9,37,22-Aug-42,Memorandum,WP (R) (42) 37,Notification of Infectious Diseases.,Ernest Brown
CAB,68,9,38,25-Aug-42,Memorandum,WP (R) (42) 38,"Report for the Month of July 1942 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,39,22-Aug-42,Memorandum,WP (R) (42) 39,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,40,5-Sep-42,Memorandum,WP (R) (42) 40,"Economic Warfare. Report for the month of August, 1942.",Selborne
CAB,68,9,41,12-Sep-42,Memorandum,WP (R) (42) 41,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,42,15-Sep-42,Memorandum,WP (R) (42) 42,Notification of Infectious Diseases.,Ernest Brown
CAB,68,9,43,Sep-42,Memorandum,WP (R) (42) 43,"Report for the Month of August 1942 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,44,8-Oct-42,Memorandum,WP (R) (42) 44,"Economic Warfare. Report for the month of September, 1942.",Selborne
CAB,68,9,45,13-Oct-42,Memorandum,WP (R) (42) 45,Notifications of Infectious Diseases in Scotland.,Thomas Johnston
CAB,68,9,46,13-Oct-42,Memorandum,WP (R) (42) 46,Notification of Infectious Diseases.,Ernest Brown
CAB,68,9,47,26-Oct-42,Memorandum,WP (R) (42) 47,"Report for the Month of September 1942, for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,48,27-Nov-42,Memorandum,WP (R) (42) 48,"Report for the Month of October 1942, for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
CAB,68,9,49,28-Dec-42,Memorandum,WP (R) (42) 49,"Report for the Month of November 1942 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies"
