collection,series,piece,item,Covering_date,Type,Former Reference,Agenda
CAB,195,12,13,5-Apr-54,Notebook,CC (54) 25,1. The Budget
CAB,195,12,14,7-Apr-54,Notebook,CC (54) 26,1. Royal Tour; 2. Parliament; 3. Indo-China; 4. British Honduras; 5. Parliament: Expenses of Members
CAB,195,12,15,7-Apr-54,Notebook,CC (54) 27,1. Post Office Workers: Wages Claim; 2. Industrial Disputes: Railways; 3. European Coal &amp; Steel Community; 4. High Commission Territories; 5. Food: Bacon Imports
CAB,195,12,16,13-Apr-54,Notebook,CC (54) 28,1. Parliament; 4. Parliament: Members' Expenses; 5. Pensions; 6. Indo-China; 7. Trieste; 8. Royal Tour: Uganda; 9. Local Government Reform
CAB,195,12,17,15-Apr-54,Notebook,CC (54) 29,1. Hong-Kong; 2. Egypt; 3. Civil Defence; 4. G.A.T.T.; 5. Sexual Offences; 6. Malta; 7. Malaya: Constituton of Singapore
CAB,195,12,18,25-Apr-54,Notebook,Meeting of Ministers (54) 155 [CC (54) 30],1. Geneva Meeting; 2. Indo-China
CAB,195,12,19,28-Apr-54,Notebook,CC (54) 30,1. Colombo Meeting; 2. Parliament; 3. Indo-China; 5. Gibraltar: Pay of Industrial Workers; 6. Teachers' Superannuation Bill; 7. Occupational Health Scheme
CAB,195,12,20,3-May-54,Notebook,CC (54) 31,1. Indo-China; 2. Parliament: Members' Expenses
CAB,195,12,21,5-May-54,Notebook,CC (54) 32,1. Geneva Conference; 2. Parliament; 3. Indo-China; 4. Goa; 5. Government Programme for 1954/1955; 6. Recruitment of Ukrainians; 7. King George VI Memorial
CAB,195,12,22,12-May-54,Notebook,CC (54) 33,1. Parliament; 2. Indo-China; 3. Members' Expenses; 4. Teachers Superannuation Bill; 5. Colonial Exports; 6. Egypt: Defence Negotiations; 7. Russian Ballet: Visit to U.K.; 8. Sudan
CAB,195,12,23,20-May-54,Notebook,CC (54) 34,1. Parliament; 2. Teachers' Superannuation Bill; 3. Expenses of Members of Parliament; 4. Proceedings against Aneurin Bevan; 5. British Honduras; 6. Transfer of High Commission Territories; 7. Railway Strike
CAB,195,12,24,24-May-54,Notebook,CC (54) 35,1. Geneva Conference; 2. Atomic Energy: Quebec Agreement; 3. Members' Expenses; 4. Railway Strike
CAB,195,12,25,26-May-54,Notebook,CC (54) 36,1. Kenya: Air Operations; 2. Togoland; 3. Parliament; 4. Expenses of Members; 5. Pensions; 6. Sugar; 7. European Iron &amp; Coal Community; 8. Civil Defence Plans; 9. Apostolic Delegate in U.K.; 10. Fuel Policy; 11. Pakistan
CAB,195,12,26,2-Jun-54,Notebook,CC (54) 37,1. Parliament; 2. Economic Affairs; 3. Iraq: Defence Arrangments; 4. Crichel Down; 5. Tarrant Rushton; 6. Fuel Policy
CAB,195,12,27,2-Jun-54,Notebook,CC (54) 38,1. Members' Expenses
CAB,195,12,28,5-Jun-54,Notebook,CC (54) 39,1. Indo-China; 2. Anglo-U.S. Relations: Proposed Visit to Washington; 3. Saudi Arabia; 4. Expenses of Members; 5. Housing Subsides; 6. European Coal &amp; Steel Community
CAB,195,12,29,15-Jun-54,Notebook,CC (54) 40,1. Parliament; 2. Future of Colonial Service; 3. Foreign Affairs; 4. Recruitment of Gurkhas; 5. China: Dipolmatic Relations; 6. Dr. Cort; 7. Parliament: Members' Expenses
CAB,195,12,30,18-Jun-54,Notebook,CC (54) 41,1. Guatemala; 2. Parliament: Members' Expenses
CAB,195,12,31,21-Jun-54,Notebook,CC (54) 42,1. Geneva Conference; 2. Members' Expenses
CAB,195,12,32,22-Jun-54,Notebook,CC (54) 43,"1. Egypt; 2. Geneva Conference; 3. Atomic Energy: Atomic ""Bank"" Plan; 4. East/West Trade; 5. Dr. Cort; 6. Parliament; 7. Members' Expenses"
CAB,195,12,33,24-Jun-54,Notebook,CC (54) 44,1. Washington Talks: Anglo U.S. Declaration; 2. Parliament: Members Expenses; 3. Noise at Airfields; 4. Reorganisation of Railways; 5. Nationalised Industries: Select Committee; 6. B.B.C. Fortnight Rule
CAB,195,12,34,1-Jul-54,Notebook,CC (54) 45,1. East/West Trade; 2. Aden; 3. Cocos Islands; 4. Re-organisation of Railways; 5. Members' Expenses; 6. Crichel Down; 7. Parliament; 8. Council of Europe
CAB,195,12,35,6-Jul-54,Notebook,CC (54) 46,1. Aden; 2. High Commission Territories; 3. Parliament: Members' Expenses; 4. Housing Subsides; 5. Gatwick Airport; 6. Underground Car Park; 7. Finance Bill; 8. Ceylon
CAB,195,12,36,7-Jul-54,Notebook,CC (54) 47,1. Parliament; 2. Members' Expenses; 3. Egypt; 4. East/West Trade; 5. Washington Talks; 6. Atomic Weapons Programme
CAB,195,12,37,8-Jul-54,Notebook,CC (54) 48,1. Aden; 2. Atomic Weapons Programme; 3. Washington Talks: Meeting with Malenkov; 4. Parliament; 5. Re-organisation of Railways; 6. Parliament: Members' Expenses; 7. Coal Imports
CAB,195,12,38,9-Jul-54,Notebook,CC (54) 49,1. Washington Talks; 2. Indo-China; 3. Overseas Information Services
CAB,195,12,39,13-Jul-54,Notebook,CC (54) 50,1. Parliament; 2. Meeting with Malenkov; 3. Parliament: Expenses of Members; 4. Crichel Down; 5. Foreign Affairs; 6. High Commission Territories; 7. Industrial Disputes
CAB,195,12,40,20-Jul-54,Notebook,CC (54) 51,1. Geneva Conference: Indo-China; 2. Egypt; 3. Crichel Down; 4. Old Age Pensions; 5. Civil Expenditure; 6. Gatwick Airport
CAB,195,12,41,23-Jul-54,Notebook,CC (54) 52,1. Parliament; 2. Egypt; 3. Parliament: Members' Expenses; 4. Washington Talks: Meeting with M. Malenkov; 5. Indo-China; 6. Egypt
CAB,195,12,42,26-Jul-54,Notebook,CC (54) 53,1. China: Attack on British Aircraft; 2. Washington: Visit to M. Malenkov; 3. Atomic Weapons Programme; 4. Egypt: Defence Negotiations; 5. Cyprus; 6. Television Authority
CAB,195,12,43,27-Jul-54,Notebook,CC (54) 54,1. European Defence Community; 2. Egypt: Defence Negotiations; 3. Housing Subsidies; 4. Defence Expenditure
CAB,195,12,44,28-Jul-54,Notebook,CC (54) 55,1. Russia: Good Will Delegation; 2. Egypt: Defence Negotiations; 3. Germany: Bonn Conventions; 4. Parliament; 5. Legislative Programme for 1954/55; 6. Persia; 7. Legislation in H/Lords; 8. Civil Expenditure
CAB,195,12,45,29-Jul-54,Notebook,CC (54) 56,1. Egypt; 2. Malta; 3. Tarrant Rushton; 4. Capital Punishment; 5. Antarctica; 6. Gibraltar: Pay of Industrial Workers; 7. Germany: Abolition of Visas; 8. Persia: Loan
CAB,195,12,46,12-Oct-54,Notebook,CC (54) 64,1. Germany; 2. Formosa; 3. Industrial Disputes
CAB,195,12,47,14-Oct-54,Notebook,CC (54) 65,1. Industrial Disputes
CAB,195,12,48,15-Oct-54,Notebook,CC (54) 66,1. Cyprus; 2. Formosa; 3. Industrial Disputes
CAB,195,12,49,16-Oct-54,Notebook,CC (54) 67,1. Industrial Disputes: Docks
CAB,195,12,50,20-Oct-54,Notebook,CC (54) 68,1. Industrial Disputes; 2. Parliament; 3. Remuneration of Ministers; 4. Expenses of Peers; 5. Legislative Programme; 6. Parliament: Queens' Speeches; 7. Civil Defence; 8. Japan and G.A.T.T.
CAB,195,12,51,22-Oct-54,Notebook,CC (54) 69,1. Industrial Disputes; 2. Formosa; 3. Cyprus; 4. Uganda: The Kabaka; 5. Canada: Hurricane Damage
CAB,195,12,52,25-Oct-54,Notebook,CC (54) 70,1. Pakistan; 2. Dock Strike; 3. Canada: Hurricane Damage; 4. Cyprus; 5. Uganda: Buganda Protectorate; 6. U.S. Loan; 7. European Coal &amp; Steel Industry
CAB,195,12,53,28-Oct-54,Notebook,CC (54) 71,1. Parliament; 2. Overseas Information Services; 3. Economic Controls; 4. East/West Trade; 5. Scottish Affairs; 6. Dock Strike; 7. British Guiana; 8. Canada: Hurricane; 9. Persia
CAB,195,12,54,29-Oct-54,Notebook,CC (54) 72,1. Dock Strike; 2. Canada: Hurricane
CAB,195,12,55,5-Nov-54,Notebook,CC (54) 73,1. Defence Policy; 2. Austria; 3. Formosa; 4. Uganda; 5. Industrial Disputes: Docks
CAB,195,12,56,10-Nov-54,Notebook,CC (54) 74,1. Parliament; 2. Rabbits: Myxamatosis; 3. Agriculture: Administrative Tribunals; 4. Royal Flights; 5. Army &amp; Air Force Acts; 6. Uganda Protectorate; 7. Persia; 8. Pensions
CAB,195,12,57,11-Nov-54,Notebook,CC (54) 75,1. Wireless Licences; 2. Pensions; 3. Defence Programme
CAB,195,12,58,16-Nov-54,Notebook,CC (54) 76,1. Parliament; 2. Legislative Programme; 3. Opening Speech; 4. Pensions; 5. Boundary Commission's Report
CAB,195,12,59,17-Nov-54,Notebook,CC (54) 77,1. Boundary Commission Reports; 2. Uganda; 3. Prorogation Speech; 4. Opening Speech
CAB,195,12,60,24-Nov-54,Notebook,CC (54) 78,1. Parliament; 2. Renfrew Maintenance Base; 3. Pensions; 4. Coloured Workers; 5. Sale of Aircraft to Middle East
CAB,195,13,1,24-Nov-54,Notebook,CC (54) 79,1. Cyprus; 2. Parliament; 3. Foreign Affairs. a) Saar - b) S.E.A. - c) Quemoy; 4. Sale of Arms to M/East; 5. Atomic Energy
CAB,195,13,2,29-Nov-54,Notebook,CC (54) 80,1. Parliament. Debate on Address; 2. British Somaliland; 3. Investment Policy; 4. Education Policy; 5. Gibraltar: Trade Talks with Spain; 6. East-West Trade; 7. Formosa
CAB,195,13,3,2-Dec-54,Notebook,CC (54) 81,1. Foreign Affairs; 2. Parliament; 3. Roads: Rural Roads in Wales; 4. Road Traffic: Parking Meters; 5. Commonwealth Membership; 6. Sudan: Compensation for Officials; 7. N.A.T.O. Authority to SACEUR
CAB,195,13,4,6-Dec-54,Notebook,CC (54) 82,"1. Industrial Disputes: Railways; 2. House of Commons Disqualification: Peter Baker, M.P.; 3. Horror Comics; 4. Redistribution of Seats; 5. Sugar; 6. Retired Pay of Public Servants; 7. Colonial Immigrants; 8. Old Age Pensions; 9. European Community: Coal and Steel"
CAB,195,13,5,7-Dec-54,Notebook,CC (54) 83,1. Commonwealth Relations; 2. S.E.A.C.D.O.
CAB,195,13,6,8-Dec-54,Notebook,CC (54) 84,1. Formosa; 2. Soviet Union: Defectors; 3. Duke of Windsor Papers; 4. Parliament; 5. Parliamentary Constituencies; 6. H/Commons Disqualification: Mr. Peter Baker; 7. East/West Trade; 8. Industrial Disputes: Railways
CAB,195,13,7,13-Dec-54,Notebook,CC (54) 85,1. Industrial Disputes: Railways; 2. Housing
CAB,195,13,8,14-Dec-54,Notebook,CC (54) 86,1. Foreign Affairs; 2. Defence Policy: Fall-out etc.; 3. Hydrogen Bomb; 4. Railway Wage Dispute; 5. Parliamentary Constituencies; 6. Japan: Admission to G.A.T.T.
CAB,195,13,9,15-Dec-54,Notebook,CC (54) 87,1. Parliament; 2. Parliamentary Constituencies; 3. Industrial Disputes: Railways; 4. East/West Trade; 5. Warships for Israel; 6. Training of German Airmen by R.A.F.; 7. British Prisoners in Korea
CAB,195,13,10,16-Dec-54,Notebook,CC (54) 88,1. Parliament; 2. Industrial Disputes: Railways; 3. B.E.A. Renfrew Maintenance Base
CAB,195,13,11,20-Dec-54,Notebook,CC (54) 89,1. Parliamentary Constituencies; 2. Cyprus
CAB,195,13,12,21-Dec-54,Notebook,CC (54) 90,1. Parliamentary Constituencies; 2. Parliament; 3. Atomic Energy: Civil Use; 4. Renfrew Maintenance Base; 5. Parking Meters; 6. New Colonial Office Building; 7. Price of Sugar
CAB,195,13,13,22-Dec-54,Notebook,CC (54) 91,1. Parliamentary Constituencies; 2. Foreign Service - Expenditure; 3. Independent Television
CAB,195,13,14,22-Dec-54,Notebook,CC (54) 92,1. Strategic Intentions of U.K.; 2. Television Development; 3. Railway Wages Dispute
CAB,195,13,15,4-Jan-55,Notebook,CC (55) 1,1. Industrial Disputes: Railways
CAB,195,13,16,6-Jan-55,Notebook,CC (55) 2,1. Industrial Disputes: Railways - Preparation for Emergency
CAB,195,13,17,13-Jan-55,Notebook,CC (55) 3,1. Kenya; 2. Afro-Asian Conference; 3. Muscat; 4. Industrial Disputes: Railways; 5. House of Commons: Redistribution; 6. Colonial Immigrants
CAB,195,13,18,13-Jan-55,Notebook,CC (55) 4,Kenya
CAB,195,13,19,20-Jan-55,Notebook,CC (55) 5,1. Kenya; 2. Coloured Immigrants; 3. Foreign Affairs; 4. Foreign Service: Report of Estimates Committee; 5. Railways; 6. East-West Trade; 7. Equal Pay; 8. Price of Sugar; 9. Ireland
CAB,195,13,20,24-Jan-55,Notebook,CC (55) 6,1. Coloured Immigrants; 2. Formosa; 3. Export Trade; 4. Japan and G.A.T.T.; 5. Railways; 6. Parliament: Allowances for Peers; 7. Fog; 8. Political Broadcasting in Wales
CAB,195,13,21,27-Jan-55,Notebook,CC (55) 7,1. Parliament; 2. Bank-Rate; 3. Formosa; 4. Foreign Service: Estimates Committee; 5. National Coal Board: Re-organisation; 6. Horror Comics; 7. Prince of Hanover
CAB,195,13,22,31-Jan-55,Notebook,CC (55) 8,1. Treatment of Br. Prisoners by Chinese; 2. Formosa; 3. Thermo-Nuclear Weapons; 4. External Trade &amp; Payments; 5. Japan and G.A.T.T.; 6. Railways; 7. Parliament; 8. Fog; 9. Western European Union: Privileges
CAB,195,13,23,4-Feb-55,Notebook,CC (55) 9,1. Formosa; 2. Pakistan; 3. Closed under the Freedom of Information Act 2000; 4. Lybia; 5. Thermo-nuclear Weapons; 6. Farm Price Review
CAB,195,13,24,9-Feb-55,Notebook,CC (55) 10,1. Parliament; 2. Capital Punishment; 3. Prince of Hanover; 4. Closed under the Freedom of Information Act 2000; 5. Formosa; 6. Soviet Union; 7. Political Broadcasting
CAB,195,13,25,9-Feb-55,Notebook,CC (55) 11,1. Parliament: Salaries of Junior Ministers; 2. Defence White Paper; 3. Atomic Energy: Civil Uses
CAB,195,13,26,11-Feb-55,Notebook,CC (55) 12,1. Prince of Hanover; 2. Aircraft Production: White Paper; 3. Aircraft Production. Swift; 4. British Prisoners in Korea
CAB,195,13,27,15-Feb-55,Notebook,CC (55) 13,1. Formosa; 2. Naval Construction Programme; 3. Antartica; 4. New Colonial Office Building; 5. Review of G.A.T.T.
CAB,195,13,28,16-Feb-55,Notebook,CC (55) 14,1. Parliament; 2. New Colonial Office Building; 3. Review of G.A.T.T.
CAB,195,13,29,17-Feb-55,Notebook,CC (55) 15,1. Indian Communities in Colonies; 2. Sugar Bill; 3. Rating &amp; Valuation Bill; 4. Coloured Immigrants; 5. Public Transport: Special Travel Facilities; 6. Foreign Affairs; 7. Television: Sunday Hours
CAB,195,13,30,22-Feb-55,Notebook,CC (55) 16,1. Formosa; 2. Aircraft Production: Swift; 3. Monopolies; 4. Economic Situation; 5. Lancashire
CAB,195,13,31,23-Feb-55,Notebook,CC (55) 17,1. Economic Situation
CAB,195,13,32,24-Feb-55,Notebook,CC (55) 18,1. Economic Situation; 2. Parliament; 3. Valuation for Rating; 4. Parliament: Expenses of Peers; 5. Title of M' Agriculture; 6. Colonial Office Building
CAB,195,13,33,2-Mar-55,Notebook,CC (55) 19,1. Formosa; 2. Disarmament; 3. Israel; 4. British Prisoners in Korea; 5. Floods in Australia; 6. Economic Situation; 7. Parliament: Redistribution of Seats; 8. Parliament; 9. Prince Ernst Augst of Hanover; 10. House of Lords Reform: Expenses of Peers; 11. Coal Prices
CAB,195,13,34,3-Mar-55,Notebook,CC (55) 20,1. Formosa; 2. Parliament; 3. Guided Missiles: Corporal; 4. Departmental Records; 5. National Service: Police Cadets; 6. British Prisoners in Korea; 7. House of Lords Reform; 8. Farm Price Review; 9. I.L.O.
CAB,195,13,35,7-Mar-55,Notebook,CC (55) 21,1. Foreign Affairs: Sir A. Eden's Mission; 2. Coal Prices; 3. Japan and G.A.T.T.
CAB,195,13,36,9-Mar-55,Notebook,CC (55) 22,1. Parliament; 2. Cotton Industry; 3. Farm Price Review; 4. Coal Production: St. Leger; 5. Coal Prices
CAB,195,13,37,14-Mar-55,Notebook,CC (55) 23,1. U.S. Proposal for Meeting - Ratification &amp; Four Power Meeting
CAB,195,13,38,15-Mar-55,Notebook,CC (55) 24,1. European Defence: Four-Power Meeting; 2. Turko-Iraq Pact
CAB,195,13,39,16-Mar-55,Notebook,CC (55) 25,"1. Four-Power Meeting; 2. Parliament; 3. Colonial Immigrants; 4. Newsprint; 5. Local Government Reform; 6. United Nations: Assembly, 1956; 7. Comet Aircraft; 8. B.T.C. Charges; 9. United States Aid for Pakistan"
CAB,195,13,40,23-May-55,Notebook,CC (55) 26,1. Parliament; 2. G.A.T.T. Review; 3. Buganda: Kabaka; 4. Railway Charges; 5. Cotton Industry
CAB,195,13,41,30-Mar-55,Notebook,CC (55) 27,1. Four-Power Meeting; 2. Anglo-Iraq Treaty; 3. Parliament; 4. Non-Industrial Employment Bill; 5. Officers' Pensions; 6. National Service; 7. Renfrew Maintenance Base; 8. Industrial Disputes; 9. Colonial Office Building; 10. Review of G.A.T.T.; 11. Cotton Industry
CAB,195,13,42,5-Apr-55,Notebook,CC (55) 28,1. Industrial Disputes - Newspapers; 2. Austrian Treaty; 3. Korean Prisoners of War; 4. Naval Discipline Act; 5. Parliament; 6. Resignation of Government
CAB,195,13,43,7-Apr-55,Notebook,CM (55) 1,1. The Cabinet; 2. Industrial Disputes: Newspapers; 3. Cotton Industries; 4. Nuclear Weapons
CAB,195,13,44,12-Apr-55,Notebook,CM (55) 2,1. Northern Ireland: Unemployment; 2. European Defence; 3. Formosa; 4. Industrial Disputes: Newspapers; 5. Cotton Industry
CAB,195,13,45,18-Apr-55,Notebook,CM (55) 3,1. The Budget; 2. Cotton; 3. Industrial Disputes
CAB,195,13,46,19-Apr-55,Notebook,CM (55) 4,1. Election Business Committee; 2. Parliament; 3. Industrial Disputes; 4. Cotton; 5. Austria; 6. European Defence and Four-Power Meeting; 7. Formosa; 8. Afro-Asian Conference: Accident to Indian Aircraft; 9. Cyprus
CAB,195,13,47,22-Jun-55,Notebook,CM (55) 5,1. Parliament; 2. Cotton; 3. Railway Charges; 4. Industrial Disputes; 5. European Defence; 6. Disarmament; 7. Formosa
CAB,195,13,48,26-Apr-55,Notebook,CM (55) 6,1. Elections: Press Articles; 2. Parliament; 3. Formosa; 4. Four-Power Talks; 5. Industrial Disputes: Railways; 6. Ministry of Agriculture: Functions; 7. Common Land
CAB,195,13,49,27-Apr-55,Notebook,CM (55) 7,1. Industrial Disputes: Railways; 2. Cotton; 3. Austria
CAB,195,13,50,29-Apr-55,Notebook,CM (55) 8,1. Industrial Disputes: Railways; 2. Railway Charges; 3. Pensions: [Dependent] Parents
CAB,195,13,51,3-May-55,Notebook,CM (55) 9,1. Industrial Disputes; 2. Afro-Asian Conference: Loss of Indian Airliner; 3. Cotton; 4. Queen's Speech on Prorogation; 5. Colonial Immigrants; 6. European Defence; 7. Rating: Valuation In Scotland; 8. Cyprus
CAB,195,13,52,27-May-55,Notebook,CM (55) 10,1. Election; 2. Industrial Disputes: Railways; 3. Opening of Parliament; 4. Queen's Speech; 5. Kenya
CAB,195,13,53,2-Jun-55,Notebook,CM (55) 11,1. Industrial Disputes: Railways; 2. Industrial Disputes: General; 3. Queen's Speech; 4. Legislative Programme; 5. Kenya
CAB,195,13,54,7-Jun-55,Notebook,CM (55) 12,1. Parliament; 2. Four-Power Meeting; 3. Industrial Disputes: Railways; 4. Parliament: Emergencies during Dissolution; 5. Industrial Relations; 6. Kenya; 7. Monopolies; 8. Ministry of Housing and Local Govt; 9. Departmental Records
CAB,195,13,55,13-Jun-55,Notebook,CM (55) 13,1. Industrial Disputes: Railways
CAB,195,13,56,14-Jun-55,Notebook,CM (55) 14,1. Industrial Disputes: Railways; 2. Cyprus; 3. House of Commons Disqualification Bill; 4. Colonial Immigrants; 5. Japan and G.A.T.T.; 6. International Finance Corporation; 7. Israel
CAB,195,13,57,16-Jun-55,Notebook,CM (55) 15,1. Parliament; 2. Industrial Disputes; 3. Monopolies; 4. Gatwick Airport; 5. Palestine; 6. Administrative Tribunals
CAB,195,13,58,21-Jun-55,Notebook,CM (55) 16,1. Colonial Immigrants; 2. Parliament; 3. Crown Lands; 4. Aden; 5. Industrial Disputes: Ocean Liners; 6. Austrian Treaty; 7. Welsh Political Broadcasts; 8. Naval Visits to Spain; 9. Repairs to Downing Street
CAB,195,13,59,23-Jun-55,Notebook,CM (55) 17,1. Parliament; 2. Cyprus; 3. Aden Protectorate; 4. Coal Prices; 5. Industrial Disputes: Ocean Liners; 6. Administration Tribunals; 7. Remuneration of Ministers; 8. South Africa: Defence Talks
CAB,195,13,60,25-Jun-55,Notebook,CM (55) 18,1. Chairmanship of Conservative Party; 2. Malta; 3. Crown Lands; 4. D/Edinburgh: Flying; 5. South Africa: Defence Talks; 6. Aden Protectorate; 7. H/Commons Disqualification Bill; 8. Sugar Prices; 9. Legislative Programme; 10. Cyprus; 11. Industrial Disputes
CAB,195,13,61,30-Jun-55,Notebook,CM (55) 19,1. M.P.'s Salaries; 2. Parliament; 3. South Africa: Defence Talks; 4. Germany: Supplementary Army Estimate; 5. Foreign Affairs; 6. Administrative Tribunal; 7. Industrial Dispute: Docks; 8. European Integration; 9. Malta; 10. Japan and G.A.T.T.
CAB,195,14,1,5-Jul-55,Notebook,CM (55) 20,1. Leakages of Information; 2. H/Commons Disqualification; 3. Admiral Hughes-Hallet: Retired Pay; 4. Social Services; 5. Malta; 6. Industrial Disputes; 7. Mrs. Nunn May: Grant of Br. Passport; 8. Register of Electors; 9. Monopolies
CAB,195,14,2,7-Jul-55,Notebook,CM (55) 21,1. Cyprus; 2. Parliament; 3. Foreign Affairs; 4. Road Haulage Disposals; 5. Admiral Hughes-Hallett; 6. Housing Subsidies
CAB,195,14,3,12-Jul-55,Notebook,CM (55) 22,1. Atomic Energy: Statement by Scientists; 2. European Fund: Diplomatic Immunity; 3. Economic Situation; 4. Clean Air; 5. Cyprus; 6. Monopolies; 7. Legislation Programme
CAB,195,14,4,14-Jul-55,Notebook,CM (55) 23,1. Parliament; 2. Technical Educ; 3. Ministerial Remuneration; 4. Road Haulage Disposal; 5. Four-Power Talks; 6. Cyprus; 7. Housing: Subsidies; 8. Japan and G.A.T.T.; 9. Palestine; 10. Japanese War Criminals; 11. Uganda
CAB,195,14,5,26-Jul-55,Notebook,CM (55) 26,1. Parliament; 2. Economic Situation; 3. Malta Conference; 4. Four-Power Talks; 5. Singapore; 6. Security in Colonies; 7. Japan and G.A.T.T.; 8. Administrative Tribunals; 9 . Hyde Park Traffic Plan; 10. National Service: Science Teachers
CAB,195,14,6,28-Jul-55,Notebook,CM (55) 27,1. Cyprus; 2. Palestine; 3. Japanese War Criminals; 4. Legislation Programme; 5. Economic Situation; 6. Newsprint; 7. Cabinet Procedure in Recess; 8. China: Parliamentary Delegation
CAB,195,14,7,15-Aug-55,Notebook,CM (55) 28,1. I.R.A. Raids on Army Barracks; 2. Economic Affairs; 3. Singapore; 4. Meeting of Commonwealth Prime Minister; 5. Russian Visit to U.K.; 6. Road Haulage Disposals; 7. Mid. Ulster Bye Elections; 8. Japan: Trade &amp; Payments; 9. Irish Republic: German Industries; 10. Cyprus; 11. Disarmament; 12. German Prisoners of War
CAB,195,14,8,26-Aug-55,Notebook,CM (55) 29,1. Economic Situation; 2. Industrial Relations; 3. Japan: Trade and Payments; 4. Cyprus; 5. Broadcasting: 14 Day Rule; 6. Disarmament; 7. I.R.A. Raids; 8. Hong Kong: Loss of Indian Aircraft; 9. Sudan; 10. Bacon Prices
CAB,195,14,9,21-Sep-55,Notebook,CM (55) 32,1. Economic Situation; 2. International Bank and Fund; 3. United States Fruit; 4. G.A.T.T.; 5. Cyprus
CAB,195,14,10,22-Sep-55,Notebook,CM (55) 33,1. National Service; 2. Economic Situation; 3. Parliament: Re-distribution of Seats; 4. United States Fruit; 5. E/West Trade: Strategic Controls; 6. Arms for M/East: Supply of French Aircraft to Israel
CAB,195,14,11,4-Oct-55,Notebook,CM (55) 34,1. National Service; 2. Teachers' Superannuation; 3. Aerial Advertising; 4. Road Traffic: Park Lane Scheme; 5. Japan: Trade and Payments; 6. Economic Situation; 7. Foreign Affairs; 8. Industrial Hostels
CAB,195,14,12,3-Nov-55,Notebook,CM (55) 39,1. Burgess and MacLean; 2. Parliament; 3. House of Commons Disqualification Bill; 4. Road Haulage Disposal Bill; 5. Egypt: Aswan Dam; 6. Full Employment: White Paper; 7. Colonial Immigrants
CAB,195,14,13,10-Nov-55,Notebook,CM (55) 40,1. Parliament; 2. Monopolies: Report on Tyre Manufacture; 3. Broadcasting (a) 14 Day Rule (b) Political Broadcasts; 4. House of Lords: Appoinment of Joint Select Committees; 5. Aswan High Dam; 6. Togoland; 7. A Capital for Wales; 8. Pensions Increase Bill; 9. Expenditure of Local Authorities
CAB,195,14,14,17-Jan-56,Notebook,CM (56) 4,1. Export of Surplus War Materials; 2. Malaya; 3. Tariff Policy; 4. Alan Nunn May; 5. Widows Benefits; 6. Heroin; 7. Government Expenditure
CAB,195,14,15,23-Jan-56,Notebook,CM (56) 5,1. Pensions Increase; 2. Broadcasting: Athens Radio; 3. Newsprint
CAB,195,14,16,24-Feb-56,Notebook,CM (56) 6,1. Parliament; 2. Economic Situation
CAB,195,14,17,24-Jan-56,Notebook,CM (56) 7,1. Economic Situation - Agricultural Review - Social Services - Administrative Costs - Coal Imports - Steel Imports - Import Controls
CAB,195,14,18,31-Jan-56,Notebook,CM (56) 8,1. India and Pakistan: Arms; 2. Parliament; 3. Teachers' Superannuation Bill; 4. Cyprus; 5. Widows' Pensions; 6. Industrial Disputes: Printing; 7. Capital Punishment; 8. Betting &amp; Lotteries; 9. Fuel &amp; Power Prospects; 10. Cotton; 11. Danish Bacon; 12. Malta; 13. Washington Talks
CAB,195,14,19,8-Feb-56,Notebook,CM (56) 9,1. Queen's Tour in Nigeria; 2. Export of Arms: India; 3. Parliament; 4. House of Commons. Disqualification Bill; 5. Capital Punishment; 6. Widows' Pension; 7. Malaya
CAB,195,14,20,9-Feb-56,Notebook,CM (56) 10,1. Washington Talks; 2. Defence White Paper; 3. Capital Punishment
CAB,195,14,21,10-Feb-56,Notebook,CM (56) 11,1. Economic Situation; 2. Defence White Paper
CAB,195,14,22,13-Feb-56,Notebook,CM (56) 12,1. Foreign Service Officers - Burgess &amp; Maclean; 2. Economic Situation; 3. Newsprint; 4. Industrial Disputes. Printing; 5. International Wheat Agreement
CAB,195,14,23,14-Feb-56,Notebook,CM (56) 13,1. Restrictive Trade Practices Bill; 2. Economic Situation
CAB,195,14,24,15-Feb-56,Notebook,CM (56) 14,1. Economic Situation
CAB,195,14,25,16-Feb-56,Notebook,CM (56) 15,1. Northern Ireland Parliament: Disqualifications; 2. Parliament; 3. House of Commons: Remuneration of Members; 4. Argentina: Sale of Arms; 5. Widows' Pensions; 6. Visit of Russian Leaders
CAB,195,14,26,22-Feb-56,Notebook,CM (56) 16,1. Parliament; 2. N. Ireland Parliament: Disqualification; 3. Economic Situation; 4. Imperial Institute; 5. Egypt; 6. Capital Punishment; 7. Technical Education; 8. Legislative Programme; 9. Widows' Pensions; 10. British Transport Commission: Finances; 11. Malaya; 12. Cyprus; 13. Nuclear Tests
CAB,195,14,27,25-Feb-56,Notebook,CM (56) 17,1. S.E.A. Treaty Organisation; 2. Buraimi; 3. Jordan; 4. Foreign Secretary's Mission to M/East; 5. Cyprus; 6. Malta; 7. Parliament; 8. Visit of Russian Leaders; 9. Betting and Lotteries; 10. Farm Price Review
CAB,195,14,28,5-Mar-56,Notebook,CM (56) 18,1. Cyprus; 2. Jordan
