collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,,
CAB,129,71,3,2-Oct-54,Memorandum,C (54) 303,Scampton Airfield.,David Maxwell Fyfe,,
CAB,129,71,4,2-Oct-54,Memorandum,C (54) 304,Development of Gatwick Airport.,John A Boyd-Carpenter,,
CAB,129,71,5,4-Oct-54,Memorandum,C (54) 305,Negotiations with the High Authority of the European Coal and Steel Community.,Duncan Sandys,,
CAB,129,71,6,4-Oct-54,Memorandum,C (54) 306,Constitutional Developments in the Gold Coast.,Alan Lennox-Boyd,,
CAB,129,71,7,11-Oct-54,Memorandum,C (54) 307,Commonwealth Membership.,Swinton,,
CAB,129,71,8,12-Oct-54,Memorandum,C (54) 308,Formosa and the Coastal Islands.,Anthony Eden,,
CAB,129,71,9,13-Oct-54,Memorandum,C (54) 309,Town and Country Planning Bill.,Harold Macmillan,,
CAB,129,71,10,14-Oct-54,Memorandum,C (54) 310,Legislative Programme: 1954-55 Session.,Harry Crookshank,,
CAB,129,71,11,15-Oct-54,Memorandum,C (54) 311,Legislation to replace Emergency Powers.,David Maxwell Fyfe,,
CAB,129,71,12,15-Oct-54,Memorandum,C (54) 312,Town and Country Planning Bill.,Richard A Butler,,
CAB,129,71,13,16-Oct-54,Memorandum,C (54) 313,Remuneration of Ministers.,Richard A Butler,,
CAB,129,71,14,18-Oct-54,Memorandum,C (54) 314,Japan and the General Agreement on Tariffs and Trade. Bilateral Agreement with Japan.,Peter Thorneycroft,,
CAB,129,71,15,18-Oct-54,Memorandum,C (54) 315,Civil Defence: Manpower.,David Maxwell Fyfe,,
CAB,129,71,16,19-Oct-54,Memorandum,C (54) 316,The Commonwealth Discussions on the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,71,17,20-Oct-54,Memorandum,C (54) 317,Uganda Protectorate: The Kabaka of Buganda.,Alan Lennox-Boyd,,
CAB,129,71,18,20-Oct-54,Memorandum,C (54) 318,United States/United Kingdom Loan Agreement.,Richard A Butler,,
CAB,129,71,19,21-Oct-54,Memorandum,C (54) 319,Cyprus.,Anthony Eden,,
CAB,129,71,20,23-Oct-54,Memorandum,C (54) 320,Cyprus: Laws Relating to Sedition and the Press.,Alan Lennox-Boyd,,
CAB,129,71,21,23-Oct-54,Memorandum,C (54) 321,Overseas Information Services.,Richard A Butler,,
CAB,129,71,22,25-Oct-54,Memorandum,C (54) 322,Royal Commission on Scottish Affairs.,"Richard A Butler, James Stuart",,
CAB,129,71,23,25-Oct-54,Memorandum,C (54) 323,Negotiations with the High Authority of the European Coal and Steel Community.,Duncan Sandys,,
CAB,129,71,24,26-Oct-54,Memorandum,C (54) 324,East/West Trade: Strategic Controls on Shipping.,"Peter Thorneycroft, James P L Thomas",,
CAB,129,71,25,27-Oct-54,Memorandum,C (54) 325,East/West Trade: Strategic Controls on Shipping.,John A Boyd-Carpenter,,
CAB,129,71,26,27-Oct-54,Memorandum,C (54) 326,The Economic Control Regulations.,Harry Crookshank,,
CAB,129,71,27,28-Oct-54,Memorandum,C (54) 327,Anglo-Canadian Relations.,Swinton,,
CAB,129,71,28,27-Oct-54,Memorandum,C (54) 328,Overseas Information Services.,Anthony Eden,,
CAB,129,71,29,3-Nov-54,Memorandum,C (54) 329,Defence Policy.,Winston S Churchill,,
CAB,129,71,30,3-Nov-54,Memorandum,C (54) 330,Relinquishment of Certain Powers of the Allied High Commission in Germany.,Anthony Eden,,
CAB,129,71,31,4-Nov-54,Memorandum,C (54) 331,Defence Policy: Minesweepers.,Allan Noble,,
CAB,129,71,32,4-Nov-54,Memorandum,C (54) 332,Defence Policy: The Fleet Air Arm.,James P L Thomas,,
CAB,129,71,33,6-Nov-54,Memorandum,C (54) 333,Army and Air Force Acts: Reports from the Select Committee.,"Anthony Head, De L'Isle and Dudley",,
CAB,129,71,34,6-Nov-54,Memorandum,C (54) 334,Royal Flights: Positioning of H.M. Ships for Search and Rescue Duties.,James P L Thomas,,
CAB,129,71,35,8-Nov-54,Memorandum,C (54) 335,United Kingdom Loan to Persia.,Anthony Eden,,
CAB,129,71,36,9-Nov-54,Memorandum,C (54) 336,Uganda Protectorate.,Alan Lennox-Boyd,,
CAB,129,71,37,8-Nov-54,Memorandum,C (54) 337,Time-Table for Review of War Pensions and National Insurance Pensions and Benefits.,Osbert Peake,,
CAB,129,71,38,10-Nov-54,Memorandum,C (54) 338,Uganda Protectorate.,Alan Lennox-Boyd,,
CAB,129,71,39,11-Nov-54,Memorandum,C (54) 339,Davey Paxman &amp, Co. Ltd.,De La Warr,
CAB,129,71,40,12-Nov-54,Memorandum,C (54) 340,Legislative Programme: 1954-55 Session.,Harry Crookshank,,
CAB,129,71,41,13-Nov-54,Memorandum,C (54) 341,The Queen's Speech on the Prorogation of Parliament.,Richard A Butler,,
CAB,129,71,42,13-Nov-54,Memorandum,C (54) 342,The Queen's Speech on the Opening of Parliament.,Richard A Butler,,
CAB,129,71,43,12-Nov-54,Memorandum,C (54) 343,Education Policy.,David Eccles,,
CAB,129,71,44,12-Nov-54,Memorandum,C (54) 344,Investment and Housing.,Richard A Butler,,
CAB,129,71,45,13-Nov-54,Memorandum,C (54) 345,British European Airways: Maintenance Base at Renfrew.,John A Boyd-Carpenter,,
CAB,129,71,46,15-Nov-54,Memorandum,C (54) 346,Ratification of the South-East Asia Collective Defence Treaty.,Anthony Eden,,
CAB,129,71,47,15-Nov-54,Memorandum,C (54) 347,British European Airways: Maintenance Base at Renfrew.,James Stuart,,
CAB,129,71,48,17-Nov-54,Memorandum,C (54) 348,Capital Expenditure on Hospitals.,Iain Macleod,,
CAB,129,71,49,17-Nov-54,Memorandum,C (54) 349,The Queen's Speech on the Opening of Parliament.,Norman Brook,,
CAB,129,71,50,20-Nov-54,Memorandum,C (54) 350,Review of War Pensions and National Insurance Pensions and Benefits.,Osbert Peake,,
CAB,129,72,1,20-Nov-54,Memorandum,C (54) 351,Tobacco Tokens.,Richard A Butler,,
CAB,129,72,2,22-Nov-54,Memorandum,C (54) 352,Redistribution of Seats.,"Gwilym Lloyd-George, James Stuart",,
CAB,129,72,3,22-Nov-54,Memorandum,C (54) 353,United Nations Korean Reconstruction Agency.,Anthony Eden,,
CAB,129,72,4,22-Nov-54,Memorandum,C (54) 354,Colonial Immigrants.,Gwilym Lloyd-George,,
CAB,129,72,5,24-Nov-54,Memorandum,C (54) 355,"The Sino-Soviet Agreements of 12th October, 1954.",Anthony Eden,,
CAB,129,72,6,23-Nov-54,Memorandum,C (54) 356,Colonial Immigrants.,Swinton,,
CAB,129,72,7,23-Nov-54,Memorandum,C (54) 357,East/West Trade. Copper Wire and Cable.,Harold Macmillan,,
CAB,129,72,8,23-Nov-54,Memorandum,C (54) 358,Military Jet Aircraft for the Middle East.,Anthony Eden,,
CAB,129,72,9,25-Nov-54,Memorandum,C (54) 359,"""Horror Comics"".","Gwilym Lloyd-George, James Stuart, David Eccles",,
CAB,129,72,10,29-Nov-54,Memorandum,C (54) 360,The Spanish Campaign against Gibraltar.,Alex Lennox-Boyd,,
CAB,129,72,11,26-Nov-54,Memorandum,C (54) 361,Road Traffic Bill: Parking Meters.,John A Boyd-Carpenter,,
CAB,129,72,12,26-Nov-54,Memorandum,C (54) 362,Proposed International Atomic Energy Agency: Privileges and Immunities.,Anthony Eden,,
CAB,129,72,13,26-Nov-54,Memorandum,C (54) 363,Price of Sugar.,Derick Heathcoat-Amory,,
CAB,129,72,14,27-Nov-54,Memorandum,C (54) 364,Formosa.,Anthony Eden,,
CAB,129,72,15,1954,Memorandum,C (54) 365,"North Atlantic Treaty Organisation: Authority of the Supreme Allied Commander, Europe.",Anthony Eden,,
CAB,129,72,16,1954,Memorandum,C (54) 366,"North Atlantic Treaty Organisation: Authority of the Supreme Allied Commander, Europe.",Harold Macmillan,,
CAB,129,72,17,29-Nov-54,Memorandum,C (54) 367,Formosa and the Coastal Islands.,Anthony Eden,,
CAB,129,72,18,30-Nov-54,Memorandum,C (54) 368,"The Queen's Speeches on the Prorogation and Opening of Parliament, 1954.",Norman Brook,,
CAB,129,72,19,30-Nov-54,Memorandum,C (54) 369,Independent Television Authority: Programme Contractors.,De La Warr,,
CAB,129,72,20,1-Dec-54,Memorandum,C (54) 370,Sudan: Compensation and Pensions for Officials.,Anthony Eden,,
CAB,129,72,21,1-Dec-54,Memorandum,C (54) 371,Sudan: Compensation and Pensions for Officials.,Richard A Butler,,
CAB,129,72,22,1-Dec-54,Memorandum,C (54) 372,"""Horror Comics"".",Reginald E Manningham-Buller,,
CAB,129,72,23,3-Dec-54,Memorandum,C (54) 373,East-West Trade: Strategic Controls.,Peter Thorneycroft,,
CAB,129,72,24,3-Dec-54,Memorandum,C (54) 374,British European Airways: Maintenance Base at Renfrew.,John A Boyd-Carpenter,,
CAB,129,72,25,3-Dec-54,Memorandum,C (54) 375,Colonial Immigrants.,Gwilym Lloyd-George,,
CAB,129,72,26,6-Dec-54,Memorandum,C (54) 376,East/West Trade - Rolling Mills.,Selwyn Lloyd,,
CAB,129,72,27,4-Dec-54,Memorandum,C (54) 377,British European Airways: Renfrew Maintenance Base.,"Peter Thorneycroft, Selwyn Lloyd",,
CAB,129,72,28,3-Dec-54,Memorandum,C (54) 378,Retired Pay of Public Servants.,Richard A Butler,,
CAB,129,72,29,6-Dec-54,Memorandum,C (54) 379,Colonial Immigrants.,Alex Lennox-Boyd,,
CAB,129,72,30,7-Dec-54,Memorandum,C (54) 380,Sudan: Future of the Governor-Generalship.,Anthony Eden,,
CAB,129,72,31,7-Dec-54,Memorandum,C (54) 381,East/West Trade: Strategic Controls.,"James P L Thomas, John A Boyd-Carpenter",,
CAB,129,72,32,7-Dec-54,Memorandum,C (54) 382,British Transport Commission: Railway Wage Negotiations.,"Walter Monckton, John A Boyd-Carpenter",,
CAB,129,72,33,7-Dec-54,Memorandum,C (54) 383,Publicity for the Treatment of British Prisoners-of-War in Korea by the Communists.,Harold Macmillan,,
CAB,129,72,34,10-Dec-54,Memorandum,C (54) 384,Anglo-South African Relations.,Winston S Churchill,,
CAB,129,72,35,11-Dec-54,Memorandum,C (54) 385,East/West Trade: Strategic Controls.,Peter Thorneycroft,,
CAB,129,72,36,1954,Memorandum,C (54) 386,Publicity for the Treatment of British Prisoners-of-War in Korea by the Communists.,Reginald Manningham-Buller,,
CAB,129,72,37,13-Dec-54,Memorandum,C (54) 387,East/West Trade: Strategic Controls.,John A Boyd-Carpenter,,
CAB,129,72,38,14-Dec-54,Memorandum,C (54) 388,Independent Television Authority.,De La Warr,,
CAB,129,72,39,9-Dec-54,Memorandum,C (54) 389,Fall-Out.,Harold Macmillan,,
CAB,129,72,40,1954,Memorandum,C (54) 390,"Notes on Tube Alloys, 1954.",Winston S Churchill,,
CAB,129,72,41,14-Dec-54,Memorandum,C (54) 391,Japan and the General Agreement on Tariffs and Trade.,Anthony Eden,,
CAB,129,72,42,14-Dec-54,Memorandum,C (54) 392,Japan and the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,72,43,15-Dec-54,Memorandum,C (54) 393,New Colonial Office Building.,Winston S Churchill,,
CAB,129,72,44,16-Dec-54,Memorandum,C (54) 394,Agreement with European Coal and Steel Community.,Duncan Sandys,,
CAB,129,72,45,16-Dec-54,Memorandum,C (54) 395,The Production of Power from Nuclear Energy.,Salisbury,,
CAB,129,72,46,17-Dec-54,Memorandum,C (54) 396,Desertions to the Communists.,Harold Macmillan,,
CAB,129,72,47,18-Dec-54,Memorandum,C (54) 397,Price of Sugar.,Richard A Butler,,
CAB,129,72,48,18-Dec-54,Memorandum,C (54) 398,Independent Television Authority: Programme Contractors.,De La Warr,,
CAB,129,72,49,20-Dec-54,Memorandum,C (54) 399,Redistribution of Seats.,Harry Crookshank,,
CAB,129,72,50,20-Dec-54,Memorandum,C (54) 400,The Price of Tea.,Winston S Churchill,,
CAB,129,72,51,20-Dec-54,Memorandum,C (54) 401,Parking Meters.,Norman Brook,,
CAB,129,72,52,29-Dec-54,Memorandum,C (54) 402,Internal Security in the Colonies.,Harold Macmillan,,
CAB,129,73,1,6-Jan-55,Memorandum,C (55) 1,House of Commons: Redistribution of Seats.,Reginald E Manningham-Buller,,
CAB,129,73,2,6-Jan-55,Memorandum,C (55) 2,New Colonial Office Building.,Nigel Birch,,
CAB,129,73,3,10-Jan-55,Memorandum,C (55) 3,Party Political Broadcasting in Wales.,De La Warr,,
CAB,129,73,4,10-Jan-55,Memorandum,C (55) 4,Foreign Affairs.,Anthony Eden,,
CAB,129,73,5,11-Jan-55,Memorandum,C (55) 5,Colonial Immigrants.,Gwilym Lloyd-George,,
CAB,129,73,6,12-Jan-55,Memorandum,C (55) 6,Muscat and Oman: Assistance to the Sultan.,Anthony Eden,,
CAB,129,73,8,18-Jan-55,Memorandum,C (55) 8,East/West Trade.,Peter Thorneycroft,,
CAB,129,73,9,18-Jan-55,Memorandum,C (55) 9,Price of Sugar.,Richard A Butler,,
CAB,129,73,10,20-Jan-55,Memorandum,C (55) 10,Indian Communities in the Colonies.,Alan Lennox-Boyd,,
CAB,129,73,11,19-Jan-55,Memorandum,C (55) 11,The Report of the Estimates Committee on the Foreign Service.,Henry Brooke,,
CAB,129,73,12,19-Jan-55,Memorandum,C (55) 12,The Finances of the Railway Modernisation Plan.,Richard A Butler,,
CAB,129,73,13,19-Jan-55,Memorandum,C (55) 13,British Railways.,John A Boyd-Carpenter,,
CAB,129,73,14,19-Jan-55,Memorandum,C (55) 14,Japan and the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,73,15,1955,Memorandum,C (55) 15,The Prince of Hanover's Claim to British Nationality.,Gwilym Lloyd George,,
CAB,129,73,16,20-Jan-55,Memorandum,C (55) 16,Departmental Records.,Richard A Butler,,
CAB,129,73,17,21-Jan-55,Memorandum,C (55) 17,Japan and the General Agreement on Tariffs and Trade.,Anthony Eden,,
CAB,129,73,18,21-Jan-55,Memorandum,C (55) 18,Railway Wages Dispute.,Norman Brook,,
CAB,129,73,19,24-Jan-55,Memorandum,C (55) 19,Railway Wages Dispute.,Harold Watkinson,,
CAB,129,73,20,22-Jan-55,Memorandum,C (55) 20,Air Pollution.,Richard A Butler,,
CAB,129,73,21,22-Jan-55,Memorandum,C (55) 21,Clean Air Policy.,"Duncan Sandys, Geoffrey Lloyd",,
CAB,129,73,22,24-Jan-55,Memorandum,C (55) 22,Clean Air Policy.,Geoffrey Lloyd,,
CAB,129,73,23,24-Jan-55,Memorandum,C (55) 23,Horror Comics.,Gwilyn Lloyd-George,,
CAB,129,73,24,25-Jan-55,Memorandum,C (55) 24,Western European Union.,Anthony Eden,,
CAB,129,73,25,27-Jan-55,Memorandum,C (55) 25,The Report of the Estimates Committee on the Foreign Service.,Henry Brooke,,
CAB,129,73,26,29-Jan-55,Memorandum,C (55) 26,Prospects for the Overseas Trade of the United Kingdom.,Peter Thorneycroft,,
CAB,129,73,27,28-Jan-55,Memorandum,C (55) 27,Japan and the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,73,28,29-Jan-55,Memorandum,C (55) 28,British Railways.,John A Boyd-Carpenter,,
CAB,129,73,29,4-Feb-55,Memorandum,C (55) 29,"Statement on Defence, 1955.",Harold Macmillan,,
CAB,129,73,30,4-Feb-55,Memorandum,C (55) 30,Defence Expenditure by Civil Departments in 1955-56.,Norman Brook,,
CAB,129,73,31,4-Feb-55,Memorandum,C (55) 31,Atomic Energy: Civil Programme.,Salisbury,,
CAB,129,73,32,8-Feb-55,Memorandum,C (55) 32,Naval New Construction Programme 1955-56.,James P L Thomas,,
CAB,129,73,33,8-Feb-55,Memorandum,C (55) 33,New Colonial Office Building.,Duncan Sandys,,
CAB,129,73,34,14-Feb-55,Memorandum,C (55) 34,Colonial Immigrants.,"Swinton, Alan Lennox-Boyd",,
CAB,129,73,35,10-Feb-55,Memorandum,C (55) 35,The Supply of Military Aircraft.,"Harold Macmillan, Selwyn Lloyd",,
CAB,129,73,36,9-Feb-55,Memorandum,C (55) 36,Antarctica.,Anthony Eden,,
CAB,129,73,37,10-Feb-55,Memorandum,C (55) 37,Aircraft Production: The Swift.,"De L'lsle and Dudley, Selwyn Lloyd",,
CAB,129,73,38,11-Feb-55,Memorandum,C (55) 38,Formosa.,Anthony Eden,,
CAB,129,73,39,12-Feb-55,Memorandum,C (55) 39,Transatlantic Telegraph Cable.,De La Warr,,
CAB,129,73,40,12-Feb-55,Memorandum,C (55) 40,Review of the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,73,41,15-Feb-55,Memorandum,C (55) 41,Association of Members of Parliament with the North Atlantic Treaty Organisation.,Anthony Eden,,
CAB,129,73,42,14-Feb-55,Memorandum,C (55) 42,Lancashire.,Peter Thorneycroft,,
CAB,129,73,43,16-Feb-55,Memorandum,C (55) 43,Commonwealth Membership.,Swinton,,
CAB,129,73,44,16-Feb-55,Memorandum,C (55) 44,Public Service Vehicles.,John A Boyd-Carpenter,,
CAB,129,73,45,16-Feb-55,Memorandum,C (55) 45,Legislative Programme.,Harry Crookshank,,
CAB,129,73,46,16-Feb-55,Memorandum,C (55) 46,Legislative Programme.,Derick Heathcoat-Amory,,
CAB,129,73,47,17-Feb-55,Memorandum,C (55) 47,The Far East.,Anthony Eden,,
CAB,129,73,48,23-Feb-55,Memorandum,C (55) 48,International Labour Organisation.,Harold Watkinson,,
CAB,129,73,49,18-Feb-55,Memorandum,C (55) 49,Police Cadets and National Service.,Harold Macmillan,,
CAB,129,73,50,16-Feb-55,Memorandum,C (55) 50,Television Development: Sunday Broadcasting.,De La Warr,,
CAB,129,74,1,22-Feb-55,Memorandum,C (55) 51,New Colonial Office Building.,Nigel Birch,,
CAB,129,74,2,21-Feb-55,Memorandum,C (55) 52,Rating and Valuation.,Richard A Butler,,
CAB,129,74,3,21-Feb-55,Memorandum,C (55) 53,Rating and Valuation Bill.,Duncan Sandys,,
CAB,129,74,4,21-Feb-55,Memorandum,C (55) 54,Anglo-Indian Relations.,Swinton,,
CAB,129,74,5,21-Feb-55,Memorandum,C (55) 55,Formosa.,Norman Brook,,
CAB,129,74,6,21-Feb-55,Memorandum,C (55) 56,Rating and Valuation.,Harold Macmillan,,
CAB,129,74,7,23-Feb-55,Memorandum,C (55) 57,Rating and Valuation Bill.,Reginald E Manningham-Buller,,
CAB,129,74,8,23-Feb-55,Memorandum,C (55) 58,Coal Prices.,Geoffrey Lloyd,,
CAB,129,74,9,28-Feb-55,Memorandum,C (55) 59,Road Haulage Disposals.,John A Boyd-Carpenter,,
CAB,129,74,10,28-Feb-55,Memorandum,C (55) 60,Coal Prices.,Geoffrey Lloyd,,
CAB,129,74,11,7-Mar-55,Memorandum,C (55) 61,Coal Prices.,Geoffrey Lloyd,,
CAB,129,74,12,2-Mar-55,Memorandum,C (55) 62,Guided Weapons for the Army.,"Harold Macmillan, Anthony Head",,
CAB,129,74,13,8-Mar-55,Memorandum,C (55) 63,Coal Production: St. Leger.,Norman Brook,,
CAB,129,74,14,8-Mar-55,Memorandum,C (55) 64,Review of the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,74,15,9-Mar-55,Memorandum,C (55) 65,Farm Price Review.,Derick Heathcoat-Amory,,
CAB,129,74,16,9-Mar-55,Memorandum,C (55) 66,British Transport Commission: Railway Merchandise Charges.,John A Boyd-Carpenter,,
CAB,129,74,17,9-Mar-55,Memorandum,C (55) 67,British Transport Commission: Revenue and Charges.,John A Boyd-Carpenter,,
CAB,129,74,18,12-Mar-55,Memorandum,C (55) 68,"United Nations: General Assembly, 1956.",Anthony Nutting,,
CAB,129,74,19,15-Mar-55,Memorandum,C (55) 69,Visit of Her Royal Highness Princess Margaret to the West Indies.,Alan Lennox-Boyd,,
CAB,129,74,20,14-Mar-55,Memorandum,C (55) 70,Middle East Defence: The Turco-Iraqi Agreement and Revision of the Anglo-Iraqi Treaty of 1930.,Anthony Eden,,
CAB,129,74,21,14-Mar-55,Memorandum,C (55) 71,Local Government Reorganisation.,Duncan Sandys,,
CAB,129,74,22,15-Mar-55,Memorandum,C (55) 72,United States Aid for Pakistan.,Peter Thorneycroft,,
CAB,129,74,23,16-Mar-55,Memorandum,C (55) 73,United States Aid for Pakistan.,John A Boyd-Carpenter,,
CAB,129,74,24,22-Mar-55,Memorandum,C (55) 74,House of Commons Disqualification Bill.,Gwilym Lloyd-George,,
CAB,129,74,25,19-Mar-55,Memorandum,C (55) 75,Electoral Reform.,Gwilym Lloyd-George,,
CAB,129,74,26,19-Mar-55,Memorandum,C (55) 76,Cotton Industry.,Peter Thorneycroft,,
CAB,129,74,27,21-Mar-55,Memorandum,C (55) 77,United States Shipping Conditions.,Winston S Churchill,,
CAB,129,74,28,21-Mar-55,Memorandum,C (55) 78,British Transport Commission.,John A Boyd-Carpenter,,
CAB,129,74,29,21-Mar-55,Memorandum,C (55) 79,ANZAM Fleet Exercise.,Harold Macmillan,,
CAB,129,74,30,22-Mar-55,Memorandum,C (55) 80,British Transport Commission.,Reginald E Manningham-Buller,,
CAB,129,74,31,25-Mar-55,Memorandum,C (55) 81,International Labour Organisation.,Walter Monckton,,
CAB,129,74,32,25-Mar-55,Memorandum,C (55) 82,Quemoy and Formosa.,Anthony Eden,,
CAB,129,74,33,26-Mar-55,Memorandum,C (55) 83,Talks with the Soviet Union.,Anthony Eden,,
CAB,129,74,34,28-Mar-55,Memorandum,C (55) 84,"Nos. 10, 11 and 12, Downing Street.",Nigel Birch,,
CAB,129,74,35,26-Mar-55,Memorandum,C (55) 85,Renfrew Airport.,"James Stuart, Selwyn Lloyd, John A Boyd-Carpenter",,
CAB,129,74,36,28-Mar-55,Memorandum,C (55) 86,Review of the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,74,37,26-Mar-55,Memorandum,C (55) 87,New Colonial Office Building.,Harry Crookshank,,
CAB,129,74,38,28-Mar-55,Memorandum,C (55) 88,Cotton Industry.,Peter Thorneycroft,,
CAB,129,74,39,29-Mar-55,Memorandum,C (55) 89,Cotton Industry: Draft Statement.,Peter Thorneycroft,,
CAB,129,74,40,30-Mar-55,Memorandum,C (55) 90,Coal Production: St. Leger.,Norman Brook,,
CAB,129,74,41,5-Apr-55,Memorandum,C (55) 91,The Monopolies and Restrictive Practices Commission.,Peter Thorneycroft,,
CAB,129,74,42,6-Apr-55,Memorandum,C (55) 92,Cyprus.,Alan Lennox-Boyd,,
CAB,129,74,43,5-Apr-55,Memorandum,C (55) 93,Cyprus.,Anthony Eden,,
CAB,129,74,44,6-Apr-55,Memorandum,C (55) 94,Malaya: Review of the Situation.,Alan Lennox-Boyd,,
CAB,129,74,45,5-Apr-55,Memorandum,C (55) 95,Distinction between Large and Tactical Nuclear Weapons.,"Anthony Eden, Harold Macmillan",,
CAB,129,74,46,6-Apr-55,Memorandum,C (55) 96,Palestine Settlement.,Anthony Eden,,
CAB,129,75,1,12-Apr-55,Memorandum,CP (55) 1,The Cotton Industry.,Peter Thorneycroft,,
CAB,129,75,2,12-Apr-55,Memorandum,CP (55) 2,Cotton Industry: Possible Methods of Protection.,Peter Thorneycroft,,
CAB,129,75,3,12-Apr-55,Memorandum,CP (55) 3,Newspaper Dispute.,Walter Monckton,,
CAB,129,75,4,18-Apr-55,Memorandum,CP (55) 4,Common Land.,Derick Heathcoat-Amory,,
CAB,129,75,5,18-Apr-55,Memorandum,CP (55) 5,The Cotton Industry: Draft Statement.,Peter Thorneycroft,,
CAB,129,75,6,20-Apr-55,Memorandum,CP (55) 6,Secondary Education.,David Eccles,,
CAB,129,75,7,22-Apr-55,Memorandum,CP (55) 7,Privileges and Immunities for an International Finance Corporation.,Harold Macmillan,,
CAB,129,75,8,23-Apr-55,Memorandum,CP (55) 8,Election Business Committee.,Norman Brook,,
CAB,129,75,9,26-Apr-55,Memorandum,CP (55) 9,Antarctica.,Munster,,
CAB,129,75,10,26-Apr-55,Memorandum,CP (55) 10,Industrial Disputes: Railways.,Walter Monckton,,
CAB,129,75,11,26-Apr-55,Memorandum,CP (55) 11,Industrial Disputes: Railways.,John A Boyd-Carpenter,,
CAB,129,75,12,26-Apr-55,Memorandum,CP (55) 12,Austria.,Harold Macmillan,,
CAB,129,75,13,28-Apr-55,Memorandum,CP (55) 13,The Queen's Speech on the Prorogation of Parliament.,Richard A Butler,,
CAB,129,75,14,29-Apr-55,Memorandum,CP (55) 14,Rating and Valuation in Scotland.,James Stuart,,
CAB,129,75,15,2-May-55,Memorandum,CP (55) 15,General Election: Replies to Enquiries.,Anthony Eden,,
CAB,129,75,16,3-May-55,Memorandum,CP (55) 16,Colonial Immigrants.,Gwilym Lloyd-George,,
CAB,129,75,17,4-May-55,Memorandum,CP (55) 17,Departmental Records.,Richard A Butler,,
CAB,129,75,18,3-May-55,Memorandum,CP (55) 18,The Queen's Speech on the Prorogation of Parliament.,Norman Brook,,
CAB,129,75,19,4-May-55,Memorandum,CP (55) 19,Use of Official Transport during the General Election.,Anthony Eden,,
CAB,129,75,20,4-May-55,Memorandum,CP (55) 20,The Queen's Speech on the Prorogation of Parliament.,Norman Brook,,
CAB,129,75,21,31-May-55,Memorandum,CP (55) 21,Trooping the Colour and Opening of Parliament: Traffic Conditions.,Gwilym Lloyd-George,,
CAB,129,75,22,31-May-55,Memorandum,CP (55) 22,Kenya.,Alan Lennox-Boyd,,
CAB,129,75,23,31-May-55,Memorandum,CP (55) 23,Legislative Programme: 1955/56 Session.,Harry Crookshank,,
CAB,129,75,24,2-Jun-55,Memorandum,CP (55) 24,The Queen's Speech on the Opening of Parliament.,Salisbury,,
CAB,129,75,25,2-Jun-55,Memorandum,CP (55) 25,Current Industrial Relations Problems.,Walter Monckton,,
CAB,129,75,26,3-Jun-55,Memorandum,CP (55) 26,The Queen's Speech on the Opening of Parliament.,Norman Brook,,
CAB,129,75,27,4-Jun-55,Memorandum,CP (55) 27,The Queen's Speech on the Opening of Parliament.,Norman Brook,,
CAB,129,75,28,4-Jun-55,Memorandum,CP (55) 28,Monopolies.,Peter Thorneycroft,,
CAB,129,75,29,6-Jun-55,Memorandum,CP (55) 29,Emergencies occurring after Dissolution of Parliament.,Gwilym Lloyd-George,,
CAB,129,75,30,6-Jun-55,Memorandum,CP (55) 30,Kenya.,Alan Lennox-Boyd,,
CAB,129,75,31,11-Jun-55,Memorandum,CP (55) 31,Colonial Immigrants.,"Home, Alan Lennox-Boyd",,
CAB,129,75,32,11-Jun-55,Memorandum,CP (55) 32,Colonial Immigrants.,Gwilym Lloyd George,,
CAB,129,75,33,11-Jun-55,Memorandum,CP (55) 33,Cyprus.,"Harold Macmillan, Alan Lennox-Boyd",,
CAB,129,75,34,11-Jun-55,Memorandum,CP (55) 34,Japan and the General Agreement on Tariffs and Trade.,Harold Macmillan,,
CAB,129,75,35,11-Jun-55,Memorandum,CP (55) 35,Palestine Settlement.,Harold Macmillan,,
CAB,129,75,36,14-Jun-55,Memorandum,CP (55) 36,Palestine Settlement.,Richard A Butler,,
CAB,129,75,37,13-Jun-55,Memorandum,CP (55) 37,Accession of Japan to the General Agreement on Tariffs and Trade.,Peter Thorneycroft,,
CAB,129,75,38,14-Jun-55,Memorandum,CP (55) 38,Gatwick Airport.,John A Boyd-Carpenter,,
CAB,129,75,39,14-Jun-55,Memorandum,CP (55) 39,Gatwick Airport.,De L'lsle and Dudley,,
CAB,129,75,40,15-Jun-55,Memorandum,CP (55) 40,Organisation of Crown Lands.,Anthony Eden,,
CAB,129,75,41,15-Jun-55,Memorandum,CP (55) 41,Monopolies and Restrictive Practices.,Peter Thorneycroft,,
CAB,129,75,42,16-Jun-55,Memorandum,CP (55) 42,Organisation for European Economic Co-operation.,Richard A Butler,,
CAB,129,75,43,16-Jun-55,Memorandum,CP (55) 43,Compulsory Purchase Order Procedure.,Anthony Eden,,
